"Period","Interface","Interchange","Price","pct"
1,"PJM - MISO",-3889.85263527523,2.70337489708693,0.0901640153459512
1,"PJM - NYISO",4552.23763280655,-12.5655826042978,0.317330551870819
1,"NYISO - ISO-NE",1682.23618543333,6.05200210815085,0.113493375637653
2,"PJM - MISO",-3782.74444632758,2.73540174058152,0.0940199803412924
2,"PJM - NYISO",4486.53367945736,-6.34602599958824,0.177266882528711
2,"NYISO - ISO-NE",1630.93352951484,5.84068702864822,0.119609440950087
3,"PJM - MISO",-3162.95506919878,3.17229205872098,0.112100463926494
3,"PJM - NYISO",4478.16434605461,-4.95668263199502,0.141077214255955
3,"NYISO - ISO-NE",1756.97541835863,5.89049373559494,0.132865683195863
4,"PJM - MISO",-2947.00117372132,3.36360140728148,0.118545152825747
4,"PJM - NYISO",4400.83016977212,-3.27594117651477,0.094850889794811
4,"NYISO - ISO-NE",1724.27929908069,-0.675230235621257,0.0155492791471825
5,"PJM - MISO",-3240.49375715971,3.17161879629501,0.109091233202078
5,"PJM - NYISO",4215.75863635837,-3.05965375239617,0.0873316635192754
5,"NYISO - ISO-NE",1722.77966855999,-0.322608201081621,0.00744302704869419
6,"PJM - MISO",-3881.75986162589,3.27785357079862,0.107406757936507
6,"PJM - NYISO",3200.24532473052,-2.29438594887829,0.064135380402881
6,"NYISO - ISO-NE",1693.87111694968,0.111884792549326,0.00258425994848816
7,"PJM - MISO",-4679.83532930006,3.98546684493141,0.120301477762144
7,"PJM - NYISO",3228.14727994553,-2.6081299247179,0.065937473909125
7,"NYISO - ISO-NE",1598.49378865327,-0.0545660387239906,0.00116986890457705
8,"PJM - MISO",-5198.79634249518,4.916465173958,0.134771177075268
8,"PJM - NYISO",2314.29188160144,-1.51025888274157,0.0349664560464008
8,"NYISO - ISO-NE",1293.29229495266,1.45104733982381,0.0317499089930259
9,"PJM - MISO",-4845.77952627786,5.4414320401896,0.140045263463465
9,"PJM - NYISO",2743.82694022813,-3.49321560317879,0.0728422094810489
9,"NYISO - ISO-NE",1638.25884597574,0.910013119880148,0.0169887437008496
10,"PJM - MISO",-4583.13201649074,3.10151165972521,0.0874417556389505
10,"PJM - NYISO",-688.220089555194,-0.19689738953241,0.00486247907087672
10,"NYISO - ISO-NE",337.287405649078,4.4170488124463,0.110467454985595
11,"PJM - MISO",-4617.99611265849,2.64387981480134,0.0668823424838293
11,"PJM - NYISO",-20.6606857921664,-0.523874428896072,0.0117872507279344
11,"NYISO - ISO-NE",371.769455010661,-0.277924150854894,0.00596295967537891
12,"PJM - MISO",-4605.38305315817,2.15889602246406,0.0541097226085014
12,"PJM - NYISO",674.055367135052,-0.692507846318655,0.015746992955124
12,"NYISO - ISO-NE",324.220651093414,-2.5161924179674,0.0537267722846567
13,"PJM - MISO",-4320.11506800472,1.78844184402242,0.0457359365486495
13,"PJM - NYISO",954.369171109489,-1.38580604472702,0.0330125436660915
13,"NYISO - ISO-NE",342.320688575886,-1.50723214949319,0.0298139024604192
14,"PJM - MISO",-4347.7452326628,2.32052650639805,0.059442083576323
14,"PJM - NYISO",1094.26144291523,-1.59935835045975,0.0363100382692622
14,"NYISO - ISO-NE",433.803004437368,2.05501754562166,0.0409008441585269
15,"PJM - MISO",-4390.16071644663,2.75715712033325,0.0711067082162568
15,"PJM - NYISO",1209.42909731575,-1.05542816812321,0.0239368923384496
15,"NYISO - ISO-NE",554.35628877869,-3.73680104108897,0.0780892097389831
16,"PJM - MISO",-4433.03293480672,3.29748895978204,0.0835275656814248
16,"PJM - NYISO",1006.77404039525,-0.953571782647117,0.0213286680909803
16,"NYISO - ISO-NE",330.820382991719,-2.1184788983038,0.0449243096206414
17,"PJM - MISO",-4688.99341997816,3.30726434577778,0.0821592086488692
17,"PJM - NYISO",1422.95672566722,-2.35995503537669,0.049562442990268
17,"NYISO - ISO-NE",798.77265721412,-3.62015770176806,0.067649734851097
18,"PJM - MISO",-4554.08517617867,4.05444189929283,0.0977548952731855
18,"PJM - NYISO",-1152.2774626625,-4.06315173305715,0.0760067306226016
18,"NYISO - ISO-NE",749.245323049715,-2.29292361828631,0.0376372866230739
19,"PJM - MISO",-3114.10257771119,3.69563571125865,0.0782248336757448
19,"PJM - NYISO",116.067472951358,-6.88046047093326,0.112246017798357
19,"NYISO - ISO-NE",807.885299783227,4.98111243736497,0.0601554457926625
20,"PJM - MISO",-2086.65666747971,2.89465288856442,0.0578520045895553
20,"PJM - NYISO",376.208561431943,-5.9348970685052,0.0974975742581025
20,"NYISO - ISO-NE",632.159785376968,7.03858943742735,0.0846577079406905
21,"PJM - MISO",-822.239030867863,-6.42770239066881,0.106064116367949
21,"PJM - NYISO",1343.58690263994,-0.849871582652717,0.0141648496458663
21,"NYISO - ISO-NE",280.368066987288,391.585988414088,1.50127309468102
22,"PJM - MISO",-1747.5919860082,1.96273955707274,0.0388126957656449
22,"PJM - NYISO",957.034465342936,-1.01832100664917,0.0185827315139258
22,"NYISO - ISO-NE",176.532246675483,8.00117613656563,0.123750614080327
23,"PJM - MISO",-1845.1824736519,1.42430968195864,0.032538088636203
23,"PJM - NYISO",1919.75891782192,-1.08091414605973,0.0231729228740361
23,"NYISO - ISO-NE",866.011677878476,3.74918961951284,0.0661036327034401
24,"PJM - MISO",-2551.04677559042,1.85341716139952,0.0499034183979266
24,"PJM - NYISO",988.348546036689,-1.67117632831751,0.0400762047711248
24,"NYISO - ISO-NE",680.287098153718,1.02346981474242,0.0206500348663941
25,"PJM - MISO",-3418.74563264887,2.35877434345708,0.0650112399420434
25,"PJM - NYISO",3283.09586371002,-4.34371349057268,0.104207650513094
25,"NYISO - ISO-NE",1495.22631837215,4.36810021035615,0.074590058159663
26,"PJM - MISO",-4109.30927739057,2.94165368652764,0.0854658508965057
26,"PJM - NYISO",1185.06968873613,-0.624400500077961,0.0161677374467008
26,"NYISO - ISO-NE",787.244204685498,2.49530996690684,0.0638047285176632
27,"PJM - MISO",-4629.77918251889,3.22446599167945,0.0950099915563452
27,"PJM - NYISO",475.593053696069,-0.487171607935103,0.0126989103856367
27,"NYISO - ISO-NE",753.745091217684,2.74852883722178,0.0738243657361014
28,"PJM - MISO",-4892.68169964134,3.52363673039647,0.103983785824894
28,"PJM - NYISO",96.9091944844412,-0.367941250630899,0.00959509490609757
28,"NYISO - ISO-NE",629.826984332967,3.46804462485091,0.0944925631672902
29,"PJM - MISO",-4684.71371282886,3.73550367620899,0.108351086181697
29,"PJM - NYISO",202.796995574343,-0.353621074656665,0.00899817137013345
29,"NYISO - ISO-NE",747.758567162134,3.78105084027904,0.100865406511588
30,"PJM - MISO",-4448.79081765643,5.36735431503276,0.140046188559766
30,"PJM - NYISO",-541.536919376848,0.0596130820871821,0.00135588079991595
30,"NYISO - ISO-NE",537.194287634223,1.1756404198229,0.0269780378172099
