Generator,Scenario,Category
72_1_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
73_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
74_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
75_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
76_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
77_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
78_1_NA,nonfocus_FRCC,Combustion turbine (Natural Gas)
79_1_NA,nonfocus_FRCC,Combustion turbine (Natural Gas)
8_1_Astoria_Gas_Turbines,nonfocus_NYISO,Combustion turbine (Natural Gas)
8_1_Gowanus_Gas_Turbines_Generating,nonfocus_NYISO,Combustion turbine (Natural Gas)
8_1_Intercession_City,nonfocus_FRCC,Combustion turbine (Natural Gas)
8_1_J_K_Smith,nonfocus_PJM,Combustion turbine (Natural Gas)
8_1_Johnsonville,nonfocus_TVA,Combustion turbine (Natural Gas)
8_1_Marshall_Energy_Facility,nonfocus_TVA,Combustion turbine (Natural Gas)
8_1_PSEG_Linden_Generating_Station,nonfocus_PJM,Combustion turbine (Natural Gas)
8_2_,nonfocus_MRO,Combustion turbine (Natural Gas)
8_2_NA,nonfocus_TVA,Combustion turbine (Natural Gas)
8_3_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
8_491_E_48th_Street,nonfocus_MISO,Combustion turbine (Natural Gas)
8_AL_Sandersville_LLC,nonfocus_SERC,Combustion turbine (Natural Gas)
8_Allen_Steam_Plant,nonfocus_TVA,Combustion turbine (Natural Gas)
8_Audrain_Generating_Station,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Aurora,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Bayonne_Energy_Center,nonfocus_NYISO,Combustion turbine (Natural Gas)
8_Blue_Lake,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Chanute_2,nonfocus_SPP,Combustion turbine (Natural Gas)
8_Claude_Vandyke,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Colbert,nonfocus_TVA,Combustion turbine (Natural Gas)
8_Dahlberg,nonfocus_SERC,Combustion turbine (Natural Gas)
8_Elwood_Energy_LLC,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Energy_Shelby_County,nonfocus_MISO,Combustion turbine (Natural Gas)
8_FirstEnergy_Gans,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Geneseo,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Goodland,nonfocus_SPP,Combustion turbine (Natural Gas)
8_Hawthorn,nonfocus_SPP,Combustion turbine (Natural Gas)
8_Johnsonville,nonfocus_TVA,Combustion turbine (Natural Gas)
8_LaO_Energy_Systems,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Lee_Energy_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
8_Lincoln_Generating_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Madison,nonfocus_PJM,Combustion turbine (Natural Gas)
8_McIntosh,nonfocus_SERC,Combustion turbine (Natural Gas)
8_Mill_Creek__SC_,nonfocus_SERC,Combustion turbine (Natural Gas)
8_Pinckneyville,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Queen_Elizabeth,nonfocus_MRO,Combustion turbine (Natural Gas)
8_Rubart,nonfocus_SPP,Combustion turbine (Natural Gas)
8_Southeast_Chicago_Energy_Project,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Trimble_County,nonfocus_TVA,Combustion turbine (Natural Gas)
8_University_Park_North,nonfocus_PJM,Combustion turbine (Natural Gas)
8_Venice,nonfocus_MISO,Combustion turbine (Natural Gas)
8_Vermillion_Energy_Facility,nonfocus_MISO,Combustion turbine (Natural Gas)
8_W_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
8_W_S_Lee,nonfocus_SERC,Combustion turbine (Natural Gas)
80_1_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
81_1_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
82_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
83_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
84_1_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
85_1_NA,nonfocus_NBSO,Combustion turbine (Natural Gas)
86_1_NA,nonfocus_NPCC,Combustion turbine (Natural Gas)
87_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
88_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
89_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
9_1_Astoria_Gas_Turbines,nonfocus_NYISO,Combustion turbine (Natural Gas)
9_1_Intercession_City,nonfocus_FRCC,Combustion turbine (Natural Gas)
9_1_J_K_Smith,nonfocus_PJM,Combustion turbine (Natural Gas)
9_1_Johnsonville,nonfocus_TVA,Combustion turbine (Natural Gas)
9_1_PSEG_Linden_Generating_Station,nonfocus_PJM,Combustion turbine (Natural Gas)
9_2_,nonfocus_IESO,Combustion turbine (Natural Gas)
9_2_NA,nonfocus_TVA,Combustion turbine (Natural Gas)
9_491_E_48th_Street,nonfocus_MISO,Combustion turbine (Natural Gas)
9_Allen_Steam_Plant,nonfocus_TVA,Combustion turbine (Natural Gas)
9_Aurora,nonfocus_PJM,Combustion turbine (Natural Gas)
9_Chanute_3,nonfocus_SPP,Combustion turbine (Natural Gas)
9_Dahlberg,nonfocus_SERC,Combustion turbine (Natural Gas)
9_Elwood_Energy_LLC,nonfocus_PJM,Combustion turbine (Natural Gas)
9_FirstEnergy_Gans,nonfocus_PJM,Combustion turbine (Natural Gas)
9_George_Johnson,nonfocus_MISO,Combustion turbine (Natural Gas)
9_Gilbert,nonfocus_PJM,Combustion turbine (Natural Gas)
9_Hutchinson_Plant__2,nonfocus_MISO,Combustion turbine (Natural Gas)
9_Johnsonville,nonfocus_TVA,Combustion turbine (Natural Gas)
9_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
9_Queen_Elizabeth,nonfocus_MRO,Combustion turbine (Natural Gas)
9_Rubart,nonfocus_SPP,Combustion turbine (Natural Gas)
9_Southeast_Chicago_Energy_Project,nonfocus_PJM,Combustion turbine (Natural Gas)
9_Trimble_County,nonfocus_TVA,Combustion turbine (Natural Gas)
9_University_Park_North,nonfocus_PJM,Combustion turbine (Natural Gas)
9_W_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
90_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
91_1_NA,nonfocus_TVA,Combustion turbine (Natural Gas)
92_1_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
93_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
94_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
95_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
96_1_NA,nonfocus_PJM,Combustion turbine (Natural Gas)
97_1_NA,nonfocus_SPP,Combustion turbine (Natural Gas)
98_1_NA,nonfocus_NPCC,Combustion turbine (Natural Gas)
99_1_NA,nonfocus_NPCC,Combustion turbine (Natural Gas)
A_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Jack_Watson,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Jonesboro_City_Water___Light_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
A_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Louisa_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
A_Marsh_Run_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
A_Parr_GT,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Pensacola_Florida_Plant,nonfocus_SERC,Combustion turbine (Natural Gas)
A_R_M_Schahfer,nonfocus_MISO,Combustion turbine (Natural Gas)
A_Robins,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Sweatt,nonfocus_SERC,Combustion turbine (Natural Gas)
A_Zeeland_Generating_Station,nonfocus_MISO,Combustion turbine (Natural Gas)
A1_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
A1_Anthony,nonfocus_SPP,Combustion turbine (Natural Gas)
A2_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
A2_Anthony,nonfocus_SPP,Combustion turbine (Natural Gas)
A3_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
A3_Anthony,nonfocus_SPP,Combustion turbine (Natural Gas)
A3_NA,nonfocus_ISONE,Combustion turbine (Natural Gas)
A4_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
A4_Anthony,nonfocus_SPP,Combustion turbine (Natural Gas)
A5_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
A5_Meade,nonfocus_SPP,Combustion turbine (Natural Gas)
A6_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
B_Jonesboro_City_Water___Light_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
B_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
B_Louisa_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
B_Marsh_Run_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
B_R_M_Schahfer,nonfocus_MISO,Combustion turbine (Natural Gas)
B_Robins,nonfocus_SERC,Combustion turbine (Natural Gas)
B_Zeeland_Generating_Station,nonfocus_MISO,Combustion turbine (Natural Gas)
B1_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B1_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B2_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B2_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B3_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B3_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B4_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B4_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B5_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B5_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B6_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
B6_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
B7_Beloit,nonfocus_SPP,Combustion turbine (Natural Gas)
C_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
C_Jonesboro_City_Water___Light_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
C_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
C_Louisa_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
C_Marsh_Run_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
C_Parr_GT,nonfocus_SERC,Combustion turbine (Natural Gas)
C_Robert_A_Reid,nonfocus_MISO,Combustion turbine (Natural Gas)
C1_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
C1_Cadillac,nonfocus_HQ,Combustion turbine (Natural Gas)
C1_Medical_Area_Total_Energy_Plant,nonfocus_ISONE,Combustion turbine (Natural Gas)
C1_Nelson_Energy_Center,nonfocus_PJM,Combustion turbine (Natural Gas)
C2_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
C2_Cadillac,nonfocus_HQ,Combustion turbine (Natural Gas)
C2_Medical_Area_Total_Energy_Plant,nonfocus_ISONE,Combustion turbine (Natural Gas)
C2_Nelson_Energy_Center,nonfocus_PJM,Combustion turbine (Natural Gas)
C2_Potter_Station_2,nonfocus_ISONE,Combustion turbine (Natural Gas)
C3_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
C3_Cadillac,nonfocus_HQ,Combustion turbine (Natural Gas)
C3_Medical_Area_Total_Energy_Plant,nonfocus_ISONE,Combustion turbine (Natural Gas)
C4_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
C4_PPG_Powerhouse_C,nonfocus_MISO,Combustion turbine (Natural Gas)
C5_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
C5_PPG_Powerhouse_C,nonfocus_MISO,Combustion turbine (Natural Gas)
C6_Antelope_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
CT_TalenEnergy_Martins_Creek,nonfocus_PJM,Combustion turbine (Natural Gas)
D_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
D_Jonesboro_City_Water___Light_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
D_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
D_Louisa_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
D2_Manitowoc,nonfocus_MISO,Combustion turbine (Natural Gas)
DF_Clay_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
E_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
E_Jonesboro_City_Water___Light_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
E_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
E_Louisa_Generation_Facility,nonfocus_PJM,Combustion turbine (Natural Gas)
F_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
F_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
G_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
G_Lincoln_Combustion,nonfocus_SERC,Combustion turbine (Natural Gas)
G1_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
G2_Island_Street_Peaking_Plant,nonfocus_MISO,Combustion turbine (Natural Gas)
G2_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
G3_NA,nonfocus_MISO,Combustion turbine (Natural Gas)
G5_Station_H,nonfocus_SPP,Combustion turbine (Natural Gas)
G6_Station_H,nonfocus_SPP,Combustion turbine (Natural Gas)
GT_Kaukauna_Gas_Turbine,nonfocus_MISO,Combustion turbine (Natural Gas)
H_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
H_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
I_Greene_County,nonfocus_SERC,Combustion turbine (Natural Gas)
I_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
J_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
K_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
M_Mass_Inst_Tech_Cntrl_Utilities_Cogen_Plt,nonfocus_ISONE,Combustion turbine (Natural Gas)
M_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
MA_Galion_Generating_Station,nonfocus_PJM,Combustion turbine (Natural Gas)
MB_Galion_Generating_Station,nonfocus_PJM,Combustion turbine (Natural Gas)
N1_Augusta_Electric_Plant_No_2,nonfocus_SPP,Combustion turbine (Natural Gas)
N4_Augusta_Electric_Plant_No_2,nonfocus_SPP,Combustion turbine (Natural Gas)
O4_Osborne,nonfocus_SPP,Combustion turbine (Natural Gas)
O5_Osborne,nonfocus_SPP,Combustion turbine (Natural Gas)
O6_Osborne,nonfocus_SPP,Combustion turbine (Natural Gas)
P_Delray,nonfocus_MISO,Combustion turbine (Natural Gas)
P1_Belle_River,nonfocus_MISO,Combustion turbine (Natural Gas)
P1_Greenwood__MI_,nonfocus_MISO,Combustion turbine (Natural Gas)
P2_Belle_River,nonfocus_MISO,Combustion turbine (Natural Gas)
P2_Greenwood__MI_,nonfocus_MISO,Combustion turbine (Natural Gas)
P2_Pratt_2,nonfocus_SPP,Combustion turbine (Natural Gas)
P3_Belle_River,nonfocus_MISO,Combustion turbine (Natural Gas)
P3_Greenwood__MI_,nonfocus_MISO,Combustion turbine (Natural Gas)
P4_Pratt_2,nonfocus_SPP,Combustion turbine (Natural Gas)
P5_Pratt_2,nonfocus_SPP,Combustion turbine (Natural Gas)
P6_Pratt_2,nonfocus_SPP,Combustion turbine (Natural Gas)
P7_Pratt_2,nonfocus_SPP,Combustion turbine (Natural Gas)
R1_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
R2_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
R7_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
R8_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
R9_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
RA_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
RB_Russell_Energy_Center,nonfocus_SPP,Combustion turbine (Natural Gas)
S1_Groton_Generating_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
S1_Lonesome_Creek_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
S1_Pioneer_Generating_Station,nonfocus_SPP,Combustion turbine (Natural Gas)
S2_Dartmouth_Power_Associates_LP,nonfocus_ISONE,Combustion turbine (Natural Gas)
S4_NA,nonfocus_SERC,Combustion turbine (Natural Gas)
W1_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W2_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W3_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W4_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W5_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W6_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
W7_Washington,nonfocus_SPP,Combustion turbine (Natural Gas)
X_R_M_Heskett,nonfocus_MISO,Combustion turbine (Natural Gas)
X_Solway_CT,nonfocus_MISO,Combustion turbine (Natural Gas)
X_Sycamore__WI_,nonfocus_MISO,Combustion turbine (Natural Gas)
X_Weston,nonfocus_MISO,Combustion turbine (Natural Gas)
1_1_Degray,nonfocus_MISO,Hydro:Hydro
1_1_Hiwassee Dam,nonfocus_TVA,Hydro:Hydro
1_99 Islands,nonfocus_SERC,Hydro:Hydro
1_Abitibi Canyon,nonfocus_IESO,Hydro:Hydro
1_Abitibi Canyon,nonfocus_IESO,Hydro:Hydro
1_Abitibi Canyon,nonfocus_IESO,Hydro:Hydro
1_Abitibi Canyon,nonfocus_IESO,Hydro:Hydro
1_Aguasabon,nonfocus_IESO,Hydro:Hydro
1_Alcona,nonfocus_MISO,Hydro:Hydro
1_Alexander,nonfocus_MISO,Hydro:Hydro
1_Alexander (OPG),nonfocus_IESO,Hydro:Hydro
1_Alice Falls Hydro Project,nonfocus_NYISO,Hydro:Hydro
1_Allatoona,nonfocus_SERC,Hydro:Hydro
1_Allegan Dam,nonfocus_MISO,Hydro:Hydro
1_Allegheny No 6 Hydro Statio,nonfocus_PJM,Hydro:Hydro
1_Allens Falls,nonfocus_NYISO,Hydro:Hydro
1_Amoskeag,nonfocus_ISONE,Hydro:Hydro
1_Andrews Falls,nonfocus_IESO,Hydro:Hydro
1_Andrews Falls,nonfocus_IESO,Hydro:Hydro
1_Anson Abenaki Hydros,nonfocus_ISONE,Hydro:Hydro
1_Anson Abenaki Hydros,nonfocus_ISONE,Hydro:Hydro
1_Apalachia,nonfocus_TVA,Hydro:Hydro
1_Apalachia,nonfocus_TVA,Hydro:Hydro
1_Argyle,nonfocus_MISO,Hydro:Hydro
1_Arnold Falls,nonfocus_ISONE,Hydro:Hydro
1_Arnprior,nonfocus_IESO,Hydro:Hydro
1_Arnprior,nonfocus_IESO,Hydro:Hydro
1_Ashokan,nonfocus_NYISO,Hydro:Hydro
1_Aubrey Falls,nonfocus_IESO,Hydro:Hydro
1_Aubrey Falls,nonfocus_IESO,Hydro:Hydro
1_Auburn - Mill St.,nonfocus_NYISO,Hydro:Hydro
1_Auburn - No. Div. St.,nonfocus_NYISO,Hydro:Hydro
1_Autrain,nonfocus_MISO,Hydro:Hydro
1_Avon (NSPI),nonfocus_NBSO,Hydro:Hydro
1_Ayers Island,nonfocus_ISONE,Hydro:Hydro
1_Aziscohos Hydroelectric Pro,nonfocus_ISONE,Hydro:Hydro
1_Baldwinsville,nonfocus_NYISO,Hydro:Hydro
1_Bankhead Dam,nonfocus_SERC,Hydro:Hydro
1_Bar Mills,nonfocus_ISONE,Hydro:Hydro
1_Barkley,nonfocus_TVA,Hydro:Hydro
1_Barkley,nonfocus_TVA,Hydro:Hydro
1_Barkley,nonfocus_TVA,Hydro:Hydro
1_Barkley,nonfocus_TVA,Hydro:Hydro
1_Barnet Hydro,nonfocus_ISONE,Hydro:Hydro
1_Barnet Hydro,nonfocus_ISONE,Hydro:Hydro
1_Barrett Chute,nonfocus_IESO,Hydro:Hydro
1_Barrett Chute,nonfocus_IESO,Hydro:Hydro
1_Barrett Chute,nonfocus_IESO,Hydro:Hydro
1_Barrett Chute,nonfocus_IESO,Hydro:Hydro
1_Bartletts Ferry,nonfocus_SERC,Hydro:Hydro
1_Bear Creek Dam,nonfocus_SERC,Hydro:Hydro
1_Beauharnois,nonfocus_HQ,Hydro:Hydro
1_Beaumont (HYQU),nonfocus_HQ,Hydro:Hydro
1_Beaumont (HYQU),nonfocus_HQ,Hydro:Hydro
1_Beaver Dam,nonfocus_SPP,Hydro:Hydro
1_Beechwood,nonfocus_NBSO,Hydro:Hydro
1_Beechwood,nonfocus_NBSO,Hydro:Hydro
1_Beldens,nonfocus_ISONE,Hydro:Hydro
1_Beldens,nonfocus_ISONE,Hydro:Hydro
1_Belfort,nonfocus_NYISO,Hydro:Hydro
1_Bellows Falls,nonfocus_ISONE,Hydro:Hydro
1_Benton Falls Associates,nonfocus_ISONE,Hydro:Hydro
1_Berlin Gorham,nonfocus_ISONE,Hydro:Hydro
1_Berlin Gorham,nonfocus_ISONE,Hydro:Hydro
1_Bersimis 1,nonfocus_HQ,Hydro:Hydro
1_Bersimis 1,nonfocus_HQ,Hydro:Hydro
1_Bersimis 2,nonfocus_HQ,Hydro:Hydro
1_Big Bend Dam,nonfocus_SPP,Hydro:Hydro
1_Big Falls,nonfocus_MISO,Hydro:Hydro
1_Big Falls (NSPI),nonfocus_NBSO,Hydro:Hydro
1_Big Quinnesec 61,nonfocus_MISO,Hydro:Hydro
1_Big Quinnesec 92,nonfocus_MISO,Hydro:Hydro
1_Black Brook Dam,nonfocus_MISO,Hydro:Hydro
1_Black River,nonfocus_NYISO,Hydro:Hydro
1_Blake,nonfocus_NYISO,Hydro:Hydro
1_Blakely Mountain,nonfocus_MISO,Hydro:Hydro
1_Blakely Mountain,nonfocus_MISO,Hydro:Hydro
1_Blanchard,nonfocus_MISO,Hydro:Hydro
1_Blewett,nonfocus_SERC,Hydro:Hydro
1_Blewett,nonfocus_SERC,Hydro:Hydro
1_Blue Ridge,nonfocus_TVA,Hydro:Hydro
1_Bolton Falls,nonfocus_ISONE,Hydro:Hydro
1_Bonny Eagle,nonfocus_ISONE,Hydro:Hydro
1_Boone Dam,nonfocus_TVA,Hydro:Hydro
1_Boone Dam,nonfocus_TVA,Hydro:Hydro
1_Boone Dam,nonfocus_TVA,Hydro:Hydro
1_Boott Hydropower,nonfocus_ISONE,Hydro:Hydro
1_Bridgewater,nonfocus_SERC,Hydro:Hydro
1_Brisay,nonfocus_HQ,Hydro:Hydro
1_Broken Bow Dam,nonfocus_SPP,Hydro:Hydro
1_Browns Falls,nonfocus_NYISO,Hydro:Hydro
1_Brule,nonfocus_MISO,Hydro:Hydro
1_Brunswick Hydro,nonfocus_ISONE,Hydro:Hydro
1_Bryson (HYQU),nonfocus_HQ,Hydro:Hydro
1_Buford,nonfocus_SERC,Hydro:Hydro
1_Bull Shoals,nonfocus_SPP,Hydro:Hydro
1_Bulls Bridge,nonfocus_ISONE,Hydro:Hydro
1_Buzzard Roost,nonfocus_SERC,Hydro:Hydro
1_Byllesby,nonfocus_MISO,Hydro:Hydro
1_C H Corn Hydroelectric Faci,nonfocus_FRCC,Hydro:Hydro
1_C H Corn Hydroelectric Faci,nonfocus_FRCC,Hydro:Hydro
1_C W Tippy,nonfocus_MISO,Hydro:Hydro
1_Cabot,nonfocus_ISONE,Hydro:Hydro
1_Cadyville,nonfocus_NYISO,Hydro:Hydro
1_Calderwood,nonfocus_TVA,Hydro:Hydro
1_Calderwood,nonfocus_TVA,Hydro:Hydro
1_Calderwood,nonfocus_TVA,Hydro:Hydro
1_Caldron Falls,nonfocus_MISO,Hydro:Hydro
1_Calm Lake,nonfocus_IESO,Hydro:Hydro
1_Cameron Falls,nonfocus_IESO,Hydro:Hydro
1_Cameron Falls,nonfocus_IESO,Hydro:Hydro
1_Cameron Falls,nonfocus_IESO,Hydro:Hydro
1_Cameron Falls Nug,nonfocus_IESO,Hydro:Hydro
1_Cannelton Hydroelectric Pla,nonfocus_MISO,Hydro:Hydro
1_Caribou Falls,nonfocus_IESO,Hydro:Hydro
1_Carillon,nonfocus_HQ,Hydro:Hydro
1_Carmichael Falls,nonfocus_IESO,Hydro:Hydro
1_Carpenter,nonfocus_MISO,Hydro:Hydro
1_Carpenter,nonfocus_MISO,Hydro:Hydro
1_Carters,nonfocus_SERC,Hydro:Hydro
1_Carver Falls,nonfocus_NYISO,Hydro:Hydro
1_Castle Rock,nonfocus_MISO,Hydro:Hydro
1_Cataract (MI),nonfocus_MISO,Hydro:Hydro
1_Cataract Hydro,nonfocus_ISONE,Hydro:Hydro
1_Cavendish,nonfocus_ISONE,Hydro:Hydro
1_Cedar Cliff,nonfocus_SERC,Hydro:Hydro
1_Cedar Creek,nonfocus_SERC,Hydro:Hydro
1_Cedar Falls (WI),nonfocus_MISO,Hydro:Hydro
1_Center Falls,nonfocus_NYISO,Hydro:Hydro
1_Center Hill,nonfocus_TVA,Hydro:Hydro
1_Center Hill,nonfocus_TVA,Hydro:Hydro
1_Center Hill,nonfocus_TVA,Hydro:Hydro
1_Central Hudson High Falls,nonfocus_NYISO,Hydro:Hydro
1_Chace Mill Winooski One,nonfocus_ISONE,Hydro:Hydro
1_Chalk Hill,nonfocus_MISO,Hydro:Hydro
1_Charles E Monty,nonfocus_ISONE,Hydro:Hydro
1_Chasm,nonfocus_NYISO,Hydro:Hydro
1_Chasm Hydro Partnership,nonfocus_NYISO,Hydro:Hydro
1_Chats Falls,nonfocus_IESO,Hydro:Hydro
1_Chats Falls,nonfocus_IESO,Hydro:Hydro
1_Chats Falls,nonfocus_IESO,Hydro:Hydro
1_Chats Falls,nonfocus_IESO,Hydro:Hydro
1_Chats Falls,nonfocus_IESO,Hydro:Hydro
1_Chatuge,nonfocus_TVA,Hydro:Hydro
1_Cheatham,nonfocus_TVA,Hydro:Hydro
1_Cheatham,nonfocus_TVA,Hydro:Hydro
1_Cheatham,nonfocus_TVA,Hydro:Hydro
1_Chelsea (HYQU),nonfocus_HQ,Hydro:Hydro
1_Chenaux,nonfocus_IESO,Hydro:Hydro
1_Chenaux,nonfocus_IESO,Hydro:Hydro
1_Chenaux,nonfocus_IESO,Hydro:Hydro
1_Chenaux,nonfocus_IESO,Hydro:Hydro
1_Cheoah,nonfocus_TVA,Hydro:Hydro
1_Cheoah,nonfocus_TVA,Hydro:Hydro
1_Cheoah,nonfocus_TVA,Hydro:Hydro
1_Cheoah,nonfocus_TVA,Hydro:Hydro
1_Cheoah,nonfocus_TVA,Hydro:Hydro
1_Cherokee Dam,nonfocus_TVA,Hydro:Hydro
1_Chickamauga,nonfocus_TVA,Hydro:Hydro
1_Chickamauga,nonfocus_TVA,Hydro:Hydro
1_Chickamauga,nonfocus_TVA,Hydro:Hydro
1_Chickamauga,nonfocus_TVA,Hydro:Hydro
1_Chilhowee,nonfocus_TVA,Hydro:Hydro
1_Chilhowee,nonfocus_TVA,Hydro:Hydro
1_Chilhowee,nonfocus_TVA,Hydro:Hydro
1_Chippewa Falls,nonfocus_MISO,Hydro:Hydro
1_Chippewa Falls,nonfocus_MISO,Hydro:Hydro
1_Churchill Falls,nonfocus_HQ,Hydro:Hydro
1_Churchill Falls Phase II,nonfocus_HQ,Hydro:Hydro
