Generator,Scenario,Category
9C_Mystic_Generating_Station,nonfocus_ISONE,Combined cycle (Natural Gas)
A_B_C_D_Tenaska_Virginia_Generating_Station,nonfocus_PJM,Combined cycle (Natural Gas)
A_B_C_Zeeland_Generating_Station,nonfocus_MISO,Combined cycle (Natural Gas)
A_Bethlehem_Power_Plant,nonfocus_PJM,Combined cycle (Natural Gas)
A_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
ATC_CCnew_699207,nonfocus_MISO,Combined cycle (Natural Gas)
ATC_CCnew_699389,nonfocus_MISO,Combined cycle (Natural Gas)
ATC_CCnew_699390,nonfocus_MISO,Combined cycle (Natural Gas)
B_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
C_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
C_S_LSP_Cottage_Grove_LP,nonfocus_MISO,Combined cycle (Natural Gas)
C1_C2_C3_S4_Pittsfield_Generating_LP,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Bellingham_Cogeneration_Facility,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Essential_Power_Newington_LLC,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Granite_Ridge,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Kleen_Energy_Systems_Project,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Maine_Independence_Station,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Ocean_State_Power,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_S1_Westbrook_Energy_Center_Power_Plant,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C2_ST_Kimberly_Clark_s_Energy_Project,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_C3_Dartmouth_Power_Associates_LP,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_NA,nonfocus_NPCC,Combined cycle (Natural Gas)
C1_S1_C2_Masspower,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_C2_Rhode_Island_State_Energy_Center,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Capital_District_Energy_Center,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Kendall_County_Generation_Facility,nonfocus_PJM,Combined cycle (Natural Gas)
C1_S1_Milford_Power_LP,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Millennium_Power,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Pawtucket_Power_Associates,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Rumford_Power__Inc,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Tanner_Street_Generation,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_S1_Tiverton_Power_Plant,nonfocus_ISONE,Combined cycle (Natural Gas)
C1_Univ_Of_Connecticut___Storrs_Campus,nonfocus_ISONE,Combined cycle (Natural Gas)
C2_NA,nonfocus_NPCC,Combined cycle (Natural Gas)
C2_S2_Kendall_County_Generation_Facility,nonfocus_PJM,Combined cycle (Natural Gas)
C2_Univ_Of_Connecticut___Storrs_Campus,nonfocus_ISONE,Combined cycle (Natural Gas)
C3_C4_S2_Ocean_State_Power_II,nonfocus_ISONE,Combined cycle (Natural Gas)
C3_S3_Kendall_County_Generation_Facility,nonfocus_PJM,Combined cycle (Natural Gas)
C3_Univ_Of_Connecticut___Storrs_Campus,nonfocus_ISONE,Combined cycle (Natural Gas)
C4_S4_Kendall_County_Generation_Facility,nonfocus_PJM,Combined cycle (Natural Gas)
D_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
E_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
F_Doswell_Energy_Center,nonfocus_PJM,Combined cycle (Natural Gas)
G1_G2_G3_S_Hopewell_Cogeneration,nonfocus_PJM,Combined cycle (Natural Gas)
G1_G2_G3_S1_Brunswick_County_Power_Station,nonfocus_PJM,Combined cycle (Natural Gas)
G1_G2_G3_S1_Warren_County,nonfocus_PJM,Combined cycle (Natural Gas)
G1_G2_S1_Arsenal_Hill,nonfocus_SPP,Combined cycle (Natural Gas)
G1_G2_S1_Bear_Garden,nonfocus_PJM,Combined cycle (Natural Gas)
G1_G2_S1_Sugar_Creek_Power,nonfocus_MISO,Combined cycle (Natural Gas)
G1_Gordonsville_Energy_LP,nonfocus_PJM,Combined cycle (Natural Gas)
G1_S1_G2_Rosemary_Power_Station,nonfocus_PJM,Combined cycle (Natural Gas)
G2_Gordonsville_Energy_LP,nonfocus_PJM,Combined cycle (Natural Gas)
G7_S7_Chesterfield,nonfocus_PJM,Combined cycle (Natural Gas)
G8_S8_Chesterfield,nonfocus_PJM,Combined cycle (Natural Gas)
IA-E_CCnew_629046,nonfocus_MISO,Combined cycle (Natural Gas)
IA-E_CCnew_629070,nonfocus_MISO,Combined cycle (Natural Gas)
Midland_Cogen_Venture,nonfocus_MISO,Combined cycle (Natural Gas)
MN-SE_CCnew_600001,nonfocus_MISO,Combined cycle (Natural Gas)
MN-SE_CCnew_600007,nonfocus_MISO,Combined cycle (Natural Gas)
MN-SE_CCnew_600014,nonfocus_MISO,Combined cycle (Natural Gas)
NA_1_2_,nonfocus_MRO,Combined cycle (Natural Gas)
PJM-W_CCnew_274675_1,nonfocus_PJM,Combined cycle (Natural Gas)
PJM-W_CCnew_274675_2,nonfocus_PJM,Combined cycle (Natural Gas)
PJM-W_CCnew_274676,nonfocus_PJM,Combined cycle (Natural Gas)
PJM-W_CCnew_274687_1,nonfocus_PJM,Combined cycle (Natural Gas)
PJM-W_CCnew_274687_2,nonfocus_PJM,Combined cycle (Natural Gas)
S_GT_Combined_Locks_Energy_Center,nonfocus_MISO,Combined cycle (Natural Gas)
S1_C1_Brockton_Power,nonfocus_ISONE,Combined cycle (Natural Gas)
S1_C1_C2_Fore_River_Generating_Station,nonfocus_ISONE,Combined cycle (Natural Gas)
S1_Gordonsville_Energy_LP,nonfocus_PJM,Combined cycle (Natural Gas)
S2_Gordonsville_Energy_LP,nonfocus_PJM,Combined cycle (Natural Gas)
S5_NA,nonfocus_SERC,Combined cycle (Natural Gas)
ST_C1_C2_Riverside_Energy_Center,nonfocus_MISO,Combined cycle (Natural Gas)
V1_Lawrence_County_NG,nonfocus_PJM,Combined cycle (Natural Gas)
V1_NA,nonfocus_PJM,Combined cycle (Natural Gas)
0_Venice_Resources_Gas_Recovery,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_1_Astoria_Gas_Turbines,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Barre,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_1_Bayboro,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Christiana,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_1_Croydon_CT_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_1_DeBary,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Field_Street,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Fitchburg_Gas_Recovery,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_1_Glenwood,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Gowanus_Gas_Turbines_Generating,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Grand_Blanc_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_1_Hilton_Head,nonfocus_SERC,Combustion turbine (Diesel Oil)
1_1_Holtsville,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Hutchinson_Energy_Center,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_1_Intercession_City,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Kemper_County,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_1_McPherson_2,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_1_Moose_Lake,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_1_Myrtle_Beach,nonfocus_SERC,Combustion turbine (Diesel Oil)
1_1_Peoples_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_1_Perryman,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_1_Philadelphia,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_1_Phillips,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Richmond_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_1_Rutland,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_1_Sarpy_County,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_1_Seneca_Energy,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Stock_Island,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_1_Wading_River,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_1_Watertown_Power_Plant,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_2_Bayboro,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_2_GRS_C_C,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_2_Holtsville,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_2_Intercession_City,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_2_P_L_Bartow,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_2_Peoples_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_3_Holtsville,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_3_Moose_Lake,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_4_Holtsville,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_5_Holtsville,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_A_,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_A_W_H_Weatherspoon,nonfocus_SERC,Combustion turbine (Diesel Oil)
1_Aberdeen_CT,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Adrian,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Adrian_Energy_Associates_LLC,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Albertville,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Anderson_Erickson,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Arrowhead_Standby_Generator,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Bainbridge,nonfocus_SERC,Combustion turbine (Diesel Oil)
1_Bancroft,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Bayway_Refinery,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Benson_City_of,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Berlin_5,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Bethany,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Bethlehem_Renewable_Energy_LLC,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Blue_Earth,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Blue_Lake,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Borden,nonfocus_NBSO,Combustion turbine (Diesel Oil)
1_Bowling_Green,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Brent_Run_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Brevard_Landfill,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_Broad_Mountain,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Broadway_Generation_Plant,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Brookhaven_Facility,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Burlington__KS_,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Burlington_GT,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Butler_Municipal_Power_Plant,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Cambridge,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Carbon_Limestone,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Cashton,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Chappell,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Charlottetown__MECL_,nonfocus_NBSO,Combustion turbine (Diesel Oil)
1_Commonwealth_Chesapeake,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Connersville,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Cumberland_County_PA_LFG_Recovery,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Cumberland_County_Solid_Waste_Complex,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Delaware_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Deshler,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Detour,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_East_Hampton,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Easton,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Edge_Moor,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Elk_City_Station,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Elroy,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Erie_Energy_Center,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Exelon_Medway_LLC,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Factory,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Fairgrounds,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Falls,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Fennimore,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Frederic_Diesel,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Frey_Farm_Landfill,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Ft__Pierre,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Fulton_LFGTE_Facility,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Gallatin__MO_,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Geneva_LFG,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Germantown,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Gilberton_Coal_to_Clean_Fuels,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Gladstone,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Grand_Marais,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Granger_Electric_Generating_Station__2,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Grantsburg_Diesel,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Green_Knight_Energy_Center,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Greenport,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_GRS_C_C,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Hamilton__PA_,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Hastings,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Hebron,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_High_Acres_Gas_Recovery,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Howard_F_Curren_Advncd_Wastewater_Plant,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_Hunterstown,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Hydrocarbon_Generation_Inc_,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Hyland_LFGTE_Facility,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_IBM_West,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Indianola,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Jamaica_Bay_Peaking,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Jamestown,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Jones_Street,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Juneau,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Keele_Valley,nonfocus_IESO,Combustion turbine (Diesel Oil)
1_Kendall_Square_Station,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Kenyon_Municipal,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Keystone_Recovery,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_La_Farge,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Lake_Marion,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Lake_Preston,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Lakefield_Utilities,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Lakeview_Gas_Recovery,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Lakin_Municipal,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Lanchester_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Laurens,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Laverne_Diesel_Generating_Plant,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Liberal,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Lime_Creek,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Macon,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Mahoning,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Maple_Lake,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Marathon_Generating_Plant,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_McCook,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_McLeansboro,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_McMinnville,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Memphis,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Metro_Methane_Recovery_Facility,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Mexico,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_MM_Hartford_Energy,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Moberly,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Modern_Innovative_Energy_LLC,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Monroe_Livingston_Gas_Recovery,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Moorhead,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Moreau,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Moretown,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Moser_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Mountain,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Mountain_View,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Mt_Pleasant,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Mulvane_Power_Plant,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Nashua_Plant,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Neligh_Biodiesel,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Nevada,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_New_Haven_Harbor,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Newberry,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Noble_Hill_Landfill,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_North_Causeway,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_North_Main_Street,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Norther_Tier_Landfill,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Oak_Grove_Gas_Producers,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Oakwood_Hospital___Medical_Center,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Ocean_County_Landfill,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Ontario_LFGTE,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Ord,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Orrtanna,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Osceola_Road_Landfill_WTE,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_Ottawa_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Palmyra_Municipal,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Paulding,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Pella_Peaking,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Pender,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Pennsbury,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Pine_Grove,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Pine_Tree_Acres,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Pine_Tree_Acres_WM_LFGTE,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Port_Hawkesbury,nonfocus_NBSO,Combustion turbine (Diesel Oil)
1_Portage,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Powell_Valley,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Quay_County,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Red_Bud,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Red_Cloud,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Redwood_Falls,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Reynolds,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Ridgewood_Providence_Power,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Riverside__MD_,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Rock_Lake_CT,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Rose_Valley_Power,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Sayreville,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_SC_Landfill_Energy_LLC,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Schiller,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_SECCRA_Community_Landfill,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Seven_Mile_Creek_LFG,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Seymour_Road_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Sharpe,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Shawnee__PA_,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Shelbina_Power__2,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Shelbina_Power__3,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Sherman_Avenue,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Shoreham_Temporary,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Shrewsbury,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Sight_And_Sound_Theatre,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Sleepy_Eye,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_South_Cairo,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_South_Kent_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Southeast_Berrien,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Spencer_Gas_Turbine,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Spirit_Mound,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_St_Bonifacius,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_St_James,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Stephentown_Spindle,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Sterling_Power_L_P,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Sterling_Power_Plant,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Stowe_Power_Production_Plant,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Sumner,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Sunbury_Generation_LP,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Tasley,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Timberline_Trail_Gas_Recovery,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Tipton,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Tolna,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Tom_G_Smith,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_Trenton_North,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Turnkey_Landfill_Gas_Recovery,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Tusket_GT,nonfocus_NBSO,Combustion turbine (Diesel Oil)
1_Unionville_City_of,nonfocus_TVA,Combustion turbine (Diesel Oil)
1_Van_Sant_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Venice_Resources_Gas_Recovery,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Viola,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Wabash_River,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Warren,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Waste_Management_Arden_LFGTE,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_Waste_Management_Madison_County_LFGTE,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_Waste_Management_Northern_Oaks_LFGTE,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_Waste_Management_Rolling_Meadows_LFGTE,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_Waterside_Power__LLC,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_West_Babylon,nonfocus_NYISO,Combustion turbine (Diesel Oil)
1_West_Bend,nonfocus_SPP,Combustion turbine (Diesel Oil)
1_West_Group_Data_Center,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_West_Receiving,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_West_Station__NJ_,nonfocus_PJM,Combustion turbine (Diesel Oil)
1_West_Tisbury_Generating_Facility,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_White_Feather_Generating_Station,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_William_F_Wyman,nonfocus_ISONE,Combustion turbine (Diesel Oil)
1_Winston,nonfocus_FRCC,Combustion turbine (Diesel Oil)
1_Worthington,nonfocus_MISO,Combustion turbine (Diesel Oil)
1_X_Diesel_Generators,nonfocus_MISO,Combustion turbine (Diesel Oil)
10_1_DeBary,nonfocus_FRCC,Combustion turbine (Diesel Oil)
10_1_Lagoon_Creek,nonfocus_TVA,Combustion turbine (Diesel Oil)
10_Cherry_Street,nonfocus_ISONE,Combustion turbine (Diesel Oil)
10_Holton,nonfocus_SPP,Combustion turbine (Diesel Oil)
10_Iola,nonfocus_SPP,Combustion turbine (Diesel Oil)
10_Litchfield,nonfocus_MISO,Combustion turbine (Diesel Oil)
10_Montville_Station,nonfocus_ISONE,Combustion turbine (Diesel Oil)
10_Mulvane_2,nonfocus_SPP,Combustion turbine (Diesel Oil)
10_Sabetha_Power_Plant,nonfocus_SPP,Combustion turbine (Diesel Oil)
10_Sharpe,nonfocus_SPP,Combustion turbine (Diesel Oil)
10_Terry_Bundy_Generating_Station,nonfocus_SPP,Combustion turbine (Diesel Oil)
11_1_Lagoon_Creek,nonfocus_TVA,Combustion turbine (Diesel Oil)
11_Belle_River,nonfocus_MISO,Combustion turbine (Diesel Oil)
11_Cherry_Street,nonfocus_ISONE,Combustion turbine (Diesel Oil)
11_Devon_Station,nonfocus_ISONE,Combustion turbine (Diesel Oil)
11_Fermi,nonfocus_MISO,Combustion turbine (Diesel Oil)
11_Holton,nonfocus_SPP,Combustion turbine (Diesel Oil)
11_Litchfield,nonfocus_MISO,Combustion turbine (Diesel Oil)
11_Montville_Station,nonfocus_ISONE,Combustion turbine (Diesel Oil)
11_Oliver,nonfocus_MISO,Combustion turbine (Diesel Oil)
11_Putnam__MI_,nonfocus_MISO,Combustion turbine (Diesel Oil)
11_Sabetha_Power_Plant,nonfocus_SPP,Combustion turbine (Diesel Oil)
11_Schuylkill_Generating_Station,nonfocus_PJM,Combustion turbine (Diesel Oil)
