Generator,band,Heat Rate,Load Point,Scenario
1_Covanta_Warren_Energy,1,11407.17381,1.9,focus_PJM
1_Covanta_Warren_Energy,2,11756.29638,1.665229885,focus_PJM
1_Covanta_Warren_Energy,3,11860.39778,1.43045977,focus_PJM
1_Covanta_Warren_Energy,4,11930.27684,1.195689655,focus_PJM
1_Covanta_Warren_Energy,5,12284.44745,0.96091954,focus_PJM
1_Covanta_Hennepin_Energy,1,10496.78676,33.7,focus_MISO
1_Covanta_Hennepin_Energy,2,11043.13454,26.93253783,focus_MISO
1_Covanta_Hennepin_Energy,3,11450.27795,20.16507567,focus_MISO
1_Covanta_Hennepin_Energy,4,12316.34694,13.3976135,focus_MISO
1_Covanta_Hennepin_Energy,5,14898.93892,6.630151339,focus_MISO
A_WestRock_West_Point_Mill,1,14914.89999,37,focus_PJM
A_WestRock_West_Point_Mill,2,15028.12861,35.2287234,focus_PJM
A_WestRock_West_Point_Mill,3,15275.5407,33.45744681,focus_PJM
A_WestRock_West_Point_Mill,4,15855.64358,31.68617021,focus_PJM
A_WestRock_West_Point_Mill,5,15198.05883,29.91489362,focus_PJM
1_Cayuga,1,10389.07685,500,focus_MISO
1_Cayuga,2,10338.0661,433.8099631,focus_MISO
1_Cayuga,3,10233.58772,367.6199262,focus_MISO
1_Cayuga,4,10465.21798,301.4298893,focus_MISO
1_Cayuga,5,10917.76092,235.2398524,focus_MISO
2_Cayuga,1,10500.11695,495,focus_MISO
2_Cayuga,2,10497.78049,440.4963899,focus_MISO
2_Cayuga,3,10515.27951,385.9927798,focus_MISO
2_Cayuga,4,10840.64931,331.4891697,focus_MISO
2_Cayuga,5,10082.68144,276.9855596,focus_MISO
4_Cayuga,1,12515.77563,90,focus_MISO
4_Cayuga,2,13018.9088,78.75,focus_MISO
4_Cayuga,3,13576.03957,67.5,focus_MISO
4_Cayuga,4,14371.06687,56.25,focus_MISO
4_Cayuga,5,15521.8017,45,focus_MISO
1_Connersville,1,11780.93438,43,focus_MISO
1_Connersville,2,11943.28041,39.03947368,focus_MISO
1_Connersville,3,12316.79351,35.07894737,focus_MISO
1_Connersville,4,12639.96473,31.11842105,focus_MISO
1_Connersville,5,13050.60565,27.15789474,focus_MISO
2_Connersville,1,12993.71969,43,focus_MISO
2_Connersville,2,13364.34928,39.54464286,focus_MISO
2_Connersville,3,13556.59243,36.08928571,focus_MISO
2_Connersville,4,13737.48443,32.63392857,focus_MISO
2_Connersville,5,14108.42487,29.17857143,focus_MISO
1_2_NRG_Energy_Center_Dover,1,8321.92814,60,focus_PJM
1_2_NRG_Energy_Center_Dover,2,8326.280289,53.671875,focus_PJM
1_2_NRG_Energy_Center_Dover,3,8005.424446,47.34375,focus_PJM
1_2_NRG_Energy_Center_Dover,4,8576.984014,41.015625,focus_PJM
1_2_NRG_Energy_Center_Dover,5,8561.762996,34.6875,focus_PJM
1_NRG_Energy_Center_Dover,1,8926.048563,44,focus_PJM
1_NRG_Energy_Center_Dover,2,9147.683034,42.24,focus_PJM
1_NRG_Energy_Center_Dover,3,9247.754637,40.48,focus_PJM
1_NRG_Energy_Center_Dover,4,9421.507515,38.72,focus_PJM
1_NRG_Energy_Center_Dover,5,9538.949926,36.96,focus_PJM
1_Greater_Detroit_Resource_Recovery,1,12651.80239,45,focus_MISO
1_Greater_Detroit_Resource_Recovery,2,12632.93187,35.00954198,focus_MISO
1_Greater_Detroit_Resource_Recovery,3,11361.02369,25.01908397,focus_MISO
1_Greater_Detroit_Resource_Recovery,4,11272.51826,15.02862595,focus_MISO
1_Greater_Detroit_Resource_Recovery,5,18128.30804,5.038167939,focus_MISO
1_Logan_Generating_Company_LP,1,10913.91544,219,focus_PJM
1_Logan_Generating_Company_LP,2,11052.26546,185.1292373,focus_PJM
1_Logan_Generating_Company_LP,3,11106.14107,151.2584746,focus_PJM
1_Logan_Generating_Company_LP,4,11397.88212,117.3877119,focus_PJM
1_Logan_Generating_Company_LP,5,11836.75187,83.51694915,focus_PJM
1_Miami_Dade_County_Resource_Recovery_Fac,1,9857.249817,43,focus_FRCC
1_Miami_Dade_County_Resource_Recovery_Fac,2,9614.171685,33.51470588,focus_FRCC
1_Miami_Dade_County_Resource_Recovery_Fac,3,9668.783628,24.02941176,focus_FRCC
1_Miami_Dade_County_Resource_Recovery_Fac,4,10411.77611,14.54411765,focus_FRCC
1_Miami_Dade_County_Resource_Recovery_Fac,5,13799.6747,5.058823529,focus_FRCC
1_Engineered_Carbons_Borger_Cogen,1,11616.48902,20,focus_SPP
1_Engineered_Carbons_Borger_Cogen,2,11930.89769,16.1627907,focus_SPP
1_Engineered_Carbons_Borger_Cogen,3,11854.52377,12.3255814,focus_SPP
1_Engineered_Carbons_Borger_Cogen,4,12587.04187,8.488372093,focus_SPP
1_Engineered_Carbons_Borger_Cogen,5,15186.65111,4.651162791,focus_SPP
3_Taconite_Harbor_Energy_Center,1,10832.76764,0,focus_MISO
3_Taconite_Harbor_Energy_Center,2,11414.01836,0,focus_MISO
3_Taconite_Harbor_Energy_Center,3,11115.74848,0,focus_MISO
3_Taconite_Harbor_Energy_Center,4,10821.79831,0,focus_MISO
3_Taconite_Harbor_Energy_Center,5,10827.36635,0,focus_MISO
3_4_5_1_2_Noblesville,1,8301.446925,285,focus_MISO
3_4_5_1_2_Noblesville,2,8574.52536,232.8077508,focus_MISO
3_4_5_1_2_Noblesville,3,8492.368518,180.6155015,focus_MISO
3_4_5_1_2_Noblesville,4,8679.17784,128.4232523,focus_MISO
3_4_5_1_2_Noblesville,5,11333.16885,76.23100304,focus_MISO
2_R_Gallagher,1,9892.371782,140,focus_MISO
2_R_Gallagher,2,10164.29056,120.3267974,focus_MISO
2_R_Gallagher,3,10306.14514,100.6535948,focus_MISO
2_R_Gallagher,4,10523.72925,80.98039216,focus_MISO
2_R_Gallagher,5,11497.3572,61.30718954,focus_MISO
4_R_Gallagher,1,10041.56296,140,focus_MISO
4_R_Gallagher,2,10260.0109,120.6578947,focus_MISO
4_R_Gallagher,3,10230.88115,101.3157895,focus_MISO
4_R_Gallagher,4,10385.07882,81.97368421,focus_MISO
4_R_Gallagher,5,11294.30559,62.63157895,focus_MISO
1_Pedricktown_Cogeneration_Company_LP,1,8436.813367,117.8,focus_PJM
1_Pedricktown_Cogeneration_Company_LP,2,8475.8206,111.4264925,focus_PJM
1_Pedricktown_Cogeneration_Company_LP,3,8521.458973,105.0529851,focus_PJM
1_Pedricktown_Cogeneration_Company_LP,4,8308.350609,98.67947761,focus_PJM
1_Pedricktown_Cogeneration_Company_LP,5,8077.602163,92.30597015,focus_PJM
100_1_NA,1,9116.673578,200,focus_PJM
100_1_NA,2,9359.725987,161.4678899,focus_PJM
100_1_NA,3,10056.87954,122.9357798,focus_PJM
100_1_NA,4,11411.1563,84.40366972,focus_PJM
100_1_NA,5,14509.41269,45.87155963,focus_PJM
1_Wabash_River,1,13092.01704,171,focus_MISO
1_Wabash_River,2,13493.86768,156.1304348,focus_MISO
1_Wabash_River,3,13831.80505,141.2608696,focus_MISO
1_Wabash_River,4,14097.34873,126.3913043,focus_MISO
1_Wabash_River,5,14075.31854,111.5217391,focus_MISO
1_Indiana_University_of_Pennsylvania,1,9945.4809,23.5,focus_PJM
1_Indiana_University_of_Pennsylvania,2,10251.71617,20.0925,focus_PJM
1_Indiana_University_of_Pennsylvania,3,10756.57969,16.685,focus_PJM
1_Indiana_University_of_Pennsylvania,4,11389.59712,13.2775,focus_PJM
1_Indiana_University_of_Pennsylvania,5,12636.71471,9.87,focus_PJM
2_F_B_Culley,1,12407.11352,90,focus_MISO
2_F_B_Culley,2,12552.82713,79.2,focus_MISO
2_F_B_Culley,3,12498.72585,68.4,focus_MISO
2_F_B_Culley,4,12601.90016,57.6,focus_MISO
2_F_B_Culley,5,13089.17153,46.8,focus_MISO
3_F_B_Culley,1,12075.57802,271,focus_MISO
3_F_B_Culley,2,12052.25458,233.2299652,focus_MISO
3_F_B_Culley,3,12070.86822,195.4599303,focus_MISO
3_F_B_Culley,4,12238.26462,157.6898955,focus_MISO
3_F_B_Culley,5,12749.92285,119.9198606,focus_MISO
1_Colver_Power_Project,1,12055.56437,110,focus_PJM
1_Colver_Power_Project,2,11944.9563,107.8174603,focus_PJM
1_Colver_Power_Project,3,11888.41723,105.6349206,focus_PJM
1_Colver_Power_Project,4,11651.33067,103.452381,focus_PJM
1_Colver_Power_Project,5,11636.04119,101.2698413,focus_PJM
1_Grant_Town_Power_Plant,1,11345.97298,80,focus_PJM
1_Grant_Town_Power_Plant,2,11352.77005,68.31460674,focus_PJM
1_Grant_Town_Power_Plant,3,11382.7382,56.62921348,focus_PJM
1_Grant_Town_Power_Plant,4,11609.03246,44.94382022,focus_PJM
1_Grant_Town_Power_Plant,5,12199.43205,33.25842697,focus_PJM
1_Asbury_Park_Press,1,9682.92628,1,focus_PJM
1_Asbury_Park_Press,2,9821.113701,0.944444444,focus_PJM
1_Asbury_Park_Press,3,9898.033067,0.888888889,focus_PJM
1_Asbury_Park_Press,4,10094.58239,0.833333333,focus_PJM
1_Asbury_Park_Press,5,10390.05676,0.777777778,focus_PJM
2_Asbury_Park_Press,1,11018.03535,1,focus_PJM
2_Asbury_Park_Press,2,11208.87152,0.861111111,focus_PJM
2_Asbury_Park_Press,3,11741.4016,0.722222222,focus_PJM
2_Asbury_Park_Press,4,12366.14092,0.583333333,focus_PJM
2_Asbury_Park_Press,5,13780.13394,0.444444444,focus_PJM
J_M_Street_Jet,1,11608.56285,47,focus_ISONE
J_M_Street_Jet,2,11737.65606,43.53684211,focus_ISONE
J_M_Street_Jet,3,11915.08327,40.07368421,focus_ISONE
J_M_Street_Jet,4,12240.7489,36.61052632,focus_ISONE
J_M_Street_Jet,5,12511.87491,33.14736842,focus_ISONE
S_Anson_Abenaki_Hydros,1,11771.47425,3.15,focus_ISONE
S_Anson_Abenaki_Hydros,2,12077.23676,2.541477273,focus_ISONE
S_Anson_Abenaki_Hydros,3,12094.56746,1.932954545,focus_ISONE
S_Anson_Abenaki_Hydros,4,12807.07129,1.324431818,focus_ISONE
S_Anson_Abenaki_Hydros,5,17255.13951,0.715909091,focus_ISONE
1_2_Castleton_Energy_Center,1,9088.715989,61.02,focus_NYISO
1_2_Castleton_Energy_Center,2,9164.019241,57.4826087,focus_NYISO
1_2_Castleton_Energy_Center,3,8973.664825,53.94521739,focus_NYISO
1_2_Castleton_Energy_Center,4,8711.930838,50.40782609,focus_NYISO
1_2_Castleton_Energy_Center,5,9040.039573,46.87043478,focus_NYISO
101_1_NA,1,10720.35373,122,focus_Canada
101_1_NA,2,11286.37188,114.6871345,focus_Canada
101_1_NA,3,11392.82693,107.374269,focus_Canada
101_1_NA,4,11616.66809,100.0614035,focus_Canada
101_1_NA,5,11515.64373,92.74853801,focus_Canada
1_Mosaic_Co_Tampa_Facility,1,10597.15095,12.5,focus_FRCC
1_Mosaic_Co_Tampa_Facility,2,11827.58992,9.832317073,focus_FRCC
1_Mosaic_Co_Tampa_Facility,3,11881.22378,7.164634146,focus_FRCC
1_Mosaic_Co_Tampa_Facility,4,12590.1701,4.49695122,focus_FRCC
1_Mosaic_Co_Tampa_Facility,5,16810.79004,1.829268293,focus_FRCC
1_AG_Processing_Inc,1,10440.92553,22,focus_SPP
1_AG_Processing_Inc,2,9961.160549,18.7,focus_SPP
1_AG_Processing_Inc,3,9642.525129,15.4,focus_SPP
1_AG_Processing_Inc,4,9661.942413,12.1,focus_SPP
1_AG_Processing_Inc,5,10291.21808,8.8,focus_SPP
1_Biron_Mill,1,11414.45506,7.9,focus_MISO
1_Biron_Mill,2,12119.20525,6.974774775,focus_MISO
1_Biron_Mill,3,11982.27038,6.04954955,focus_MISO
1_Biron_Mill,4,11770.53187,5.124324324,focus_MISO
1_Biron_Mill,5,11939.42005,4.199099099,focus_MISO
5_Biron_Mill,1,12190.46884,10.9,focus_MISO
5_Biron_Mill,2,12316.604,9.658910891,focus_MISO
5_Biron_Mill,3,12195.90387,8.417821782,focus_MISO
5_Biron_Mill,4,12347.67306,7.176732673,focus_MISO
5_Biron_Mill,5,12454.48407,5.935643564,focus_MISO
A_Bay_County_Waste_to_Energy,1,12393.85563,12,focus_SERC
A_Bay_County_Waste_to_Energy,2,12330.5073,9.410313901,focus_SERC
A_Bay_County_Waste_to_Energy,3,12263.70289,6.820627803,focus_SERC
A_Bay_County_Waste_to_Energy,4,12528.83332,4.230941704,focus_SERC
A_Bay_County_Waste_to_Energy,5,16031.57133,1.641255605,focus_SERC
1_Bridgewater_Power_LP,1,14914.89999,15.75,focus_ISONE
1_Bridgewater_Power_LP,2,15028.12861,14.99601064,focus_ISONE
1_Bridgewater_Power_LP,3,15275.5407,14.24202128,focus_ISONE
1_Bridgewater_Power_LP,4,15855.64358,13.48803191,focus_ISONE
1_Bridgewater_Power_LP,5,15198.05883,12.73404255,focus_ISONE
102_1_NA,1,10512.25731,170.2,focus_PJM
102_1_NA,2,10561.97026,164.7167526,focus_PJM
102_1_NA,3,10775.58947,159.2335052,focus_PJM
102_1_NA,4,11087.34481,153.7502577,focus_PJM
102_1_NA,5,10459.13219,148.2670103,focus_PJM
1_Dutchess_Cnty_Resource_Recovery_Facility,1,11407.17381,7.6,focus_NYISO
1_Dutchess_Cnty_Resource_Recovery_Facility,2,11756.29638,6.66091954,focus_NYISO
1_Dutchess_Cnty_Resource_Recovery_Facility,3,11860.39778,5.72183908,focus_NYISO
1_Dutchess_Cnty_Resource_Recovery_Facility,4,11930.27684,4.782758621,focus_NYISO
1_Dutchess_Cnty_Resource_Recovery_Facility,5,12284.44745,3.843678161,focus_NYISO
C1_C2_S1_Bellingham_Cogeneration_Facility,1,7573.25138,286.59,focus_ISONE
C1_C2_S1_Bellingham_Cogeneration_Facility,2,7262.117774,268.2319217,focus_ISONE
C1_C2_S1_Bellingham_Cogeneration_Facility,3,7263.623684,249.8738434,focus_ISONE
C1_C2_S1_Bellingham_Cogeneration_Facility,4,7342.565766,231.5157651,focus_ISONE
C1_C2_S1_Bellingham_Cogeneration_Facility,5,7407.959154,213.1576868,focus_ISONE
1_2_3_Sayreville_Cogeneration_Facility,1,8301.446925,289,focus_PJM
1_2_3_Sayreville_Cogeneration_Facility,2,8574.52536,236.075228,focus_PJM
1_2_3_Sayreville_Cogeneration_Facility,3,8492.368518,183.1504559,focus_PJM
1_2_3_Sayreville_Cogeneration_Facility,4,8679.17784,130.2256839,focus_PJM
1_2_3_Sayreville_Cogeneration_Facility,5,11333.16885,77.30091185,focus_PJM
1_Hillman_Power_LLC,1,14914.89999,17.2,focus_MISO
1_Hillman_Power_LLC,2,15028.12861,16.37659574,focus_MISO
1_Hillman_Power_LLC,3,15275.5407,15.55319149,focus_MISO
1_Hillman_Power_LLC,4,15855.64358,14.72978723,focus_MISO
1_Hillman_Power_LLC,5,15198.05883,13.90638298,focus_MISO
1_ReEnergy_Livermore_Falls,1,14914.89999,38.54,focus_ISONE
1_ReEnergy_Livermore_Falls,2,15028.12861,36.695,focus_ISONE
1_ReEnergy_Livermore_Falls,3,15275.5407,34.85,focus_ISONE
1_ReEnergy_Livermore_Falls,4,15855.64358,33.005,focus_ISONE
1_ReEnergy_Livermore_Falls,5,15198.05883,31.16,focus_ISONE
1_CPI_USA_NC_Southport,1,16194.61125,103,focus_SERC
1_CPI_USA_NC_Southport,2,16734.79644,97.14772727,focus_SERC
1_CPI_USA_NC_Southport,3,16871.10739,91.29545455,focus_SERC
1_CPI_USA_NC_Southport,4,17668.48574,85.44318182,focus_SERC
1_CPI_USA_NC_Southport,5,17818.78221,79.59090909,focus_SERC
1_CPI_USA_NC_Roxboro,1,16194.61125,56,focus_SERC
1_CPI_USA_NC_Roxboro,2,16734.79644,52.81818182,focus_SERC
1_CPI_USA_NC_Roxboro,3,16871.10739,49.63636364,focus_SERC
1_CPI_USA_NC_Roxboro,4,17668.48574,46.45454545,focus_SERC
1_CPI_USA_NC_Roxboro,5,17818.78221,43.27272727,focus_SERC
1_Elizabethtown_Power_LLC,1,12143.36977,32,focus_SERC
1_Elizabethtown_Power_LLC,2,12289.26173,27.94936709,focus_SERC
1_Elizabethtown_Power_LLC,3,12185.12143,23.89873418,focus_SERC
1_Elizabethtown_Power_LLC,4,12567.16059,19.84810127,focus_SERC
1_Elizabethtown_Power_LLC,5,12984.07509,15.79746835,focus_SERC
1_Lumberton,1,11222.01854,32,focus_SERC
1_Lumberton,2,11256.39624,27.51515152,focus_SERC
1_Lumberton,3,11468.21444,23.03030303,focus_SERC
1_Lumberton,4,11799.60355,18.54545455,focus_SERC
1_Lumberton,5,12135.84728,14.06060606,focus_SERC
A_Edgecombe_Genco_LLC,1,12266.65873,58,focus_PJM
A_Edgecombe_Genco_LLC,2,12405.59189,53.54883721,focus_PJM
A_Edgecombe_Genco_LLC,3,12407.75364,49.09767442,focus_PJM
A_Edgecombe_Genco_LLC,4,12215.97838,44.64651163,focus_PJM
A_Edgecombe_Genco_LLC,5,12594.92101,40.19534884,focus_PJM
B_Edgecombe_Genco_LLC,1,11177.51385,58,focus_PJM
B_Edgecombe_Genco_LLC,2,10998.09018,47.96153846,focus_PJM
B_Edgecombe_Genco_LLC,3,10919.73913,37.92307692,focus_PJM
B_Edgecombe_Genco_LLC,4,11067.90835,27.88461538,focus_PJM
B_Edgecombe_Genco_LLC,5,11683.02637,17.84615385,focus_PJM
103_1_NA,1,10347.74713,147.2,focus_Canada
103_1_NA,2,10646.89748,130.5405405,focus_Canada
103_1_NA,3,11051.06462,113.8810811,focus_Canada
103_1_NA,4,11680.28099,97.22162162,focus_Canada
103_1_NA,5,12725.18485,80.56216216,focus_Canada
A_Pensacola_Florida_Plant,1,11860.17455,86,focus_SERC
A_Pensacola_Florida_Plant,2,12285.59393,76.57865169,focus_SERC
A_Pensacola_Florida_Plant,3,12636.85295,67.15730337,focus_SERC
A_Pensacola_Florida_Plant,4,13361.33885,57.73595506,focus_SERC
A_Pensacola_Florida_Plant,5,14209.37561,48.31460674,focus_SERC
1_ReEnergy_Black_River,1,16194.61125,51.4,focus_NYISO
1_ReEnergy_Black_River,2,16734.79644,48.47954545,focus_NYISO
1_ReEnergy_Black_River,3,16871.10739,45.55909091,focus_NYISO
1_ReEnergy_Black_River,4,17668.48574,42.63863636,focus_NYISO
1_ReEnergy_Black_River,5,17818.78221,39.71818182,focus_NYISO
1_Wisconsin_Rapids_Pulp_Mill,1,14914.89999,17.3,focus_MISO
1_Wisconsin_Rapids_Pulp_Mill,2,15028.12861,16.47180851,focus_MISO
1_Wisconsin_Rapids_Pulp_Mill,3,15275.5407,15.64361702,focus_MISO
1_Wisconsin_Rapids_Pulp_Mill,4,15855.64358,14.81542553,focus_MISO
1_Wisconsin_Rapids_Pulp_Mill,5,15198.05883,13.98723404,focus_MISO
2_Wisconsin_Rapids_Pulp_Mill,1,14056.7227,25.3,focus_MISO
2_Wisconsin_Rapids_Pulp_Mill,2,14505.64742,21.54453125,focus_MISO
2_Wisconsin_Rapids_Pulp_Mill,3,14248.114,17.7890625,focus_MISO
2_Wisconsin_Rapids_Pulp_Mill,4,12049.57703,14.03359375,focus_MISO
2_Wisconsin_Rapids_Pulp_Mill,5,11303.28093,10.278125,focus_MISO
4_Lansing,1,11251.55558,277,focus_MISO
4_Lansing,2,11274.65484,237.6595331,focus_MISO
4_Lansing,3,11344.29709,198.3190661,focus_MISO
4_Lansing,4,11845.04816,158.9785992,focus_MISO
4_Lansing,5,12648.90099,119.6381323,focus_MISO
4_Rumford_Cogeneration,1,14056.7227,110,focus_ISONE
4_Rumford_Cogeneration,2,14505.64742,93.671875,focus_ISONE
4_Rumford_Cogeneration,3,14248.114,77.34375,focus_ISONE
4_Rumford_Cogeneration,4,12049.57703,61.015625,focus_ISONE
4_Rumford_Cogeneration,5,11303.28093,44.6875,focus_ISONE
104_1_NA,1,11401.01471,150.4,focus_SPP
104_1_NA,2,11673.0046,134.2857143,focus_SPP
104_1_NA,3,12133.89465,118.1714286,focus_SPP
104_1_NA,4,12682.56823,102.0571429,focus_SPP
104_1_NA,5,13104.57679,85.94285714,focus_SPP
3_Wheelabrator_Hudson_Falls,1,12393.85563,12.1,focus_NYISO
3_Wheelabrator_Hudson_Falls,2,12330.5073,9.488733184,focus_NYISO
3_Wheelabrator_Hudson_Falls,3,12263.70289,6.877466368,focus_NYISO
3_Wheelabrator_Hudson_Falls,4,12528.83332,4.266199552,focus_NYISO
3_Wheelabrator_Hudson_Falls,5,16031.57133,1.654932735,focus_NYISO
5_Finch_Paper,1,16131.30881,20,focus_NYISO
5_Finch_Paper,2,16644.54592,18.33333333,focus_NYISO
5_Finch_Paper,3,17196.08032,16.66666667,focus_NYISO
5_Finch_Paper,4,17071.66563,15,focus_NYISO
5_Finch_Paper,5,17071.19904,13.33333333,focus_NYISO
1_Craven_County_Wood_Energy_LP,1,15250.06038,45,focus_SERC
1_Craven_County_Wood_Energy_LP,2,15568.56145,42.83653846,focus_SERC
1_Craven_County_Wood_Energy_LP,3,15214.41668,40.67307692,focus_SERC
1_Craven_County_Wood_Energy_LP,4,15204.40886,38.50961538,focus_SERC
1_Craven_County_Wood_Energy_LP,5,15637.60334,36.34615385,focus_SERC
1_Granger_Electric_Generating_Station__2,1,12130.11448,2,focus_MISO
1_Granger_Electric_Generating_Station__2,2,12235.93151,1.85326087,focus_MISO
1_Granger_Electric_Generating_Station__2,3,12504.37377,1.706521739,focus_MISO
1_Granger_Electric_Generating_Station__2,4,12751.17878,1.559782609,focus_MISO
1_Granger_Electric_Generating_Station__2,5,13114.40394,1.413043478,focus_MISO
1_Chambers_Cogeneration_LP,1,9321.05379,240,focus_PJM
1_Chambers_Cogeneration_LP,2,9580.281087,203.4929577,focus_PJM
1_Chambers_Cogeneration_LP,3,9985.551213,166.9859155,focus_PJM
1_Chambers_Cogeneration_LP,4,10753.54264,130.4788732,focus_PJM
1_Chambers_Cogeneration_LP,5,11291.26207,93.97183099,focus_PJM
1_2_3_Algonquin_Windsor_Locks,1,7459.698316,65.46,focus_ISONE
1_2_3_Algonquin_Windsor_Locks,2,8129.374727,61.1656383,focus_ISONE
1_2_3_Algonquin_Windsor_Locks,3,7929.919942,56.8712766,focus_ISONE
1_2_3_Algonquin_Windsor_Locks,4,8540.750737,52.57691489,focus_ISONE
1_2_3_Algonquin_Windsor_Locks,5,9231.598533,48.28255319,focus_ISONE
105_1_NA,1,10547.6935,196,focus_SPP
105_1_NA,2,10645.47664,188.8911917,focus_SPP
105_1_NA,3,10814.90013,181.7823834,focus_SPP
105_1_NA,4,10801.70067,174.6735751,focus_SPP
105_1_NA,5,10887.26898,167.5647668,focus_SPP
31_Ebensburg_Power,1,13170.39437,60,focus_PJM
31_Ebensburg_Power,2,13419.5548,52.71428571,focus_PJM
31_Ebensburg_Power,3,13490.04128,45.42857143,focus_PJM
31_Ebensburg_Power,4,13398.81031,38.14285714,focus_PJM
31_Ebensburg_Power,5,14460.86229,30.85714286,focus_PJM
1_Duane_Arnold_Energy_Center,1,10000000,672.5,focus_MISO
1_Duane_Arnold_Energy_Center,2,NA,NA,focus_MISO
1_Duane_Arnold_Energy_Center,3,NA,NA,focus_MISO
1_Duane_Arnold_Energy_Center,4,NA,NA,focus_MISO
1_Duane_Arnold_Energy_Center,5,NA,672.5,focus_MISO
1_Georgia_Pacific_Port_Hudson,1,14475.17222,77,focus_MISO
1_Georgia_Pacific_Port_Hudson,2,14946.39909,64.50438596,focus_MISO
1_Georgia_Pacific_Port_Hudson,3,15225.7626,52.00877193,focus_MISO
1_Georgia_Pacific_Port_Hudson,4,16145.13095,39.51315789,focus_MISO
1_Georgia_Pacific_Port_Hudson,5,18055.44828,27.01754386,focus_MISO
1_CH_Resources_Beaver_Falls,1,7938.061353,80.6,focus_NYISO
1_CH_Resources_Beaver_Falls,2,7815.095146,65.286,focus_NYISO
1_CH_Resources_Beaver_Falls,3,8259.57346,49.972,focus_NYISO
1_CH_Resources_Beaver_Falls,4,11188.08047,34.658,focus_NYISO
1_CH_Resources_Beaver_Falls,5,15671.08012,19.344,focus_NYISO
1_2_Carthage_Energy_LLC,1,8764.654418,55,focus_NYISO
1_2_Carthage_Energy_LLC,2,8811.478604,44.18032787,focus_NYISO
1_2_Carthage_Energy_LLC,3,10279.87338,33.36065574,focus_NYISO
1_2_Carthage_Energy_LLC,4,13486.08287,22.54098361,focus_NYISO
1_2_Carthage_Energy_LLC,5,18751.0608,11.72131148,focus_NYISO
1_CH_Resources_Syracuse,1,7947.852276,85.9,focus_NYISO
1_CH_Resources_Syracuse,2,7937.849651,74.95196078,focus_NYISO
1_CH_Resources_Syracuse,3,7989.964331,64.00392157,focus_NYISO
1_CH_Resources_Syracuse,4,8135.984048,53.05588235,focus_NYISO
1_CH_Resources_Syracuse,5,8556.86469,42.10784314,focus_NYISO
1_Wheelabrator_Baltimore_Refuse,1,11407.17381,57,focus_PJM
1_Wheelabrator_Baltimore_Refuse,2,11756.29638,49.95689655,focus_PJM
1_Wheelabrator_Baltimore_Refuse,3,11860.39778,42.9137931,focus_PJM
1_Wheelabrator_Baltimore_Refuse,4,11930.27684,35.87068966,focus_PJM
1_Wheelabrator_Baltimore_Refuse,5,12284.44745,28.82758621,focus_PJM
G1_G2_G3_S_Hopewell_Cogeneration,1,7448.622505,343,focus_PJM
G1_G2_G3_S_Hopewell_Cogeneration,2,7445.92034,301.7261411,focus_PJM
G1_G2_G3_S_Hopewell_Cogeneration,3,7663.029838,260.4522822,focus_PJM
G1_G2_G3_S_Hopewell_Cogeneration,4,8000.461932,219.1784232,focus_PJM
G1_G2_G3_S_Hopewell_Cogeneration,5,8382.367462,177.9045643,focus_PJM
1_Cambria_Cogen,1,11319.69759,88.5,focus_PJM
1_Cambria_Cogen,2,11519.84803,81.21493902,focus_PJM
1_Cambria_Cogen,3,11594.01644,73.92987805,focus_PJM
1_Cambria_Cogen,4,11799.19036,66.64481707,focus_PJM
1_Cambria_Cogen,5,11940.74238,59.3597561,focus_PJM
1_Covanta_Hempstead,1,10129.0205,72.3,focus_NYISO
1_Covanta_Hempstead,2,10146.21415,58.42157221,focus_NYISO
1_Covanta_Hempstead,3,10433.81266,44.54314442,focus_NYISO
1_Covanta_Hempstead,4,10930.97818,30.66471664,focus_NYISO
1_Covanta_Hempstead,5,12861.97934,16.78628885,focus_NYISO
1_Covanta_Southeastern_Connecticut_Company,1,12393.85563,8.66,focus_ISONE
1_Covanta_Southeastern_Connecticut_Company,2,12330.5073,6.791109865,focus_ISONE
1_Covanta_Southeastern_Connecticut_Company,3,12263.70289,4.922219731,focus_ISONE
1_Covanta_Southeastern_Connecticut_Company,4,12528.83332,3.053329596,focus_ISONE
1_Covanta_Southeastern_Connecticut_Company,5,16031.57133,1.184439462,focus_ISONE
2_Covanta_Southeastern_Connecticut_Company,1,10530.03128,8.66,focus_ISONE
2_Covanta_Southeastern_Connecticut_Company,2,10658.39205,7.331266094,focus_ISONE
2_Covanta_Southeastern_Connecticut_Company,3,10652.80518,6.002532189,focus_ISONE
2_Covanta_Southeastern_Connecticut_Company,4,10844.91321,4.673798283,focus_ISONE
2_Covanta_Southeastern_Connecticut_Company,5,11054.82769,3.345064378,focus_ISONE
1_AES_Warrior_Run_Cogeneration_Facility,1,12562.86175,180,focus_PJM
1_AES_Warrior_Run_Cogeneration_Facility,2,12855.74296,157.2527473,focus_PJM
1_AES_Warrior_Run_Cogeneration_Facility,3,13130.89346,134.5054945,focus_PJM
1_AES_Warrior_Run_Cogeneration_Facility,4,13654.50084,111.7582418,focus_PJM
1_AES_Warrior_Run_Cogeneration_Facility,5,14461.48644,89.01098901,focus_PJM
3C_Marshalltown,1,12316.49907,58,focus_MISO
3C_Marshalltown,2,12581.20839,51.26785714,focus_MISO
