Generator,band,Heat Rate,Load Point,Scenario
1_2_Intercession_City,2,13919.86152,45.27272727,focus_FRCC
1_2_Intercession_City,3,14229.22811,42.54545455,focus_FRCC
1_2_Intercession_City,4,14724.06852,39.81818182,focus_FRCC
1_2_Intercession_City,5,15145.80226,37.09090909,focus_FRCC
1_1_Arkansas_Nuclear_One,1,10000000,937,focus_MISO
1_1_Arkansas_Nuclear_One,2,NA,NA,focus_MISO
1_1_Arkansas_Nuclear_One,3,NA,NA,focus_MISO
1_1_Arkansas_Nuclear_One,4,NA,NA,focus_MISO
1_1_Arkansas_Nuclear_One,5,NA,937,focus_MISO
1_1_Waterford_1___2,1,10925.7166,411,focus_MISO
1_1_Waterford_1___2,2,10934.39747,326.0711382,focus_MISO
1_1_Waterford_1___2,3,11193.14631,241.1422764,focus_MISO
1_1_Waterford_1___2,4,11834.04954,156.2134146,focus_MISO
1_1_Waterford_1___2,5,14435.59523,71.28455285,focus_MISO
1_1_E_D_Edwards,1,10689.48671,252,focus_MISO
1_1_E_D_Edwards,2,10780.87443,223.973384,focus_MISO
1_1_E_D_Edwards,3,10823.1286,195.9467681,focus_MISO
1_1_E_D_Edwards,4,10754.38853,167.9201521,focus_MISO
1_1_E_D_Edwards,5,11012.35044,139.8935361,focus_MISO
1_H_Waukegan,1,9321.05379,164,focus_PJM
1_H_Waukegan,2,9580.281087,139.0535211,focus_PJM
1_H_Waukegan,3,9985.551213,114.1070423,focus_PJM
1_H_Waukegan,4,10753.54264,89.16056338,focus_PJM
1_H_Waukegan,5,11291.26207,64.21408451,focus_PJM
1_L_Waukegan,1,9321.05379,164,focus_PJM
1_L_Waukegan,2,9580.281087,139.0535211,focus_PJM
1_L_Waukegan,3,9985.551213,114.1070423,focus_PJM
1_L_Waukegan,4,10753.54264,89.16056338,focus_PJM
1_L_Waukegan,5,11291.26207,64.21408451,focus_PJM
1_1_Astoria_Generating_Station,1,11789.58098,83.95,focus_NYISO
1_1_Astoria_Generating_Station,2,12125.64625,67.74183168,focus_NYISO
1_1_Astoria_Generating_Station,3,12574.25978,51.53366337,focus_NYISO
1_1_Astoria_Generating_Station,4,13219.14408,35.32549505,focus_NYISO
1_1_Astoria_Generating_Station,5,15056.03401,19.11732673,focus_NYISO
1_2_Astoria_Generating_Station,1,10652.39404,83.95,focus_NYISO
1_2_Astoria_Generating_Station,2,12471.32275,67.20239899,focus_NYISO
1_2_Astoria_Generating_Station,3,14004.21787,50.45479798,focus_NYISO
1_2_Astoria_Generating_Station,4,14377.29231,33.70719697,focus_NYISO
1_2_Astoria_Generating_Station,5,17467.82255,16.95959596,focus_NYISO
1_10_NA,1,7404.370083,327,focus_SERC
1_10_NA,2,7153.268164,286.2547619,focus_SERC
1_10_NA,3,7053.149104,245.5095238,focus_SERC
1_10_NA,4,7263.278861,204.7642857,focus_SERC
1_10_NA,5,7650.630525,164.0190476,focus_SERC
1_11_NA,1,6553.164257,224.5,focus_SERC
1_11_NA,2,7163.648377,197.0691318,focus_SERC
1_11_NA,3,7530.045002,169.6382637,focus_SERC
1_11_NA,4,7800.116751,142.2073955,focus_SERC
1_11_NA,5,8260.56641,114.7765273,focus_SERC
1_12_NA,1,6553.164257,224.5,focus_SERC
1_12_NA,2,7163.648377,197.0691318,focus_SERC
1_12_NA,3,7530.045002,169.6382637,focus_SERC
1_12_NA,4,7800.116751,142.2073955,focus_SERC
1_12_NA,5,8260.56641,114.7765273,focus_SERC
1_13_NA,1,10647.28727,46,focus_SPP
1_13_NA,2,11037.76711,43.53571429,focus_SPP
1_13_NA,3,11188.30829,41.07142857,focus_SPP
1_13_NA,4,11177.2101,38.60714286,focus_SPP
1_13_NA,5,11501.26897,36.14285714,focus_SPP
1_14_NA,1,9616.712151,46,focus_SPP
1_14_NA,2,9773.117473,38.87,focus_SPP
1_14_NA,3,10238.66767,31.74,focus_SPP
1_14_NA,4,10734.39766,24.61,focus_SPP
1_14_NA,5,12043.95962,17.48,focus_SPP
1_1A_NA,1,7169.479236,204,focus_SERC
1_1A_NA,2,7203.487759,183.0717131,focus_SERC
1_1A_NA,3,7305.584663,162.1434263,focus_SERC
1_1A_NA,4,7499.480165,141.2151394,focus_SERC
1_1A_NA,5,7779.874125,120.2868526,focus_SERC
1_1B_NA,1,7716.703682,204,focus_SERC
1_1B_NA,2,7603.473392,175.44,focus_SERC
1_1B_NA,3,7684.148922,146.88,focus_SERC
1_1B_NA,4,8096.666041,118.32,focus_SERC
1_1B_NA,5,8869.161143,89.76,focus_SERC
1_1C_NA,1,8098.028332,204,focus_SERC
1_1C_NA,2,7855.198104,159.8252788,focus_SERC
1_1C_NA,3,8170.459245,115.6505576,focus_SERC
1_1C_NA,4,10065.61722,71.47583643,focus_SERC
1_1C_NA,5,20102.84252,27.30111524,focus_SERC
1_1_,1,10597.15095,7.5,focus_SPP
1_1_,2,11827.58992,5.899390244,focus_SPP
1_1_,3,11881.22378,4.298780488,focus_SPP
1_1_,4,12590.1701,2.698170732,focus_SPP
1_1_,5,16810.79004,1.097560976,focus_SPP
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,1,9290.749894,18,focus_Canada
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,2,9113.908805,15.29237288,focus_Canada
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,3,9559.666894,12.58474576,focus_Canada
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,4,9848.021425,9.877118644,focus_Canada
1_1_Algoma_Steel___St__Mary_s_Cogen_Plant,5,11105.31748,7.169491525,focus_Canada
1_1_Bruce,1,10000000,830.7,focus_Canada
1_1_Bruce,2,NA,NA,focus_Canada
1_1_Bruce,3,NA,NA,focus_Canada
1_1_Bruce,4,NA,NA,focus_Canada
1_1_Bruce,5,NA,830.7,focus_Canada
1_1_Cardinal_Power__Sithe_,1,12595.79063,16.92,focus_Canada
1_1_Cardinal_Power__Sithe_,2,12215.46506,13.51941176,focus_Canada
1_1_Cardinal_Power__Sithe_,3,12462.19856,10.11882353,focus_Canada
1_1_Cardinal_Power__Sithe_,4,12984.60347,6.718235294,focus_Canada
1_1_Cardinal_Power__Sithe_,5,15298.65064,3.317647059,focus_Canada
1_1_Cochrane__NOPO_,1,14914.89999,27,focus_Canada
1_1_Cochrane__NOPO_,2,15028.12861,25.70744681,focus_Canada
1_1_Cochrane__NOPO_,3,15275.5407,24.41489362,focus_Canada
1_1_Cochrane__NOPO_,4,15855.64358,23.12234043,focus_Canada
1_1_Cochrane__NOPO_,5,15198.05883,21.82978723,focus_Canada
1_1_Coleson_Cove__NBPO_,1,10443.54007,330,focus_Canada
1_1_Coleson_Cove__NBPO_,2,10286.73511,285.8126935,focus_Canada
1_1_Coleson_Cove__NBPO_,3,10173.69481,241.625387,focus_Canada
1_1_Coleson_Cove__NBPO_,4,10330.09498,197.4380805,focus_Canada
1_1_Coleson_Cove__NBPO_,5,10885.53374,153.250774,focus_Canada
1_1_Dalhousie,1,11319.87586,107,focus_Canada
1_1_Dalhousie,2,11556.36193,94.802,focus_Canada
1_1_Dalhousie,3,11962.34767,82.604,focus_Canada
1_1_Dalhousie,4,12458.21172,70.406,focus_Canada
1_1_Dalhousie,5,12768.24995,58.208,focus_Canada
1_1_Darlington__OPG_,1,10000000,935,focus_Canada
1_1_Darlington__OPG_,2,NA,NA,focus_Canada
1_1_Darlington__OPG_,3,NA,NA,focus_Canada
1_1_Darlington__OPG_,4,NA,NA,focus_Canada
1_1_Darlington__OPG_,5,NA,935,focus_Canada
1_1_Deer_Creek_Station,1,8673.390701,166,focus_SPP
1_1_Deer_Creek_Station,2,9265.415347,132.0454545,focus_SPP
1_1_Deer_Creek_Station,3,10991.10581,98.09090909,focus_SPP
1_1_Deer_Creek_Station,4,11225.9332,64.13636364,focus_SPP
1_1_Deer_Creek_Station,5,12280.26954,30.18181818,focus_SPP
1_1_East_Windsor_Cogeneration_Centre,1,12853.85345,34,focus_Canada
1_1_East_Windsor_Cogeneration_Centre,2,13066.69703,33.34615385,focus_Canada
1_1_East_Windsor_Cogeneration_Centre,3,13143.71272,32.69230769,focus_Canada
1_1_East_Windsor_Cogeneration_Centre,4,13092.56801,32.03846154,focus_Canada
1_1_East_Windsor_Cogeneration_Centre,5,12920.75811,31.38461538,focus_Canada
1_1_Freeport_Energy,1,10228.69393,48.9,focus_NYISO
1_1_Freeport_Energy,2,10469.74949,42.054,focus_NYISO
1_1_Freeport_Energy,3,10904.28058,35.208,focus_NYISO
1_1_Freeport_Energy,4,11612.39724,28.362,focus_NYISO
1_1_Freeport_Energy,5,12668.003,21.516,focus_NYISO
1_1_Goreway,1,8126.789518,179,focus_Canada
1_1_Goreway,2,8663.26265,150.1954023,focus_Canada
1_1_Goreway,3,9019.532957,121.3908046,focus_Canada
1_1_Goreway,4,10560.56786,92.5862069,focus_Canada
1_1_Goreway,5,11757.12943,63.7816092,focus_Canada
1_1_Kingston_Cogen,1,8907.346028,43,focus_Canada
1_1_Kingston_Cogen,2,8662.374191,40.53278689,focus_Canada
1_1_Kingston_Cogen,3,9006.328601,38.06557377,focus_Canada
1_1_Kingston_Cogen,4,8929.252417,35.59836066,focus_Canada
1_1_Kingston_Cogen,5,9112.986906,33.13114754,focus_Canada
1_1_Lennox,1,10782.61533,540,focus_Canada
1_1_Lennox,2,10821.44045,521.3793103,focus_Canada
1_1_Lennox,3,10906.54919,502.7586207,focus_Canada
1_1_Lennox,4,11056.4658,484.137931,focus_Canada
1_1_Lennox,5,11154.36715,465.5172414,focus_Canada
1_1_Meadow_Lake,1,13206.84617,39.6,focus_Canada
1_1_Meadow_Lake,2,13990.62211,30.9375,focus_Canada
1_1_Meadow_Lake,3,15778.23423,22.275,focus_Canada
1_1_Meadow_Lake,4,20005.47947,13.6125,focus_Canada
1_1_Meadow_Lake,5,38808.21585,4.95,focus_Canada
1_1_Millbank,1,14539.15406,100,focus_Canada
1_1_Millbank,2,14786.50091,79.46428571,focus_Canada
1_1_Millbank,3,16113.17263,58.92857143,focus_Canada
1_1_Millbank,4,19383.17262,38.39285714,focus_Canada
1_1_Millbank,5,32099.1456,17.85714286,focus_Canada
1_1_Milton_Clean_Energy_Centre,1,8321.92814,177,focus_Canada
1_1_Milton_Clean_Energy_Centre,2,8326.280289,158.3320313,focus_Canada
1_1_Milton_Clean_Energy_Centre,3,8005.424446,139.6640625,focus_Canada
1_1_Milton_Clean_Energy_Centre,4,8576.984014,120.9960938,focus_Canada
1_1_Milton_Clean_Energy_Centre,5,8561.762996,102.328125,focus_Canada
1_1_NA,1,7056.880394,300,focus_PJM
1_1_NA,2,7091.444196,279.8319328,focus_PJM
1_1_NA,3,7160.527112,259.6638655,focus_PJM
1_1_NA,4,7254.947573,239.4957983,focus_PJM
1_1_NA,5,7411.338524,219.3277311,focus_PJM
1_1_Nanticoke__OPG_,1,9408.020103,500,focus_Canada
1_1_Nanticoke__OPG_,2,10076.36127,428.7410926,focus_Canada
1_1_Nanticoke__OPG_,3,10096.59301,357.4821853,focus_Canada
1_1_Nanticoke__OPG_,4,10108.54399,286.2232779,focus_Canada
1_1_Nanticoke__OPG_,5,10727.35286,214.9643705,focus_Canada
1_1_Napanee_Generating_Station,1,7985.232329,261,focus_Canada
1_1_Napanee_Generating_Station,2,7840.740256,220.3482143,focus_Canada
1_1_Napanee_Generating_Station,3,7997.482449,179.6964286,focus_Canada
1_1_Napanee_Generating_Station,4,7945.046614,139.0446429,focus_Canada
1_1_Napanee_Generating_Station,5,8171.033466,98.39285714,focus_Canada
1_1_Pickering,1,10000000,540,focus_Canada
1_1_Pickering,2,NA,NA,focus_Canada
1_1_Pickering,3,NA,NA,focus_Canada
1_1_Pickering,4,NA,NA,focus_Canada
1_1_Pickering,5,NA,540,focus_Canada
1_1_Portlands_Energy_Centre,1,10406.25999,169,focus_Canada
1_1_Portlands_Energy_Centre,2,10727.13675,155.7616667,focus_Canada
1_1_Portlands_Energy_Centre,3,10990.73438,142.5233333,focus_Canada
1_1_Portlands_Energy_Centre,4,11314.41664,129.285,focus_Canada
1_1_Portlands_Energy_Centre,5,11654.78154,116.0466667,focus_Canada
1_1_Robert_A__Dunford_Generating_Station,1,9915.095266,23,focus_Canada
1_1_Robert_A__Dunford_Generating_Station,2,10446.24831,19.16666667,focus_Canada
1_1_Robert_A__Dunford_Generating_Station,3,11056.81748,15.33333333,focus_Canada
1_1_Robert_A__Dunford_Generating_Station,4,12140.48686,11.5,focus_Canada
1_1_Robert_A__Dunford_Generating_Station,5,14667.94186,7.666666667,focus_Canada
1_1_Saint_John,1,10593.40325,45,focus_Canada
1_1_Saint_John,2,11275.87973,39.375,focus_Canada
1_1_Saint_John,3,11586.63207,33.75,focus_Canada
1_1_Saint_John,4,12098.15067,28.125,focus_Canada
1_1_Saint_John,5,12954.18545,22.5,focus_Canada
1_1_St__Clair_Power,1,8956.354575,163,focus_Canada
1_1_St__Clair_Power,2,9830.802211,133.1166667,focus_Canada
1_1_St__Clair_Power,3,11164.87712,103.2333333,focus_Canada
1_1_St__Clair_Power,4,14065.07357,73.35,focus_Canada
1_1_St__Clair_Power,5,20967.97025,43.46666667,focus_Canada
1_1_Thorold,1,8703.713982,160,focus_Canada
1_1_Thorold,2,8848.059474,136,focus_Canada
1_1_Thorold,3,9119.754625,112,focus_Canada
1_1_Thorold,4,8782.953218,88,focus_Canada
1_1_Thorold,5,9268.14421,64,focus_Canada
1_1_Thunder_Bay_Mill,1,16194.61125,34.2,focus_Canada
1_1_Thunder_Bay_Mill,2,16734.79644,32.25681818,focus_Canada
1_1_Thunder_Bay_Mill,3,16871.10739,30.31363636,focus_Canada
1_1_Thunder_Bay_Mill,4,17668.48574,28.37045455,focus_Canada
1_1_Thunder_Bay_Mill,5,17818.78221,26.42727273,focus_Canada
1_1_Thunder_Bay__OPG_,1,10041.56296,163.45,focus_Canada
1_1_Thunder_Bay__OPG_,2,10260.0109,140.8680921,focus_Canada
1_1_Thunder_Bay__OPG_,3,10230.88115,118.2861842,focus_Canada
1_1_Thunder_Bay__OPG_,4,10385.07882,95.70427632,focus_Canada
1_1_Thunder_Bay__OPG_,5,11294.30559,73.12236842,focus_Canada
1_1_West_Windsor_Cogeneration_Facility,1,9349.028359,104,focus_Canada
1_1_West_Windsor_Cogeneration_Facility,2,9904.225736,87.59223301,focus_Canada
1_1_West_Windsor_Cogeneration_Facility,3,9632.504383,71.18446602,focus_Canada
1_1_West_Windsor_Cogeneration_Facility,4,9423.395561,54.77669903,focus_Canada
1_1_West_Windsor_Cogeneration_Facility,5,10579.90713,38.36893204,focus_Canada
1_1_York_Energy_Centre,1,10390.68961,210,focus_Canada
1_1_York_Energy_Centre,2,10658.21247,192.7058824,focus_Canada
1_1_York_Energy_Centre,3,10851.83013,175.4117647,focus_Canada
1_1_York_Energy_Centre,4,11137.28298,158.1176471,focus_Canada
1_1_York_Energy_Centre,5,11615.13707,140.8235294,focus_Canada
1_NA_2_,1,14475.17222,8,focus_Canada
1_NA_2_,2,14946.39909,6.701754386,focus_Canada
1_NA_2_,3,15225.7626,5.403508772,focus_Canada
1_NA_2_,4,16145.13095,4.105263158,focus_Canada
1_NA_2_,5,18055.44828,2.807017544,focus_Canada
1_NA_2_Cochrane__NOPO_,1,14475.17222,20,focus_Canada
1_NA_2_Cochrane__NOPO_,2,14946.39909,16.75438596,focus_Canada
1_NA_2_Cochrane__NOPO_,3,15225.7626,13.50877193,focus_Canada
1_NA_2_Cochrane__NOPO_,4,16145.13095,10.26315789,focus_Canada
1_NA_2_Cochrane__NOPO_,5,18055.44828,7.01754386,focus_Canada
1_2_NA,1,7413.391829,244,focus_SERC
1_2_NA,2,7215.893325,197.2114695,focus_SERC
1_2_NA,3,7681.036908,150.4229391,focus_SERC
1_2_NA,4,8688.02803,103.6344086,focus_SERC
1_2_NA,5,11384.95466,56.84587814,focus_SERC
1_30_Citrus_County_Combined_Cycle,1,7586.350169,360,focus_FRCC
1_30_Citrus_County_Combined_Cycle,2,7533.591744,325.3090909,focus_FRCC
1_30_Citrus_County_Combined_Cycle,3,7684.474586,290.6181818,focus_FRCC
1_30_Citrus_County_Combined_Cycle,4,7889.93038,255.9272727,focus_FRCC
1_30_Citrus_County_Combined_Cycle,5,8220.542638,221.2363636,focus_FRCC
1_30_NA,1,7946.595109,208,focus_FRCC
1_30_NA,2,7444.48495,167.6253776,focus_FRCC
1_30_NA,3,7705.093541,127.2507553,focus_FRCC
1_30_NA,4,8873.645185,86.87613293,focus_FRCC
1_30_NA,5,13104.63475,46.50151057,focus_FRCC
1_3_,1,12585.74607,20,focus_Canada
1_3_,2,11695.76601,16.57894737,focus_Canada
1_3_,3,12809.98269,13.15789474,focus_Canada
1_3_,4,12987.17347,9.736842105,focus_Canada
1_3_,5,13790.06292,6.315789474,focus_Canada
1_3_NA,1,6559.273988,1300,focus_Canada
1_3_NA,2,6971.864405,1069.964539,focus_Canada
1_3_NA,3,7106.052015,839.929078,focus_Canada
1_3_NA,4,6948.806501,609.893617,focus_Canada
1_3_NA,5,7938.839283,379.858156,focus_Canada
1_4_,1,11258.02532,20,focus_Canada
1_4_,2,11261.87581,16.64383562,focus_Canada
1_4_,3,11342.27731,13.28767123,focus_Canada
1_4_,4,11710.87823,9.931506849,focus_Canada
1_4_,5,12663.89652,6.575342466,focus_Canada
1_4_NA,1,7478.447967,216,focus_PJM
1_4_NA,2,7526.998488,196.1704918,focus_PJM
1_4_NA,3,7401.674981,176.3409836,focus_PJM
1_4_NA,4,7488.294573,156.5114754,focus_PJM
1_4_NA,5,7630.453578,136.6819672,focus_PJM
1_5_NA,1,8099.054681,227,focus_PJM
1_5_NA,2,8072.906398,189.8504016,focus_PJM
1_5_NA,3,7981.994895,152.7008032,focus_PJM
1_5_NA,4,7845.891572,115.5512048,focus_PJM
1_5_NA,5,8528.133848,78.40160643,focus_PJM
1_6_NA,1,7404.370083,208,focus_PJM
1_6_NA,2,7153.268164,182.0825397,focus_PJM
1_6_NA,3,7053.149104,156.1650794,focus_PJM
1_6_NA,4,7263.278861,130.247619,focus_PJM
1_6_NA,5,7650.630525,104.3301587,focus_PJM
1_7_NA,1,8205.594222,208,focus_PJM
1_7_NA,2,8314.380975,176.8429752,focus_PJM
1_7_NA,3,8570.892529,145.6859504,focus_PJM
1_7_NA,4,8444.927412,114.5289256,focus_PJM
1_7_NA,5,8612.831853,83.37190083,focus_PJM
1_8_NA,1,7716.703682,381,focus_PJM
1_8_NA,2,7603.473392,327.66,focus_PJM
1_8_NA,3,7684.148922,274.32,focus_PJM
1_8_NA,4,8096.666041,220.98,focus_PJM
1_8_NA,5,8869.161143,167.64,focus_PJM
1_9_NA,1,9334.604583,52,focus_SERC
1_9_NA,2,9550.245565,45.22916667,focus_SERC
1_9_NA,3,9865.002747,38.45833333,focus_SERC
1_9_NA,4,10431.4866,31.6875,focus_SERC
1_9_NA,5,11380.91619,24.91666667,focus_SERC
1_A1_NA,1,11058.09956,28.5,focus_ISONE
1_A1_NA,2,11408.93836,24.9375,focus_ISONE
1_A1_NA,3,11600.28653,21.375,focus_ISONE
1_A1_NA,4,12322.71655,17.8125,focus_ISONE
1_A1_NA,5,12912.48817,14.25,focus_ISONE
1_A2_NA,1,9894.135134,28.5,focus_ISONE
1_A2_NA,2,10037.32019,27.24264706,focus_ISONE
1_A2_NA,3,10124.62336,25.98529412,focus_ISONE
1_A2_NA,4,10268.02771,24.72794118,focus_ISONE
1_A2_NA,5,10435.07577,23.47058824,focus_ISONE
1_A_,1,12905.8222,26.5,focus_MISO
1_A_,2,14602.67242,23.40833333,focus_MISO
1_A_,3,15257.4674,20.31666667,focus_MISO
1_A_,4,15933.39594,17.225,focus_MISO
1_A_,5,17802.30573,14.13333333,focus_MISO
1_A_NA,1,9921.875796,38,focus_SERC
1_A_NA,2,10158.97067,32.76530612,focus_SERC
1_A_NA,3,10549.92648,27.53061224,focus_SERC
1_A_NA,4,11074.24353,22.29591837,focus_SERC
1_A_NA,5,12059.95102,17.06122449,focus_SERC
1_D_,1,6730.768587,500,focus_SERC
1_D_,2,7419.95244,409.3625498,focus_SERC
1_D_,3,9798.380491,318.7250996,focus_SERC
1_D_,4,10146.31958,228.0876494,focus_SERC
1_D_,5,10384.29413,137.4501992,focus_SERC
1_S1_NA,1,6463.932483,378,focus_SERC
1_S1_NA,2,6569.127196,344.2288401,focus_SERC
1_S1_NA,3,6639.764577,310.4576803,focus_SERC
1_S1_NA,4,6789.213945,276.6865204,focus_SERC
1_S1_NA,5,6860.806371,242.9153605,focus_SERC
1_W1_NA,1,10265.30044,50,focus_PJM
1_W1_NA,2,10323.90395,47.58064516,focus_PJM
1_W1_NA,3,10599.03527,45.16129032,focus_PJM
1_W1_NA,4,10422.31765,42.74193548,focus_PJM
1_W1_NA,5,10829.64667,40.32258065,focus_PJM
1_W2_NA,1,8780.175977,100,focus_PJM
1_W2_NA,2,8893.096133,88.70967742,focus_PJM
1_W2_NA,3,9192.798224,77.41935484,focus_PJM
1_W2_NA,4,9568.780513,66.12903226,focus_PJM
1_W2_NA,5,10149.85538,54.83870968,focus_PJM
1_W_NA,1,9905.695571,43.5,focus_MISO
1_W_NA,2,10149.20175,37.41,focus_MISO
1_W_NA,3,10458.51262,31.32,focus_MISO
1_W_NA,4,10855.20995,25.23,focus_MISO
1_W_NA,5,11732.07043,19.14,focus_MISO
5_New_Ulm,1,13394.41144,28,focus_MISO
5_New_Ulm,2,13613.86025,26.32608696,focus_MISO
5_New_Ulm,3,13848.31298,24.65217391,focus_MISO
5_New_Ulm,4,14326.70942,22.97826087,focus_MISO
5_New_Ulm,5,14532.42872,21.30434783,focus_MISO
6_New_Ulm,1,10127.49797,4.7,focus_MISO
6_New_Ulm,2,10685.90761,3.858445946,focus_MISO
6_New_Ulm,3,10755.42812,3.016891892,focus_MISO
6_New_Ulm,4,10961.18793,2.175337838,focus_MISO
6_New_Ulm,5,12069.35977,1.333783784,focus_MISO
7_New_Ulm,1,11559.84511,30,focus_MISO
7_New_Ulm,2,11782.26214,27.96875,focus_MISO
7_New_Ulm,3,11943.95622,25.9375,focus_MISO
7_New_Ulm,4,12238.62835,23.90625,focus_MISO
7_New_Ulm,5,12404.69209,21.875,focus_MISO
4_North_Branch__MN_,1,11647.00718,2,focus_MISO
4_North_Branch__MN_,2,11740.61781,1.836734694,focus_MISO
4_North_Branch__MN_,3,12028.77268,1.673469388,focus_MISO
4_North_Branch__MN_,4,12433.49301,1.510204082,focus_MISO
4_North_Branch__MN_,5,12751.35705,1.346938776,focus_MISO
5_North_Branch__MN_,1,11765.03062,2,focus_MISO
5_North_Branch__MN_,2,11786.49886,1.827956989,focus_MISO
5_North_Branch__MN_,3,12094.38008,1.655913978,focus_MISO
5_North_Branch__MN_,4,12392.61373,1.483870968,focus_MISO
5_North_Branch__MN_,5,12685.44888,1.311827957,focus_MISO
6_North_Branch__MN_,1,12401.01906,2,focus_MISO
6_North_Branch__MN_,2,11884.2677,1.865,focus_MISO
6_North_Branch__MN_,3,12429.70959,1.73,focus_MISO
6_North_Branch__MN_,4,12932.94319,1.595,focus_MISO
6_North_Branch__MN_,5,13233.77028,1.46,focus_MISO
7_North_Branch__MN_,1,13017.7926,2,focus_MISO
7_North_Branch__MN_,2,13606.65457,1.766666667,focus_MISO
7_North_Branch__MN_,3,14427.34522,1.533333333,focus_MISO
7_North_Branch__MN_,4,15439.88137,1.3,focus_MISO
7_North_Branch__MN_,5,16966.96134,1.066666667,focus_MISO
7_Owatonna,1,10593.40325,17,focus_MISO
7_Owatonna,2,11275.87973,14.875,focus_MISO
7_Owatonna,3,11586.63207,12.75,focus_MISO
7_Owatonna,4,12098.15067,10.625,focus_MISO
7_Owatonna,5,12954.18545,8.5,focus_MISO
6_Preston__MN_,1,9494.649923,2.5,focus_MISO
6_Preston__MN_,2,9724.151717,2.34375,focus_MISO
6_Preston__MN_,3,9828.972771,2.1875,focus_MISO
6_Preston__MN_,4,9870.327603,2.03125,focus_MISO
6_Preston__MN_,5,10355.59892,1.875,focus_MISO
3_Princeton__MN_,1,11752.62551,2.7,focus_MISO
3_Princeton__MN_,2,11983.20165,2.349,focus_MISO
3_Princeton__MN_,3,12540.91408,1.998,focus_MISO
3_Princeton__MN_,4,13333.86052,1.647,focus_MISO
3_Princeton__MN_,5,14636.03492,1.296,focus_MISO
7_Princeton__MN_,1,14152.57284,5,focus_MISO
7_Princeton__MN_,2,14904.2332,4.318181818,focus_MISO
7_Princeton__MN_,3,15467.6628,3.636363636,focus_MISO
7_Princeton__MN_,4,16747.42861,2.954545455,focus_MISO
7_Princeton__MN_,5,19072.41138,2.272727273,focus_MISO
1_Redwood_Falls,1,13326.02548,2.3,focus_MISO
1_Redwood_Falls,2,13799.63759,1.983426966,focus_MISO
1_Redwood_Falls,3,14329.78682,1.666853933,focus_MISO
1_Redwood_Falls,4,14989.00331,1.350280899,focus_MISO
1_Redwood_Falls,5,16471.42515,1.033707865,focus_MISO
2_Redwood_Falls,1,13092.01704,6.3,focus_MISO
2_Redwood_Falls,2,13493.86768,5.752173913,focus_MISO
2_Redwood_Falls,3,13831.80505,5.204347826,focus_MISO
2_Redwood_Falls,4,14097.34873,4.656521739,focus_MISO
2_Redwood_Falls,5,14075.31854,4.108695652,focus_MISO
1_Sleepy_Eye,1,12905.8222,8.6,focus_MISO
1_Sleepy_Eye,2,14602.67242,7.596666667,focus_MISO
1_Sleepy_Eye,3,15257.4674,6.593333333,focus_MISO
1_Sleepy_Eye,4,15933.39594,5.59,focus_MISO
1_Sleepy_Eye,5,17802.30573,4.586666667,focus_MISO
1_Thomas_Fitzhugh,1,8096.520698,104,focus_SPP
1_Thomas_Fitzhugh,2,8785.58875,88.36809816,focus_SPP
1_Thomas_Fitzhugh,3,8872.693725,72.73619632,focus_SPP
1_Thomas_Fitzhugh,4,10024.1063,57.10429448,focus_SPP
1_Thomas_Fitzhugh,5,14375.59674,41.47239264,focus_SPP
5_Wells_IC,1,12401.01906,2.3,focus_MISO
5_Wells_IC,2,11884.2677,2.14475,focus_MISO
5_Wells_IC,3,12429.70959,1.9895,focus_MISO
5_Wells_IC,4,12932.94319,1.83425,focus_MISO
5_Wells_IC,5,13233.77028,1.679,focus_MISO
3_Willmar,1,11294.10517,16.1,focus_MISO
3_Willmar,2,11528.47771,14.11506849,focus_MISO
3_Willmar,3,11944.49049,12.13013699,focus_MISO
3_Willmar,4,12235.5141,10.14520548,focus_MISO
3_Willmar,5,12598.88544,8.160273973,focus_MISO
1_Worthington,1,13527.59147,14,focus_MISO
1_Worthington,2,14239.37581,12.88636364,focus_MISO
1_Worthington,3,14258.04469,11.77272727,focus_MISO
1_Worthington,4,14953.18011,10.65909091,focus_MISO
1_Worthington,5,15625.98532,9.545454545,focus_MISO
1_Elk_River,1,11407.17381,13.5,focus_MISO
1_Elk_River,2,11756.29638,11.83189655,focus_MISO
1_Elk_River,3,11860.39778,10.1637931,focus_MISO
1_Elk_River,4,11930.27684,8.495689655,focus_MISO
1_Elk_River,5,12284.44745,6.827586207,focus_MISO
2_Elk_River,1,10996.23796,13.5,focus_MISO
2_Elk_River,2,10525.12275,11.07421875,focus_MISO
2_Elk_River,3,10945.37307,8.6484375,focus_MISO
2_Elk_River,4,11363.39528,6.22265625,focus_MISO
2_Elk_River,5,14410.03656,3.796875,focus_MISO
3_Elk_River,1,11129.67203,22,focus_MISO
3_Elk_River,2,11294.0177,17.60643275,focus_MISO
3_Elk_River,3,11478.25112,13.2128655,focus_MISO
3_Elk_River,4,12203.48973,8.819298246,focus_MISO
3_Elk_River,5,14284.91071,4.425730994,focus_MISO
1_McClellan__AR_,1,9860.706849,134,focus_MISO
1_McClellan__AR_,2,10347.39843,112.3971963,focus_MISO
