Generator,category,region
1_Stockton Hydro,Hydro:Hydro,SPP
1_Sturgeon,Hydro:Hydro,NE
1_Sturgeon Falls,Hydro:Hydro,CAN
1_Sugar Island,Hydro:Hydro,NE
1_Superior Falls,Hydro:Hydro,MISO
1_Sylvan,Hydro:Hydro,MISO
1_Table Rock,Hydro:Hydro,SPP
1_Taftsville,Hydro:Hydro,NE
1_TalenEnergy Holtwood,Hydro:Hydro,PJM
1_TalenEnergy HW Wallenpaupac,Hydro:Hydro,PJM
1_Tallulah Falls,Hydro:Hydro,SE
1_Tenkiller Ferry,Hydro:Hydro,SPP
1_Tennessee Creek,Hydro:Hydro,SE
1_Terrora,Hydro:Hydro,SE
1_Theresa Plant,Hydro:Hydro,NE
1_Thorpe,Hydro:Hydro,SE
1_Thurlow Dam,Hydro:Hydro,SE
1_Tillery,Hydro:Hydro,SE
1_Tims Ford,Hydro:Hydro,SE
1_Toledo Bend,Hydro:Hydro,MISO
1_Tomahawk,Hydro:Hydro,MISO
1_Toulnustouc River,Hydro:Hydro,CAN
1_Trenche,Hydro:Hydro,CAN
1_Trenton Falls,Hydro:Hydro,NE
1_Tuckertown Hydro,Hydro:Hydro,SE
1_Tugalo,Hydro:Hydro,SE
1_Turner Shoals,Hydro:Hydro,SE
1_Turners Falls,Hydro:Hydro,NE
1_Tuxedo,Hydro:Hydro,SE
1_Twin Falls (MI),Hydro:Hydro,MISO
1_Upper Mechanicville,Hydro:Hydro,NE
1_Valerie Falls,Hydro:Hydro,CAN
1_Varick,Hydro:Hydro,NE
1_Vernon Dam,Hydro:Hydro,NE
1_Victoria Dam,Hydro:Hydro,MISO
1_Vischer Ferry,Hydro:Hydro,NE
1_Walden,Hydro:Hydro,NE
1_Walter Bouldin Dam,Hydro:Hydro,SE
1_Walter F George,Hydro:Hydro,SE
1_Walters,Hydro:Hydro,SE
1_Wappinger Falls Hydroelectr,Hydro:Hydro,NE
1_Warrensburg Hydroelectric,Hydro:Hydro,NE
1_Warrior Ridge Hydro,Hydro:Hydro,PJM
1_Watauga,Hydro:Hydro,SE
1_Wateree Hydro,Hydro:Hydro,SE
1_Waterport,Hydro:Hydro,NE
1_Watertown,Hydro:Hydro,NE
1_Watts Bar Hydro,Hydro:Hydro,SE
1_Wausau,Hydro:Hydro,MISO
1_Wawatay-Black River,Hydro:Hydro,CAN
1_Way Dam,Hydro:Hydro,MISO
1_Webber,Hydro:Hydro,MISO
1_Webbers Falls,Hydro:Hydro,SPP
1_Weiss Dam,Hydro:Hydro,SE
1_Wells,Hydro:Hydro,CAN
1_West Buxton,Hydro:Hydro,NE
1_West Delaware Tunnel Plant,Hydro:Hydro,NE
1_West Point (GA),Hydro:Hydro,SE
1_Weston Hydro,Hydro:Hydro,NE
1_Wheeler Dam,Hydro:Hydro,SE
1_Whillock,Hydro:Hydro,MISO
1_White Rapids,Hydro:Hydro,MISO
1_White River (WI),Hydro:Hydro,MISO
1_Whitedog Falls,Hydro:Hydro,CAN
1_Wilbur,Hydro:Hydro,SE
1_Wilder,Hydro:Hydro,NE
1_William F Matson Generating,Hydro:Hydro,PJM
1_Williams Hydro,Hydro:Hydro,NE
1_Wilson Dam,Hydro:Hydro,SE
1_Winton,Hydro:Hydro,MISO
1_Wissota,Hydro:Hydro,MISO
1_Wolf Creek,Hydro:Hydro,SE
1_Worumbo Hydro Station,Hydro:Hydro,NE
1_Wuskwatim,Hydro:Hydro,CAN
1_Wylie,Hydro:Hydro,SE
1_Wyman Hydro,Hydro:Hydro,NE
1_Yates Dam,Hydro:Hydro,SE
1_Yonah,Hydro:Hydro,SE
1_York Haven,Hydro:Hydro,PJM
1_Yough Hydro Power,Hydro:Hydro,PJM
10_Beauharnois,Hydro:Hydro,CAN
10_Keokuk,Hydro:Hydro,MISO
10_Kettle,Hydro:Hydro,CAN
10_Limestone (MH),Hydro:Hydro,CAN
10_Long Spruce,Hydro:Hydro,CAN
10_Pointe du Bois,Hydro:Hydro,CAN
10_Safe Harbor,Hydro:Hydro,PJM
10_Saint Marys Falls,Hydro:Hydro,MISO
10_TalenEnergy Holtwood,Hydro:Hydro,PJM
10_Vernon Dam,Hydro:Hydro,NE
11_Beauharnois,Hydro:Hydro,CAN
11_Keokuk,Hydro:Hydro,MISO
11_Kettle,Hydro:Hydro,CAN
11_Pointe du Bois,Hydro:Hydro,CAN
11_Safe Harbor,Hydro:Hydro,PJM
11_TalenEnergy Holtwood,Hydro:Hydro,PJM
12_Beauharnois,Hydro:Hydro,CAN
12_Keokuk,Hydro:Hydro,MISO
12_Kettle,Hydro:Hydro,CAN
12_Pointe du Bois,Hydro:Hydro,CAN
12_Safe Harbor,Hydro:Hydro,PJM
13_Beauharnois,Hydro:Hydro,CAN
13_Great Lakes Hydro America -,Hydro:Hydro,NE
13_Keokuk,Hydro:Hydro,MISO
13_Pointe du Bois,Hydro:Hydro,CAN
13_TalenEnergy Holtwood,Hydro:Hydro,PJM
14_Beauharnois,Hydro:Hydro,CAN
14_Keokuk,Hydro:Hydro,MISO
14_Pointe du Bois,Hydro:Hydro,CAN
15_Beauharnois,Hydro:Hydro,CAN
15_Keokuk,Hydro:Hydro,MISO
15_Pointe du Bois,Hydro:Hydro,CAN
16_Beauharnois,Hydro:Hydro,CAN
16_Great Lakes Hydro America -,Hydro:Hydro,NE
16_Pointe du Bois,Hydro:Hydro,CAN
17_Beauharnois,Hydro:Hydro,CAN
18_Beauharnois,Hydro:Hydro,CAN
18_Great Lakes Hydro America -,Hydro:Hydro,NE
18_TalenEnergy Holtwood,Hydro:Hydro,PJM
19_Beauharnois,Hydro:Hydro,CAN
19_TalenEnergy Holtwood,Hydro:Hydro,PJM
2_Abitibi Canyon,Hydro:Hydro,CAN
2_Aguasabon,Hydro:Hydro,CAN
2_Alcona,Hydro:Hydro,MISO
2_Alexander (OPG),Hydro:Hydro,CAN
2_Alice Falls Hydro Project,Hydro:Hydro,NE
2_Allegan Dam,Hydro:Hydro,MISO
2_Amoskeag,Hydro:Hydro,NE
2_Andrews Falls,Hydro:Hydro,CAN
2_Anson Abenaki Hydros,Hydro:Hydro,NE
2_Bartletts Ferry,Hydro:Hydro,SE
2_Beauharnois,Hydro:Hydro,CAN
2_Beaver Dam,Hydro:Hydro,SPP
2_Beldens,Hydro:Hydro,NE
2_Belfort,Hydro:Hydro,NE
2_Bellows Falls,Hydro:Hydro,NE
2_Big Bend Dam,Hydro:Hydro,SPP
2_Big Falls,Hydro:Hydro,MISO
2_Big Quinnesec 61,Hydro:Hydro,MISO
2_Big Quinnesec 92,Hydro:Hydro,MISO
2_Black River,Hydro:Hydro,NE
2_Blewett,Hydro:Hydro,SE
2_Bolton Falls,Hydro:Hydro,NE
2_Boott Hydropower,Hydro:Hydro,NE
2_Bridgewater,Hydro:Hydro,SE
2_Broken Bow Dam,Hydro:Hydro,SPP
2_Brule,Hydro:Hydro,MISO
2_Buford,Hydro:Hydro,SE
2_Bull Shoals,Hydro:Hydro,SPP
2_Buzzard Roost,Hydro:Hydro,SE
2_C H Corn Hydroelectric Faci,Hydro:Hydro,SE
2_C W Tippy,Hydro:Hydro,MISO
2_Cabot,Hydro:Hydro,NE
2_Cadyville,Hydro:Hydro,NE
2_Calm Lake,Hydro:Hydro,CAN
2_Cameron Falls,Hydro:Hydro,CAN
2_Caribou Falls,Hydro:Hydro,CAN
2_Carmichael Falls,Hydro:Hydro,CAN
2_Carters,Hydro:Hydro,SE
2_Carver Falls,Hydro:Hydro,NE
2_Cavendish,Hydro:Hydro,NE
2_Cedar Creek,Hydro:Hydro,SE
2_Center Falls,Hydro:Hydro,NE
2_Chace Mill Winooski One,Hydro:Hydro,NE
2_Chasm,Hydro:Hydro,NE
2_Chateaugay High Falls Hydro,Hydro:Hydro,NE
2_Chats Falls,Hydro:Hydro,CAN
2_Chenaux,Hydro:Hydro,CAN
2_Cherokee Dam,Hydro:Hydro,SE
2_Claytor,Hydro:Hydro,PJM
2_Clement Dam Hydro LLC,Hydro:Hydro,NE
2_Cobble Mountain,Hydro:Hydro,NE
2_Colebrook Hydroelectric,Hydro:Hydro,NE
2_Columbus,Hydro:Hydro,SPP
2_Comerford,Hydro:Hydro,NE
2_Conowingo,Hydro:Hydro,PJM
2_Cooke,Hydro:Hydro,MISO
2_Cowans Ford,Hydro:Hydro,SE
2_Croton,Hydro:Hydro,MISO
2_Crystal Falls (OPG),Hydro:Hydro,CAN
2_Danbury Dam,Hydro:Hydro,MISO
2_Dardanelle,Hydro:Hydro,SPP
2_Dashville,Hydro:Hydro,NE
2_Dearborn,Hydro:Hydro,SE
2_Deep Creek,Hydro:Hydro,PJM
2_Denison,Hydro:Hydro,SPP
2_Dix Dam,Hydro:Hydro,SE
2_Dolgeville Hydro,Hydro:Hydro,NE
2_Ear Falls,Hydro:Hydro,CAN
2_Eastman Falls,Hydro:Hydro,NE
2_Essex Junction 19,Hydro:Hydro,NE
2_Eufaula Dam,Hydro:Hydro,SPP
2_Fairfax Falls,Hydro:Hydro,NE
2_Fishing Creek,Hydro:Hydro,SE
2_Five Channels,Hydro:Hydro,MISO
2_Foote,Hydro:Hydro,MISO
2_Fort Gibson,Hydro:Hydro,SPP
2_Fort Patrick Henry,Hydro:Hydro,SE
2_Fort Randall,Hydro:Hydro,SPP
2_G.W. Rayner,Hydro:Hydro,CAN
2_Garrison,Hydro:Hydro,SPP
2_Gaston,Hydro:Hydro,PJM
2_Gavins Point,Hydro:Hydro,SPP
2_Grand Rapids,Hydro:Hydro,MISO
2_Grand Rapids (MH),Hydro:Hydro,CAN
2_Grandfather Falls,Hydro:Hydro,MISO
2_Great Falls (MH),Hydro:Hydro,CAN
2_Great Falls (SC),Hydro:Hydro,SE
2_Great Falls (TN),Hydro:Hydro,SE
2_Great Lakes Hydro America -,Hydro:Hydro,NE
2_Greenup Hydro,Hydro:Hydro,PJM
2_Greers Ferry Lake,Hydro:Hydro,SPP
2_Gulf Island,Hydro:Hydro,NE
2_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
2_Hadley Falls,Hydro:Hydro,NE
2_Hannawa,Hydro:Hydro,NE
2_Hardy,Hydro:Hydro,MISO
2_Harmon,Hydro:Hydro,CAN
2_Harriman,Hydro:Hydro,NE
2_Harris Dam,Hydro:Hydro,SE
2_Harris Hydro,Hydro:Hydro,NE
2_Hartwell Lake,Hydro:Hydro,SE
2_High Dam,Hydro:Hydro,NE
2_High Falls - Saranac NY,Hydro:Hydro,NE
2_High Rock Hydro,Hydro:Hydro,SE
2_Highgate Falls,Hydro:Hydro,NE
2_Hodenpyl,Hydro:Hydro,MISO
2_Hydro Kennebec Project,Hydro:Hydro,NE
2_International Falls Power,Hydro:Hydro,MISO
2_Jarvis (Hinckley),Hydro:Hydro,NE
2_Jenpeg,Hydro:Hydro,CAN
2_Jim Falls,Hydro:Hydro,MISO
2_John H Kerr,Hydro:Hydro,PJM
2_Johnson 2,Hydro:Hydro,SPP
2_Kakabeka Falls,Hydro:Hydro,CAN
2_Kansas River Project,Hydro:Hydro,SPP
2_Kelsey,Hydro:Hydro,CAN
2_Kent Falls,Hydro:Hydro,NE
2_Keokuk,Hydro:Hydro,MISO
2_Keowee,Hydro:Hydro,SE
2_Kettle,Hydro:Hydro,CAN
2_Keystone Dam,Hydro:Hydro,SPP
2_Kilbourn,Hydro:Hydro,MISO
2_Kings Falls Hydroelectric,Hydro:Hydro,NE
2_Kinneytown New Old,Hydro:Hydro,NE
2_Kipling,Hydro:Hydro,CAN
2_La Grande 2A,Hydro:Hydro,CAN
2_La Grande 4,Hydro:Hydro,CAN
2_La Tuque,Hydro:Hydro,CAN
2_Lachute Hydro Upper,Hydro:Hydro,NE
2_Lake Lynn Hydro Station,Hydro:Hydro,PJM
2_Leesville,Hydro:Hydro,PJM
2_Lewis Smith Dam,Hydro:Hydro,SE
2_Lighthouse Hill,Hydro:Hydro,NE
2_Limestone (MH),Hydro:Hydro,CAN
2_Little Long,Hydro:Hydro,CAN
2_Long Spruce,Hydro:Hydro,CAN
2_Lookout Shoals,Hydro:Hydro,SE
2_Loud,Hydro:Hydro,MISO
2_Lower Middlebury,Hydro:Hydro,NE
2_Mackay,Hydro:Hydro,CAN
2_Manitou Falls,Hydro:Hydro,CAN
2_Markham,Hydro:Hydro,SPP
2_Markland,Hydro:Hydro,MISO
2_Marshall Dam,Hydro:Hydro,SE
2_Martin Dam,Hydro:Hydro,SE
2_McArthur,Hydro:Hydro,CAN
2_McCormick,Hydro:Hydro,CAN
2_Mcindoes,Hydro:Hydro,NE
2_Michigamme Falls,Hydro:Hydro,MISO
2_Middle Falls Hydro,Hydro:Hydro,NE
2_Middlesex 2,Hydro:Hydro,NE
2_Mill C,Hydro:Hydro,NE
2_Millers Ferry,Hydro:Hydro,SE
2_Milton,Hydro:Hydro,NE
2_Mio,Hydro:Hydro,MISO
2_Morrisville,Hydro:Hydro,NE
2_Mountain Island,Hydro:Hydro,SE
2_Nagagami,Hydro:Hydro,CAN
2_Niagara Mill,Hydro:Hydro,MISO
2_Norfork,Hydro:Hydro,SPP
2_North Platte,Hydro:Hydro,SPP
2_Oahe,Hydro:Hydro,SPP
2_Ocoee 1,Hydro:Hydro,SE
2_Ocoee 2,Hydro:Hydro,SE
2_Ogdensburg,Hydro:Hydro,NE
2_Ohio Falls,Hydro:Hydro,SE
2_Old Hickory,Hydro:Hydro,SE
2_Oliver Dam,Hydro:Hydro,SE
2_Osage Dam,Hydro:Hydro,MISO
2_Oswego Falls West,Hydro:Hydro,NE
2_Otis Hydro,Hydro:Hydro,NE
2_Otter Rapids (OPG),Hydro:Hydro,CAN
2_Otto Holden,Hydro:Hydro,CAN
2_Oxford Dam,Hydro:Hydro,SE
2_Ozark,Hydro:Hydro,SPP
2_Ozark Beach,Hydro:Hydro,SPP
2_Peavy Falls,Hydro:Hydro,MISO
2_Pensacola,Hydro:Hydro,SPP
2_Pine Falls,Hydro:Hydro,CAN
2_Piney,Hydro:Hydro,PJM
2_Pointe du Bois,Hydro:Hydro,CAN
2_Prairie Du Sac,Hydro:Hydro,MISO
2_Proctor,Hydro:Hydro,NE
2_R.H. Saunders,Hydro:Hydro,CAN
2_Racine,Hydro:Hydro,PJM
2_Red Rock Falls,Hydro:Hydro,CAN
2_Rhodhiss,Hydro:Hydro,SE
2_Richard B Russell,Hydro:Hydro,SE
2_Roanoke Rapids,Hydro:Hydro,PJM
2_Robert Moses Niagara,Hydro:Hydro,NE
2_Robert Moses Power Dam,Hydro:Hydro,CAN
2_Robert S Kerr,Hydro:Hydro,SPP
2_Rochester 2,Hydro:Hydro,NE
2_Rochester 5,Hydro:Hydro,NE
2_Rocky Creek,Hydro:Hydro,SE
2_Rogers,Hydro:Hydro,MISO
2_S C Moore,Hydro:Hydro,NE
2_Safe Harbor,Hydro:Hydro,PJM
2_Salisbury,Hydro:Hydro,NE
2_Saluda Lexington,Hydro:Hydro,SE
2_Schaghticoke,Hydro:Hydro,NE
2_Schuylerville,Hydro:Hydro,NE
2_Serpent River,Hydro:Hydro,CAN
2_Seven Sisters,Hydro:Hydro,CAN
2_Shawmut,Hydro:Hydro,NE
2_Sheldon Springs Hydroelectr,Hydro:Hydro,NE
2_Sherman Island,Hydro:Hydro,NE
2_Sinclair Dam,Hydro:Hydro,SE
2_Sir Adam Beck 2,Hydro:Hydro,CAN
2_Skelton,Hydro:Hydro,NE
2_Slave Falls,Hydro:Hydro,CAN
2_Smith Mountain,Hydro:Hydro,PJM
2_South Edwards,Hydro:Hydro,NE
2_Stevens Creek,Hydro:Hydro,SE
2_Stevenson,Hydro:Hydro,NE
2_Stewarts Bridge,Hydro:Hydro,NE
2_Stillwater Hydro Electric P,Hydro:Hydro,NE
2_Sturgeon,Hydro:Hydro,NE
2_Sturgeon Falls,Hydro:Hydro,CAN
2_Sugar Island,Hydro:Hydro,NE
2_Table Rock,Hydro:Hydro,SPP
2_TalenEnergy Holtwood,Hydro:Hydro,PJM
2_Tallulah Falls,Hydro:Hydro,SE
2_Tenkiller Ferry,Hydro:Hydro,SPP
2_Thorpe,Hydro:Hydro,SE
2_Toledo Bend,Hydro:Hydro,MISO
2_Trenton Falls,Hydro:Hydro,NE
2_Tuckertown Hydro,Hydro:Hydro,SE
2_Turner Shoals,Hydro:Hydro,SE
2_Tuxedo,Hydro:Hydro,SE
2_Twin Falls (MI),Hydro:Hydro,MISO
2_Valerie Falls,Hydro:Hydro,CAN
2_Valley Falls Hydroelectric,Hydro:Hydro,NE
2_Vernon Dam,Hydro:Hydro,NE
2_Victory Mills,Hydro:Hydro,NE
2_Walter Bouldin Dam,Hydro:Hydro,SE
2_Wateree Hydro,Hydro:Hydro,SE
2_Wawatay-Black River,Hydro:Hydro,CAN
2_Webber,Hydro:Hydro,MISO
2_Webbers Falls,Hydro:Hydro,SPP
2_Wells,Hydro:Hydro,CAN
2_Weston Hydro,Hydro:Hydro,NE
2_Wheeler Dam,Hydro:Hydro,SE
2_White Rapids,Hydro:Hydro,MISO
2_Whitedog Falls,Hydro:Hydro,CAN
2_Wilbur,Hydro:Hydro,SE
2_Wilder,Hydro:Hydro,NE
2_Williams Hydro,Hydro:Hydro,NE
2_Wilson Dam,Hydro:Hydro,SE
2_Winton,Hydro:Hydro,MISO
2_Wolf Creek,Hydro:Hydro,SE
2_Wuskwatim,Hydro:Hydro,CAN
2_Wylie,Hydro:Hydro,SE
2_Wyman Hydro,Hydro:Hydro,NE
20_Beauharnois,Hydro:Hydro,CAN
21_Beauharnois,Hydro:Hydro,CAN
22_Beauharnois,Hydro:Hydro,CAN
23_Beauharnois,Hydro:Hydro,CAN
24_Beauharnois,Hydro:Hydro,CAN
25_Beauharnois,Hydro:Hydro,CAN
26_Beauharnois,Hydro:Hydro,CAN
27_Beauharnois,Hydro:Hydro,CAN
28_Beauharnois,Hydro:Hydro,CAN
29_Beauharnois,Hydro:Hydro,CAN
2A_Deerfield 2,Hydro:Hydro,NE
2B_Deerfield 2,Hydro:Hydro,NE
2C_Deerfield 2,Hydro:Hydro,NE
3_Alexander (OPG),Hydro:Hydro,CAN
3_Allegan Dam,Hydro:Hydro,MISO
3_Anson Abenaki Hydros,Hydro:Hydro,NE
3_Bartletts Ferry,Hydro:Hydro,SE
3_Beauharnois,Hydro:Hydro,CAN
3_Bellows Falls,Hydro:Hydro,NE
3_Big Bend Dam,Hydro:Hydro,SPP
3_Big Falls,Hydro:Hydro,MISO
3_Black River,Hydro:Hydro,NE
3_Blewett,Hydro:Hydro,SE
3_Buford,Hydro:Hydro,SE
3_Bull Shoals,Hydro:Hydro,SPP
3_Buzzard Roost,Hydro:Hydro,SE
3_C W Tippy,Hydro:Hydro,MISO
3_Cabot,Hydro:Hydro,NE
3_Cadyville,Hydro:Hydro,NE
3_Cameron Falls,Hydro:Hydro,CAN
3_Caribou Falls,Hydro:Hydro,CAN
3_Cavendish,Hydro:Hydro,NE
3_Cedar Creek,Hydro:Hydro,SE
3_Chace Mill Winooski One,Hydro:Hydro,NE
3_Chasm,Hydro:Hydro,NE
3_Cherokee Dam,Hydro:Hydro,SE
3_Claytor,Hydro:Hydro,PJM
3_Cobble Mountain,Hydro:Hydro,NE
3_Columbus,Hydro:Hydro,SPP
3_Comerford,Hydro:Hydro,NE
3_Cooke,Hydro:Hydro,MISO
3_Cowans Ford,Hydro:Hydro,SE
3_Croton,Hydro:Hydro,MISO
3_Crystal Falls (OPG),Hydro:Hydro,CAN
3_Danbury Dam,Hydro:Hydro,MISO
3_Dardanelle,Hydro:Hydro,SPP
3_Dearborn,Hydro:Hydro,SE
3_Dix Dam,Hydro:Hydro,SE
3_Ear Falls,Hydro:Hydro,CAN
3_Essex Junction 19,Hydro:Hydro,NE
3_Eufaula Dam,Hydro:Hydro,SPP
3_Fishing Creek,Hydro:Hydro,SE
3_Foote,Hydro:Hydro,MISO
3_Fort Gibson,Hydro:Hydro,SPP
3_Fort Loudoun,Hydro:Hydro,SE
3_Fort Miller Hydroelectric F,Hydro:Hydro,NE
3_Fort Peck,Hydro:Hydro,SPP
3_Fort Randall,Hydro:Hydro,SPP
3_Garrison,Hydro:Hydro,SPP
3_Gaston,Hydro:Hydro,PJM
3_Gavins Point,Hydro:Hydro,SPP
3_Goat Rock,Hydro:Hydro,SE
3_Grand Rapids,Hydro:Hydro,MISO
3_Grand Rapids (MH),Hydro:Hydro,CAN
3_Great Falls (MH),Hydro:Hydro,CAN
3_Great Falls (SC),Hydro:Hydro,SE
3_Great Lakes Hydro America -,Hydro:Hydro,NE
3_Greenup Hydro,Hydro:Hydro,PJM
3_Gulf Island,Hydro:Hydro,NE
3_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
3_Hardy,Hydro:Hydro,MISO
3_Harriman,Hydro:Hydro,NE
3_Harris Hydro,Hydro:Hydro,NE
3_Hartwell Lake,Hydro:Hydro,SE
3_High Dam,Hydro:Hydro,NE
3_High Falls - Saranac NY,Hydro:Hydro,NE
3_High Rock Hydro,Hydro:Hydro,SE
3_Highgate Falls,Hydro:Hydro,NE
3_Jenpeg,Hydro:Hydro,CAN
3_John H Kerr,Hydro:Hydro,PJM
3_Jordan Dam,Hydro:Hydro,SE
3_Kakabeka Falls,Hydro:Hydro,CAN
3_Kansas River Project,Hydro:Hydro,SPP
3_Kelsey,Hydro:Hydro,CAN
3_Kent Falls,Hydro:Hydro,NE
3_Keokuk,Hydro:Hydro,MISO
3_Kettle,Hydro:Hydro,CAN
3_Kinneytown New Old,Hydro:Hydro,NE
3_La Tuque,Hydro:Hydro,CAN
3_Limestone (MH),Hydro:Hydro,CAN
3_Long Spruce,Hydro:Hydro,CAN
3_Lookout Shoals,Hydro:Hydro,SE
3_Lower Middlebury,Hydro:Hydro,NE
3_Lyonsdale Associates,Hydro:Hydro,NE
3_Markham,Hydro:Hydro,SPP
3_Markland,Hydro:Hydro,MISO
3_Martin Dam,Hydro:Hydro,SE
3_McArthur,Hydro:Hydro,CAN
3_McCormick,Hydro:Hydro,CAN
3_Mcindoes,Hydro:Hydro,NE
3_Merrill,Hydro:Hydro,MISO
3_Mill C,Hydro:Hydro,NE
3_Millers Ferry,Hydro:Hydro,SE
3_Mountain Island,Hydro:Hydro,SE
3_Niagara Mill,Hydro:Hydro,MISO
3_Oahe,Hydro:Hydro,SPP
3_Ocoee 1,Hydro:Hydro,SE
3_Ogdensburg,Hydro:Hydro,NE
3_Ohio Falls,Hydro:Hydro,SE
3_Oliver Dam,Hydro:Hydro,SE
3_Osage Dam,Hydro:Hydro,MISO
3_Ozark,Hydro:Hydro,SPP
3_Ozark Beach,Hydro:Hydro,SPP
3_Pensacola,Hydro:Hydro,SPP
3_Pine Falls,Hydro:Hydro,CAN
3_Piney,Hydro:Hydro,PJM
3_Pointe du Bois,Hydro:Hydro,CAN
3_Prairie Du Sac,Hydro:Hydro,MISO
3_Proctor,Hydro:Hydro,NE
3_Rhodhiss,Hydro:Hydro,SE
3_Richard B Russell,Hydro:Hydro,SE
3_Roanoke Rapids,Hydro:Hydro,PJM
3_Robert Moses Niagara,Hydro:Hydro,NE
3_Robert S Kerr,Hydro:Hydro,SPP
3_Rocky Creek,Hydro:Hydro,SE
3_Rogers,Hydro:Hydro,MISO
3_S C Moore,Hydro:Hydro,NE
3_Safe Harbor,Hydro:Hydro,PJM
3_Saluda Lexington,Hydro:Hydro,SE
3_Sappi Cloquet Mill,Hydro:Hydro,MISO
3_Seven Sisters,Hydro:Hydro,CAN
3_Shawmut,Hydro:Hydro,NE
3_Sheldon Springs Hydroelectr,Hydro:Hydro,NE
3_Sherman Island,Hydro:Hydro,NE
3_Slave Falls,Hydro:Hydro,CAN
3_South Edwards,Hydro:Hydro,NE
3_Stevenson,Hydro:Hydro,NE
3_Sturgeon,Hydro:Hydro,NE
3_Table Rock,Hydro:Hydro,SPP
3_TalenEnergy Holtwood,Hydro:Hydro,PJM
3_Tallulah Falls,Hydro:Hydro,SE
3_Thurlow Dam,Hydro:Hydro,SE
3_Tuckertown Hydro,Hydro:Hydro,SE
3_Tugalo,Hydro:Hydro,SE
3_Vernon Dam,Hydro:Hydro,NE
3_Wallace Dam,Hydro:Hydro,SE
3_Walter Bouldin Dam,Hydro:Hydro,SE
3_Walter F George,Hydro:Hydro,SE
3_Wateree Hydro,Hydro:Hydro,SE
3_Wawatay-Black River,Hydro:Hydro,CAN
3_Webbers Falls,Hydro:Hydro,SPP
3_Weston Hydro,Hydro:Hydro,NE
3_Wheeler Dam,Hydro:Hydro,SE
3_Whitedog Falls,Hydro:Hydro,CAN
3_Wilbur,Hydro:Hydro,SE
3_Wilder,Hydro:Hydro,NE
3_Wuskwatim,Hydro:Hydro,CAN
3_Wylie,Hydro:Hydro,SE
3_Wyman Hydro,Hydro:Hydro,NE
30_Beauharnois,Hydro:Hydro,CAN
31_Beauharnois,Hydro:Hydro,CAN
32_Beauharnois,Hydro:Hydro,CAN
33_Beauharnois,Hydro:Hydro,CAN
34_Beauharnois,Hydro:Hydro,CAN
35_Beauharnois,Hydro:Hydro,CAN
36_Beauharnois,Hydro:Hydro,CAN
3A_Deerfield 3,Hydro:Hydro,NE
3A_Saint Marys Falls,Hydro:Hydro,MISO
3B_Deerfield 3,Hydro:Hydro,NE
3C_Deerfield 3,Hydro:Hydro,NE
4_Alexander (OPG),Hydro:Hydro,CAN
4_Anson Abenaki Hydros,Hydro:Hydro,NE
4_Bartletts Ferry,Hydro:Hydro,SE
4_Beauharnois,Hydro:Hydro,CAN
4_Big Bend Dam,Hydro:Hydro,SPP
4_Blewett,Hydro:Hydro,SE
4_Bull Shoals,Hydro:Hydro,SPP
4_Cabot,Hydro:Hydro,NE
4_Cherokee Dam,Hydro:Hydro,SE
4_Claytor,Hydro:Hydro,PJM
4_Comerford,Hydro:Hydro,NE
4_Cowans Ford,Hydro:Hydro,SE
4_Croton,Hydro:Hydro,MISO
4_Crystal Falls (OPG),Hydro:Hydro,CAN
4_Dardanelle,Hydro:Hydro,SPP
4_Ear Falls,Hydro:Hydro,CAN
4_Essex Junction 19,Hydro:Hydro,NE
4_Finch Paper,Hydro:Hydro,NE
4_Fishing Creek,Hydro:Hydro,SE
4_Fort Gibson,Hydro:Hydro,SPP
4_Fort Loudoun,Hydro:Hydro,SE
4_Fort Miller Hydroelectric F,Hydro:Hydro,NE
4_Fort Peck,Hydro:Hydro,SPP
4_Fort Randall,Hydro:Hydro,SPP
4_Garrison,Hydro:Hydro,SPP
4_Gaston,Hydro:Hydro,PJM
4_Goat Rock,Hydro:Hydro,SE
4_Grand Rapids,Hydro:Hydro,MISO
4_Grand Rapids (MH),Hydro:Hydro,CAN
4_Great Falls (MH),Hydro:Hydro,CAN
4_Great Falls (SC),Hydro:Hydro,SE
4_Great Lakes Hydro America -,Hydro:Hydro,NE
4_Gull (Keeyask) Generating S,Hydro:Hydro,CAN
4_Harris Hydro,Hydro:Hydro,NE
4_Hartwell Lake,Hydro:Hydro,SE
4_High Dam,Hydro:Hydro,NE
4_Highgate Falls,Hydro:Hydro,NE
4_Hoot Lake,Hydro:Hydro,MISO
4_Jenpeg,Hydro:Hydro,CAN
4_Jim Falls,Hydro:Hydro,MISO
4_John H Kerr,Hydro:Hydro,PJM
4_Kakabeka Falls,Hydro:Hydro,CAN
4_Kansas River Project,Hydro:Hydro,SPP
4_Kelsey,Hydro:Hydro,CAN
4_Keokuk,Hydro:Hydro,MISO
4_Kettle,Hydro:Hydro,CAN
4_La Tuque,Hydro:Hydro,CAN
4_Lay Dam,Hydro:Hydro,SE
4_Limestone (MH),Hydro:Hydro,CAN
4_Long Spruce,Hydro:Hydro,CAN
4_Markham,Hydro:Hydro,SPP
4_Martin Dam,Hydro:Hydro,SE
4_McArthur,Hydro:Hydro,CAN
4_McCormick,Hydro:Hydro,CAN
