Generator,category,region
1_1_AES_Shady_Point_LLC,Boiler (Coal),SPP
1_1_Big_Bend,Boiler (Coal),SE
1_1_Big_Cajun_2,Boiler (Coal),MISO
1_1_Brandon_Shores,Boiler (Coal),PJM
1_1_Bull_Run,Boiler (Coal),SE
1_1_C_D_McIntosh_Jr,Boiler (Coal),SE
1_1_C_P_Crane,Boiler (Coal),PJM
1_1_Colbert,Boiler (Coal),SE
1_1_Coleson_Cove__NBPO_,Boiler (Coal),CAN
1_1_Cooper,Boiler (Coal),PJM
1_1_Cross,Boiler (Coal),SE
1_1_Crystal_River,Boiler (Coal),SE
1_1_Cumberland__TN_,Boiler (Coal),SE
1_1_Dalhousie,Boiler (Coal),CAN
1_1_Deerhaven_Generating_Station,Boiler (Coal),SE
1_1_Dunkirk_Generating_Plant,Boiler (Coal),NE
1_1_E_D_Edwards,Boiler (Coal),MISO
1_1_Gallatin__TN_,Boiler (Coal),SE
1_1_H_L_Spurlock,Boiler (Coal),PJM
1_1_Harrington,Boiler (Coal),SPP
1_1_Independence_Steam_Electric_Station,Boiler (Coal),MISO
1_1_Jeffrey_Energy_Center,Boiler (Coal),SPP
1_1_John_Twitty_Energy_Center,Boiler (Coal),SPP
1_1_Kingston,Boiler (Coal),SE
1_1_Lawrence_Energy_Center,Boiler (Coal),SPP
1_1_McIntosh,Boiler (Coal),SE
1_1_Milton_R_Young,Boiler (Coal),MISO
1_1_Morgantown_Generating_Plant,Boiler (Coal),PJM
1_1_Muskogee,Boiler (Coal),SPP
1_1_Nanticoke__OPG_,Boiler (Coal),CAN
1_1_Nearman_Creek,Boiler (Coal),SPP
1_1_Nelson_Industrial_Steam,Boiler (Coal),MISO
1_1_New_Madrid,Boiler (Coal),SE
1_1_Paulsboro_Refinery,Boiler (Coal),PJM
1_1_Quindaro,Boiler (Coal),SPP
1_1_R_S_Nelson,Boiler (Coal),MISO
1_1_Roxboro,Boiler (Coal),SE
1_1_Seminole__FL_,Boiler (Coal),SE
1_1_Shawnee,Boiler (Coal),SE
1_1_Sooner,Boiler (Coal),SPP
1_1_St_Johns_River_Power_Park,Boiler (Coal),SE
1_1_Stanton_Energy_Center,Boiler (Coal),SE
1_1_TalenEnergy_Montour,Boiler (Coal),PJM
1_1_Thomas_Hill,Boiler (Coal),SE
1_1_Thunder_Bay__OPG_,Boiler (Coal),CAN
1_1_Tolk,Boiler (Coal),SPP
1_1_W_H_Zimmer,Boiler (Coal),PJM
1_1_Welsh,Boiler (Coal),SPP
1_1_White_Bluff,Boiler (Coal),MISO
1_1_Williams,Boiler (Coal),SE
1_1_Winyah,Boiler (Coal),SE
1_2_Cumberland__TN_,Boiler (Coal),SE
1_2_Dunkirk_Generating_Plant,Boiler (Coal),NE
1_2_John_Twitty_Energy_Center,Boiler (Coal),SPP
1_2_Silver_Bay_Power,Boiler (Coal),MISO
1_3_Silver_Bay_Power,Boiler (Coal),MISO
1_A_B_Brown,Boiler (Coal),MISO
1_A_Dan_E_Karn,Boiler (Coal),MISO
1_AES_Petersburg,Boiler (Coal),MISO
1_AES_Warrior_Run_Cogeneration_Facility,Boiler (Coal),PJM
1_AG_Processing_Inc,Boiler (Coal),SPP
1_Allen_S_King,Boiler (Coal),MISO
1_Antelope_Valley,Boiler (Coal),SPP
1_Archer_Daniels_Midland_Columbus,Boiler (Coal),SPP
1_Asbury,Boiler (Coal),SPP
1_Atikokan,Boiler (Coal),CAN
1_B_Dan_E_Karn,Boiler (Coal),MISO
1_Baldwin_Energy_Complex,Boiler (Coal),MISO
1_Belews_Creek,Boiler (Coal),SE
1_Belle_River,Boiler (Coal),MISO
1_Belledune__NBPO_,Boiler (Coal),CAN
1_Big_Stone,Boiler (Coal),MISO
1_Biron_Mill,Boiler (Coal),MISO
1_Boundary_Dam,Boiler (Coal),CAN
1_Bowen,Boiler (Coal),SE
1_Burlington__IA_,Boiler (Coal),MISO
1_Cambria_Cogen,Boiler (Coal),PJM
1_Cardinal,Boiler (Coal),PJM
1_Cayuga,Boiler (Coal),MISO
1_Cayuga_Operating_Company,Boiler (Coal),NE
1_Chambers_Cogeneration_LP,Boiler (Coal),PJM
1_Charles_R_Lowman,Boiler (Coal),SE
1_Chester_Operations,Boiler (Coal),PJM
1_Cheswick_Power_Plant,Boiler (Coal),PJM
1_Clifty_Creek,Boiler (Coal),PJM
1_Clover,Boiler (Coal),PJM
1_Coal_Creek,Boiler (Coal),MISO
1_Coffeen,Boiler (Coal),MISO
1_Columbia__WI_,Boiler (Coal),MISO
1_Colver_Power_Project,Boiler (Coal),PJM
1_Cope,Boiler (Coal),SE
1_Courtenay_Bay,Boiler (Coal),CAN
1_Coyote,Boiler (Coal),MISO
1_D_B_Wilson,Boiler (Coal),MISO
1_Dallman,Boiler (Coal),MISO
1_Dolet_Hills,Boiler (Coal),MISO
1_Duck_Creek,Boiler (Coal),MISO
1_E_W_Brown,Boiler (Coal),SE
1_Elizabethtown_Power_LLC,Boiler (Coal),SE
1_Erickson_Station,Boiler (Coal),MISO
1_FirstEnergy_Bruce_Mansfield,Boiler (Coal),PJM
1_FirstEnergy_Fort_Martin_Power_Station,Boiler (Coal),PJM
1_FirstEnergy_Harrison_Power_Station,Boiler (Coal),PJM
1_FirstEnergy_Pleasants_Power_Station,Boiler (Coal),PJM
1_Flint_Creek,Boiler (Coal),SPP
1_Foster_Wheeler_Penn_Resources,Boiler (Coal),PJM
1_Gerald_Gentleman,Boiler (Coal),SPP
1_Ghent,Boiler (Coal),SE
1_Gibson,Boiler (Coal),MISO
1_Grant_Town_Power_Plant,Boiler (Coal),PJM
1_Greene_County,Boiler (Coal),SE
1_H_Chalk_Point_LLC,Boiler (Coal),PJM
1_H_Conemaugh,Boiler (Coal),PJM
1_H_Dickerson,Boiler (Coal),PJM
1_H_Keystone,Boiler (Coal),PJM
1_H_Sioux,Boiler (Coal),MISO
1_H_South_Oak_Creek,Boiler (Coal),MISO
1_H_Waukegan,Boiler (Coal),PJM
1_Hammond,Boiler (Coal),SE
1_Hibbing,Boiler (Coal),MISO
1_Holcomb,Boiler (Coal),SPP
1_Homer_City_Generating_Station,Boiler (Coal),PJM
1_Homer_City_Modular___Nug,Boiler (Coal),PJM
1_Hugo,Boiler (Coal),SPP
1_Iatan,Boiler (Coal),SPP
1_Indian_River_Generating_Station,Boiler (Coal),PJM
1_J_M_Stuart,Boiler (Coal),PJM
1_James_H_Miller_Jr,Boiler (Coal),SE
1_John_E_Amos,Boiler (Coal),PJM
1_John_W_Turk_Jr_Power_Plant,Boiler (Coal),SPP
1_Joppa_Steam,Boiler (Coal),MISO
1_Kenneth_C_Coleman,Boiler (Coal),MISO
1_Kincaid_Generation_LLC,Boiler (Coal),PJM
1_Kline_Township_Cogen_Facility,Boiler (Coal),PJM
1_Kyger_Creek,Boiler (Coal),PJM
1_L_Belews_Creek,Boiler (Coal),SE
1_L_Chalk_Point_LLC,Boiler (Coal),PJM
1_L_Conemaugh,Boiler (Coal),PJM
1_L_Dickerson,Boiler (Coal),PJM
1_L_G_G_Allen,Boiler (Coal),SE
1_L_Keystone,Boiler (Coal),PJM
1_L_Marshall__NC_,Boiler (Coal),SE
1_L_Sioux,Boiler (Coal),MISO
1_L_South_Oak_Creek,Boiler (Coal),MISO
1_L_Waukegan,Boiler (Coal),PJM
1_La_Cygne,Boiler (Coal),SPP
1_Labadie,Boiler (Coal),MISO
1_Lake_Charles_Plant,Boiler (Coal),MISO
1_Laramie_River_Station,Boiler (Coal),SPP
1_Leland_Olds,Boiler (Coal),SPP
1_Lewis___Clark,Boiler (Coal),MISO
1_Lingan,Boiler (Coal),CAN
1_Logan_Generating_Company_LP,Boiler (Coal),PJM
1_Longview_Power_Plant,Boiler (Coal),PJM
1_Louisa,Boiler (Coal),MISO
1_Lumberton,Boiler (Coal),SE
1_Marshall__NC_,Boiler (Coal),SE
1_Mayo,Boiler (Coal),SE
1_Mecklenburg_Power_Station,Boiler (Coal),PJM
1_Merom,Boiler (Coal),MISO
1_Merrimack,Boiler (Coal),NE
1_Mill_Creek__KY_,Boiler (Coal),SE
1_MillerCoors_Trenton_Brewery,Boiler (Coal),PJM
1_Mitchell__WV_,Boiler (Coal),PJM
1_Monroe__MI_,Boiler (Coal),MISO
1_Morgantown_Energy_Facility,Boiler (Coal),PJM
1_Nebraska_City,Boiler (Coal),SPP
1_Newton,Boiler (Coal),MISO
1_Northampton_Generating_Company_LP,Boiler (Coal),PJM
1_Ottumwa,Boiler (Coal),MISO
1_P_H_Glatfelter,Boiler (Coal),PJM
1_Panther_Creek_Energy_Facility,Boiler (Coal),PJM
1_Paradise,Boiler (Coal),SE
1_Pirkey,Boiler (Coal),SPP
1_Platte,Boiler (Coal),SPP
1_Pleasant_Prairie,Boiler (Coal),MISO
1_Plum_Point_Energy_Station,Boiler (Coal),MISO
1_Poplar_River,Boiler (Coal),CAN
1_Prairie_State_Generating_Station,Boiler (Coal),MISO
1_Pt__Aconi,Boiler (Coal),CAN
1_R_D_Green,Boiler (Coal),MISO
1_R_D_Morrow,Boiler (Coal),MISO
1_R_M_Heskett,Boiler (Coal),MISO
1_Red_Hills_Generating_Facility,Boiler (Coal),SE
1_Rush_Island,Boiler (Coal),MISO
1_Scherer,Boiler (Coal),SE
1_Scrubgrass_Generating_Company_LP,Boiler (Coal),PJM
1_Seward,Boiler (Coal),PJM
1_Shand,Boiler (Coal),CAN
1_Sheldon,Boiler (Coal),SPP
1_Sherburne_County,Boiler (Coal),MISO
1_Shiras,Boiler (Coal),MISO
1_Sikeston_Power_Station,Boiler (Coal),SPP
1_Somerset_Operating_Co_LLC,Boiler (Coal),NE
1_Spiritwood_Station,Boiler (Coal),MISO
1_St_Nicholas_Cogen_Project,Boiler (Coal),PJM
1_TES_Filer_City_Station,Boiler (Coal),MISO
1_Trimble_County,Boiler (Coal),SE
1_Victor_J_Daniel_Jr,Boiler (Coal),SE
1_Virginia_City_Hybrid_Energy_Center,Boiler (Coal),PJM
1_Wansley,Boiler (Coal),SE
1_Warrick,Boiler (Coal),MISO
1_Wateree,Boiler (Coal),SE
1_Westwood_Generation_LLC,Boiler (Coal),PJM
1_Wheelabrator_Frackville_Energy,Boiler (Coal),PJM
1_Whelan_Energy_Center,Boiler (Coal),SPP
10_Gorgas,Boiler (Coal),SE
11_Greenfield_Activated_Carbon,Boiler (Coal),MISO
12_Greenfield_Activated_Carbon,Boiler (Coal),MISO
12_Michigan_City,Boiler (Coal),MISO
17_R_M_Schahfer,Boiler (Coal),MISO
18_R_M_Schahfer,Boiler (Coal),MISO
1H_Brunner_Island,Boiler (Coal),PJM
1H_General_James_M_Gavin,Boiler (Coal),PJM
1H_Mountaineer,Boiler (Coal),PJM
1H_Rockport,Boiler (Coal),PJM
1L_Brunner_Island,Boiler (Coal),PJM
1R_General_James_M_Gavin,Boiler (Coal),PJM
1R_Mountaineer,Boiler (Coal),PJM
1R_Rockport,Boiler (Coal),PJM
2_1_AES_Shady_Point_LLC,Boiler (Coal),SPP
2_1_Big_Bend,Boiler (Coal),SE
2_1_Big_Cajun_2,Boiler (Coal),MISO
2_1_Brame_Energy_Center,Boiler (Coal),MISO
2_1_Brandon_Shores,Boiler (Coal),PJM
2_1_Bull_Run,Boiler (Coal),SE
2_1_C_P_Crane,Boiler (Coal),PJM
2_1_Colbert,Boiler (Coal),SE
2_1_Coleson_Cove__NBPO_,Boiler (Coal),CAN
2_1_Cooper,Boiler (Coal),PJM
2_1_Cross,Boiler (Coal),SE
2_1_Crystal_River,Boiler (Coal),SE
2_1_Cumberland__TN_,Boiler (Coal),SE
2_1_Dalhousie,Boiler (Coal),CAN
2_1_Dunkirk_Generating_Plant,Boiler (Coal),NE
2_1_E_D_Edwards,Boiler (Coal),MISO
2_1_Gallatin__TN_,Boiler (Coal),SE
2_1_H_L_Spurlock,Boiler (Coal),PJM
2_1_Harrington,Boiler (Coal),SPP
2_1_Independence_Steam_Electric_Station,Boiler (Coal),MISO
2_1_Jeffrey_Energy_Center,Boiler (Coal),SPP
2_1_Kingston,Boiler (Coal),SE
2_1_Lawrence_Energy_Center,Boiler (Coal),SPP
2_1_Milton_R_Young,Boiler (Coal),MISO
2_1_Morgantown_Generating_Plant,Boiler (Coal),PJM
2_1_Muskogee,Boiler (Coal),SPP
2_1_Nanticoke__OPG_,Boiler (Coal),CAN
2_1_Nelson_Industrial_Steam,Boiler (Coal),MISO
2_1_New_Madrid,Boiler (Coal),SE
2_1_Northeastern,Boiler (Coal),SPP
2_1_Quindaro,Boiler (Coal),SPP
2_1_Roxboro,Boiler (Coal),SE
2_1_Seminole__FL_,Boiler (Coal),SE
2_1_Shawnee,Boiler (Coal),SE
2_1_Sooner,Boiler (Coal),SPP
2_1_St_Johns_River_Power_Park,Boiler (Coal),SE
2_1_Stanton_Energy_Center,Boiler (Coal),SE
2_1_TalenEnergy_Montour,Boiler (Coal),PJM
2_1_Thomas_Hill,Boiler (Coal),SE
2_1_Thunder_Bay__OPG_,Boiler (Coal),CAN
2_1_Tolk,Boiler (Coal),SPP
2_1_W_H_Zimmer,Boiler (Coal),PJM
2_1_Welsh,Boiler (Coal),SPP
2_1_White_Bluff,Boiler (Coal),MISO
2_1_Winyah,Boiler (Coal),SE
2_2_Cumberland__TN_,Boiler (Coal),SE
2_2_Dunkirk_Generating_Plant,Boiler (Coal),NE
2_2_Silver_Bay_Power,Boiler (Coal),MISO
2_3_Silver_Bay_Power,Boiler (Coal),MISO
2_A_B_Brown,Boiler (Coal),MISO
2_A_Dan_E_Karn,Boiler (Coal),MISO
2_AES_Petersburg,Boiler (Coal),MISO
2_Antelope_Valley,Boiler (Coal),SPP
2_B_Dan_E_Karn,Boiler (Coal),MISO
2_Baldwin_Energy_Complex,Boiler (Coal),MISO
2_Belews_Creek,Boiler (Coal),SE
2_Belle_River,Boiler (Coal),MISO
2_Boundary_Dam,Boiler (Coal),CAN
2_Bowen,Boiler (Coal),SE
2_Cardinal,Boiler (Coal),PJM
2_Cayuga,Boiler (Coal),MISO
2_Cayuga_Operating_Company,Boiler (Coal),NE
2_Charles_R_Lowman,Boiler (Coal),SE
2_Clay_Boswell,Boiler (Coal),MISO
2_Clifty_Creek,Boiler (Coal),PJM
2_Clover,Boiler (Coal),PJM
2_Coal_Creek,Boiler (Coal),MISO
2_Coffeen,Boiler (Coal),MISO
2_Columbia__WI_,Boiler (Coal),MISO
2_Dallman,Boiler (Coal),MISO
2_E_W_Brown,Boiler (Coal),SE
2_East_Bend,Boiler (Coal),PJM
2_Elmer_Smith,Boiler (Coal),SE
2_F_B_Culley,Boiler (Coal),MISO
2_FirstEnergy_Bruce_Mansfield,Boiler (Coal),PJM
2_FirstEnergy_Fort_Martin_Power_Station,Boiler (Coal),PJM
2_FirstEnergy_Harrison_Power_Station,Boiler (Coal),PJM
2_FirstEnergy_Pleasants_Power_Station,Boiler (Coal),PJM
2_Gerald_Gentleman,Boiler (Coal),SPP
2_Ghent,Boiler (Coal),SE
2_Gibson,Boiler (Coal),MISO
2_GREC,Boiler (Coal),SPP
2_Greene_County,Boiler (Coal),SE
2_H_Chalk_Point_LLC,Boiler (Coal),PJM
2_H_Conemaugh,Boiler (Coal),PJM
2_H_Dickerson,Boiler (Coal),PJM
2_H_Keystone,Boiler (Coal),PJM
2_H_Sioux,Boiler (Coal),MISO
2_H_South_Oak_Creek,Boiler (Coal),MISO
2_H_Waukegan,Boiler (Coal),PJM
2_Hammond,Boiler (Coal),SE
2_Holcomb,Boiler (Coal),SPP
2_Homer_City_Generating_Station,Boiler (Coal),PJM
2_Iatan,Boiler (Coal),SPP
2_J_H_Campbell,Boiler (Coal),MISO
2_J_M_Stuart,Boiler (Coal),PJM
2_James_H_Miller_Jr,Boiler (Coal),SE
2_John_E_Amos,Boiler (Coal),PJM
2_Joppa_Steam,Boiler (Coal),MISO
2_Kenneth_C_Coleman,Boiler (Coal),MISO
2_Killen_Station,Boiler (Coal),PJM
2_Kincaid_Generation_LLC,Boiler (Coal),PJM
2_Kyger_Creek,Boiler (Coal),PJM
2_L_Belews_Creek,Boiler (Coal),SE
2_L_Chalk_Point_LLC,Boiler (Coal),PJM
2_L_Conemaugh,Boiler (Coal),PJM
2_L_Dickerson,Boiler (Coal),PJM
2_L_G_G_Allen,Boiler (Coal),SE
2_L_Keystone,Boiler (Coal),PJM
2_L_Marshall__NC_,Boiler (Coal),SE
2_L_Sioux,Boiler (Coal),MISO
2_L_South_Oak_Creek,Boiler (Coal),MISO
2_L_Waukegan,Boiler (Coal),PJM
2_La_Cygne,Boiler (Coal),SPP
2_Labadie,Boiler (Coal),MISO
2_Leland_Olds,Boiler (Coal),SPP
2_Lingan,Boiler (Coal),CAN
2_Marshall__NC_,Boiler (Coal),SE
2_Mecklenburg_Power_Station,Boiler (Coal),PJM
2_Merom,Boiler (Coal),MISO
2_Merrimack,Boiler (Coal),NE
2_Mill_Creek__KY_,Boiler (Coal),SE
2_Mitchell__WV_,Boiler (Coal),PJM
2_Monroe__MI_,Boiler (Coal),MISO
2_Nebraska_City,Boiler (Coal),SPP
2_Paradise,Boiler (Coal),SE
2_Pleasant_Prairie,Boiler (Coal),MISO
2_Poplar_River,Boiler (Coal),CAN
2_Prairie_State_Generating_Station,Boiler (Coal),MISO
2_Pt__Tupper,Boiler (Coal),CAN
2_R_D_Green,Boiler (Coal),MISO
2_R_D_Morrow,Boiler (Coal),MISO
2_R_Gallagher,Boiler (Coal),MISO
2_Rush_Island,Boiler (Coal),MISO
2_Scherer,Boiler (Coal),SE
2_Sheldon,Boiler (Coal),SPP
2_Shiras,Boiler (Coal),MISO
2_Trimble_County,Boiler (Coal),SE
2_Victor_J_Daniel_Jr,Boiler (Coal),SE
2_Wansley,Boiler (Coal),SE
2_Warrick,Boiler (Coal),MISO
2_Wateree,Boiler (Coal),SE
2_Whelan_Energy_Center,Boiler (Coal),SPP
2H_Brunner_Island,Boiler (Coal),PJM
2H_General_James_M_Gavin,Boiler (Coal),PJM
2H_Rockport,Boiler (Coal),PJM
2L_Brunner_Island,Boiler (Coal),PJM
2R_General_James_M_Gavin,Boiler (Coal),PJM
2R_Rockport,Boiler (Coal),PJM
3_1_Big_Bend,Boiler (Coal),SE
3_1_Big_Cajun_2,Boiler (Coal),MISO
3_1_Brame_Energy_Center,Boiler (Coal),MISO
3_1_Coleson_Cove__NBPO_,Boiler (Coal),CAN
3_1_Cross,Boiler (Coal),SE
3_1_Dunkirk_Generating_Plant,Boiler (Coal),NE
3_1_Gallatin__TN_,Boiler (Coal),SE
3_1_H_L_Spurlock,Boiler (Coal),PJM
3_1_Harrington,Boiler (Coal),SPP
3_1_Jeffrey_Energy_Center,Boiler (Coal),SPP
3_1_Kingston,Boiler (Coal),SE
3_1_Muskogee,Boiler (Coal),SPP
3_1_Nanticoke__OPG_,Boiler (Coal),CAN
3_1_Roxboro,Boiler (Coal),SE
3_1_Shawnee,Boiler (Coal),SE
3_1_Thomas_Hill,Boiler (Coal),SE
3_1_Winyah,Boiler (Coal),SE
3_2_Dunkirk_Generating_Plant,Boiler (Coal),NE
3_2_Silver_Bay_Power,Boiler (Coal),MISO
3_AES_Petersburg,Boiler (Coal),MISO
3_Baldwin_Energy_Complex,Boiler (Coal),MISO
3_Blue_Valley,Boiler (Coal),SPP
3_Boundary_Dam,Boiler (Coal),CAN
3_Bowen,Boiler (Coal),SE
3_Bridgeport_Station,Boiler (Coal),NE
3_Brunner_Island,Boiler (Coal),PJM
3_Cardinal,Boiler (Coal),PJM
3_Charles_R_Lowman,Boiler (Coal),SE
3_Chesterfield,Boiler (Coal),PJM
3_Clay_Boswell,Boiler (Coal),MISO
3_Clifty_Creek,Boiler (Coal),PJM
3_Dallman,Boiler (Coal),MISO
3_E_W_Brown,Boiler (Coal),SE
3_F_B_Culley,Boiler (Coal),MISO
3_FirstEnergy_Bruce_Mansfield,Boiler (Coal),PJM
3_FirstEnergy_Harrison_Power_Station,Boiler (Coal),PJM
3_G_G_Allen,Boiler (Coal),SE
3_Genoa,Boiler (Coal),MISO
3_George_Neal_North,Boiler (Coal),MISO
3_Ghent,Boiler (Coal),SE
3_Gibson,Boiler (Coal),MISO
3_H_Dickerson,Boiler (Coal),PJM
3_H_South_Oak_Creek,Boiler (Coal),MISO
3_Hammond,Boiler (Coal),SE
3_HMP_L_Station_Two_Henderson,Boiler (Coal),MISO
3_Homer_City_Generating_Station,Boiler (Coal),PJM
3_J_B_Sims,Boiler (Coal),MISO
3_J_H_Campbell,Boiler (Coal),MISO
3_J_M_Stuart,Boiler (Coal),PJM
3_James_H_Miller_Jr,Boiler (Coal),SE
3_James_River_Power_Station,Boiler (Coal),SPP
3_Joppa_Steam,Boiler (Coal),MISO
3_Kenneth_C_Coleman,Boiler (Coal),MISO
3_Kyger_Creek,Boiler (Coal),PJM
3_L_Dickerson,Boiler (Coal),PJM
3_L_G_G_Allen,Boiler (Coal),SE
3_L_South_Oak_Creek,Boiler (Coal),MISO
3_Labadie,Boiler (Coal),MISO
3_Lingan,Boiler (Coal),CAN
3_Marshall__NC_,Boiler (Coal),SE
3_Mill_Creek__KY_,Boiler (Coal),SE
3_Monroe__MI_,Boiler (Coal),MISO
3_Mt_Storm,Boiler (Coal),PJM
3_Scherer,Boiler (Coal),SE
3_Sherburne_County,Boiler (Coal),MISO
3_Shiras,Boiler (Coal),MISO
3_Sibley,Boiler (Coal),SPP
3_Taconite_Harbor_Energy_Center,Boiler (Coal),MISO
3_Walter_Scott_Jr_Energy_Center,Boiler (Coal),MISO
3_Warrick,Boiler (Coal),MISO
3_Weston,Boiler (Coal),MISO
3_Willmar,Boiler (Coal),MISO
30_Seminole__FL_,Boiler (Coal),SE
31_Ebensburg_Power,Boiler (Coal),PJM
3H_John_E_Amos,Boiler (Coal),PJM
3R_John_E_Amos,Boiler (Coal),PJM
4_1_Big_Bend,Boiler (Coal),SE
4_1_Cross,Boiler (Coal),SE
4_1_Gallatin__TN_,Boiler (Coal),SE
4_1_H_L_Spurlock,Boiler (Coal),PJM
4_1_Kingston,Boiler (Coal),SE
4_1_Nanticoke__OPG_,Boiler (Coal),CAN
4_1_Roxboro,Boiler (Coal),SE
4_1_Shawnee,Boiler (Coal),SE
4_1_Winyah,Boiler (Coal),SE
4_AES_Petersburg,Boiler (Coal),MISO
4_Barry,Boiler (Coal),SE
4_Boundary_Dam,Boiler (Coal),CAN
4_Bowen,Boiler (Coal),SE
4_Chesterfield,Boiler (Coal),PJM
4_Clay_Boswell,Boiler (Coal),MISO
4_Clifty_Creek,Boiler (Coal),PJM
4_Conesville,Boiler (Coal),PJM
4_Dallman,Boiler (Coal),MISO
4_G_G_Allen,Boiler (Coal),SE
4_George_Neal_South,Boiler (Coal),MISO
4_Ghent,Boiler (Coal),SE
4_Gibson,Boiler (Coal),MISO
4_Hammond,Boiler (Coal),SE
4_HMP_L_Station_Two_Henderson,Boiler (Coal),MISO
4_Indian_River_Generating_Station,Boiler (Coal),PJM
4_J_M_Stuart,Boiler (Coal),PJM
4_James_H_Miller_Jr,Boiler (Coal),SE
4_James_River_Power_Station,Boiler (Coal),SPP
4_Joppa_Steam,Boiler (Coal),MISO
4_Kaukauna_Paper_Mill,Boiler (Coal),MISO
4_Kyger_Creek,Boiler (Coal),PJM
4_Labadie,Boiler (Coal),MISO
4_Lansing,Boiler (Coal),MISO
4_Lingan,Boiler (Coal),CAN
4_Marion,Boiler (Coal),MISO
4_Marshall__NC_,Boiler (Coal),SE
4_Mill_Creek__KY_,Boiler (Coal),SE
4_Monroe__MI_,Boiler (Coal),MISO
4_North_Omaha,Boiler (Coal),SPP
4_Prairie_Creek,Boiler (Coal),MISO
4_R_Gallagher,Boiler (Coal),MISO
4_Scherer,Boiler (Coal),SE
4_Walter_Scott_Jr_Energy_Center,Boiler (Coal),MISO
4_Warrick,Boiler (Coal),MISO
4_Weston,Boiler (Coal),MISO
5_1_Kingston,Boiler (Coal),SE
5_1_Shawnee,Boiler (Coal),SE
5_Barry,Boiler (Coal),SE
5_Biron_Mill,Boiler (Coal),MISO
5_Boundary_Dam,Boiler (Coal),CAN
5_Brandon,Boiler (Coal),CAN
5_Chesterfield,Boiler (Coal),PJM
5_Clifty_Creek,Boiler (Coal),PJM
5_Conesville,Boiler (Coal),PJM
5_Crist,Boiler (Coal),SE
5_E_C_Gaston,Boiler (Coal),SE
5_Edgewater,Boiler (Coal),MISO
5_FirstEnergy_W_H_Sammis,Boiler (Coal),PJM
5_G_G_Allen,Boiler (Coal),SE
5_Gibson,Boiler (Coal),MISO
5_Hawthorn,Boiler (Coal),SPP
5_James_E__Rogers_Energy_Complex,Boiler (Coal),SE
5_James_River_Power_Station,Boiler (Coal),SPP
5_Joppa_Steam,Boiler (Coal),MISO
5_Kyger_Creek,Boiler (Coal),PJM
5_North_Omaha,Boiler (Coal),SPP
5_Powerton,Boiler (Coal),PJM
5_Riverside,Boiler (Coal),MISO
5_Robert_A_Reid,Boiler (Coal),MISO
5_Trenton__NSPI_,Boiler (Coal),CAN
6_1_Kingston,Boiler (Coal),SE
6_1_Shawnee,Boiler (Coal),SE
6_Archer_Daniels_Midland_Cedar_Rapids,Boiler (Coal),MISO
6_Boundary_Dam,Boiler (Coal),CAN
6_Chesterfield,Boiler (Coal),PJM
6_Clifty_Creek,Boiler (Coal),PJM
6_Conesville,Boiler (Coal),PJM
6_Crist,Boiler (Coal),SE
6_FirstEnergy_W_H_Sammis,Boiler (Coal),PJM
6_Havana,Boiler (Coal),MISO
6_James_De_Young,Boiler (Coal),MISO
6_James_E__Rogers_Energy_Complex,Boiler (Coal),SE
6_John_P_Madgett,Boiler (Coal),MISO
6_Joppa_Steam,Boiler (Coal),MISO
6_Powerton,Boiler (Coal),PJM
6_Streeter_Station,Boiler (Coal),MISO
6_Trenton__NSPI_,Boiler (Coal),CAN
7_1_Kingston,Boiler (Coal),SE
7_1_Shawnee,Boiler (Coal),SE
7_Ames_Electric_Services_Power_Plant,Boiler (Coal),MISO
7_Columbia__MO_,Boiler (Coal),MISO
7_Crist,Boiler (Coal),SE
7_FirstEnergy_W_H_Sammis,Boiler (Coal),PJM
7_Lon_Wright,Boiler (Coal),SPP
7_Miami_Fort,Boiler (Coal),PJM
8_1_Kingston,Boiler (Coal),SE
8_1_Shawnee,Boiler (Coal),SE
8_Ames_Electric_Services_Power_Plant,Boiler (Coal),MISO
8_Gorgas,Boiler (Coal),SE
8_Lon_Wright,Boiler (Coal),SPP
8_Miami_Fort,Boiler (Coal),PJM
8_Muscatine_Plant__1,Boiler (Coal),MISO
8_Pulliam,Boiler (Coal),MISO
8_South_Oak_Creek,Boiler (Coal),MISO
9_1_Kingston,Boiler (Coal),SE
9_1_Shawnee,Boiler (Coal),SE
9_Avon_Lake,Boiler (Coal),PJM
9_Gorgas,Boiler (Coal),SE
9_Manitowoc,Boiler (Coal),MISO
9_Muscatine_Plant__1,Boiler (Coal),MISO
A_Birchwood_Power,Boiler (Coal),PJM
A_Edgecombe_Genco_LLC,Boiler (Coal),PJM
A_J_H_Campbell,Boiler (Coal),MISO
A_Muscatine_Plant__1,Boiler (Coal),MISO
A_Spruance_Genco_LLC,Boiler (Coal),PJM
B_Edgecombe_Genco_LLC,Boiler (Coal),PJM
B_J_H_Campbell,Boiler (Coal),MISO
B_Spruance_Genco_LLC,Boiler (Coal),PJM
C_Spruance_Genco_LLC,Boiler (Coal),PJM
D_Spruance_Genco_LLC,Boiler (Coal),PJM
H_Hennepin_Power_Station,Boiler (Coal),MISO
H_Herbert_A_Wagner,Boiler (Coal),PJM
H1_Mt_Storm,Boiler (Coal),PJM
H2_Mt_Storm,Boiler (Coal),PJM
L_Hennepin_Power_Station,Boiler (Coal),MISO
L_Herbert_A_Wagner,Boiler (Coal),PJM
