Interface,Category,Line,Flow Direction,Max Flow,Min Flow,Node From,Node To,Region From,Region To
0_NPCC,EI_Interface,111378_115728_115kV_Z1,1,6494.1,-6494.1,115728_BELLROCK E_115,111378_BELLROCK_115,NPCC,NPCC
0_NPCC,EI_Interface,118181_118183_69kV_1,1,6494.1,-6494.1,118183_DEXTER W_69,118181_JEPSON E_69,NPCC,NPCC
0_NPCC,EI_Interface,118180_118181_69kV_1,-1,6494.1,-6494.1,118181_JEPSON E_69,118180_DEXTER E_69,NPCC,NPCC
0_NPCC,EI_Interface,182460_183210_69kV_1,-1,6494.1,-6494.1,183210_SCOEUR_69,182460_BASQUE     A_69,NPCC,NPCC
0_NPCC,EI_Interface,189106_189709_735kV_1,-1,6494.1,-6494.1,189709_ARN<D>_735,189106_MIC<A>_735,NPCC,NPCC
0_NPCC,EI_Interface,189305_189809_735kV_1,-1,6494.1,-6494.1,189809_ARN<E>_735,189305_MAN<A>_735,NPCC,NPCC
0_NPCC,EI_Interface,189405_189909_735kV_1,-1,6494.1,-6494.1,189909_ARN<F>_735,189405_MAN<B>_735,NPCC,NPCC
0_SEMASS,EI_Interface,111378_115719_115kV_1,1,281,-281,115719_TIVERTN 14_T_115,111378_BELLROCK_115,SEMASS,NPCC
0_SEMASS,EI_Interface,111378_115727_115kV_Z1,1,281,-281,115727_BELLROCK W_115,111378_BELLROCK_115,SEMASS,NPCC
0_SEMASS,EI_Interface,118179_118181_69kV_1,-1,281,-281,118181_JEPSON E_69,118179_NAVY TAP_69,SEMASS,NPCC
AEC_MISO-MS,EI_Interface,317009_318261_230kV_1,1,460,-460,318261_6SE.GREEN_230,317009_6MC SW230_230,MISO-MS,AEC
AEC_MISO-MS,EI_Interface,317096_318001_230kV_1,1,460,-460,318001_6W WAYNSB_230,317096_6CHATOM_230,MISO-MS,AEC
AEC_SOCO,EI_Interface,317017_384558_230kV_1,1,19973,-19973,384558_6GREENVL6_230,317017_6BELLVIL_230,SOCO,AEC
AEC_SOCO,EI_Interface,317039_385517_115kV_1,1,19973,-19973,385517_3FULL RD3_115,317039_3LEE CNTY SW_115,SOCO,AEC
AEC_SOCO,EI_Interface,317050_381101_115kV_1,1,19973,-19973,381101_3GEORGE DAM_115,317050_3CAPPS SW_115,SOCO,AEC
AEC_SOCO,EI_Interface,317060_381101_115kV_1,1,19973,-19973,381101_3GEORGE DAM_115,317060_3JUDSN TP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317099_384573_115kV_1,1,19973,-19973,384573_3BOISE_115,317099_3LOWMAN3_115,SOCO,AEC
AEC_SOCO,EI_Interface,317099_385121_115kV_1,1,19973,-19973,385121_3BOISE TP_115,317099_3LOWMAN3_115,SOCO,AEC
AEC_SOCO,EI_Interface,317105_384586_230kV_1,1,19973,-19973,384586_6W MCTSH6_230,317105_6LOWMAN_230,SOCO,AEC
AEC_SOCO,EI_Interface,317108_384574_115kV_1,1,19973,-19973,384574_3MCINOLIN_115,317108_3CAES_115,SOCO,AEC
AEC_SOCO,EI_Interface,317108_384585_115kV_1,1,19973,-19973,384585_3W MCTSH3_115,317108_3CAES_115,SOCO,AEC
AEC_SOCO,EI_Interface,317108_384636_115kV_1,1,19973,-19973,384636_3MTVERNTS_115,317108_3CAES_115,SOCO,AEC
AEC_SOCO,EI_Interface,317108_385325_115kV_1,1,19973,-19973,385325_3BAY GAS TAP_115,317108_3CAES_115,SOCO,AEC
AEC_SOCO,EI_Interface,317121_317133_115kV_1,1,19973,-19973,317133_3CARYVIL J_115,317121_3BONIFAY_PS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317121_387570_115kV_1,1,19973,-19973,387570_3BONIFAY_115,317121_3BONIFAY_PS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317132_317133_115kV_1,1,19973,-19973,317133_3CARYVIL J_115,317132_3WESTVIL_115,SOCO,AEC
AEC_SOCO,EI_Interface,317149_384623_230kV_1,1,19973,-19973,384623_6N BREW 6_230,317149_6OPP_230,SOCO,AEC
AEC_SOCO,EI_Interface,317149_385351_230kV_1,1,19973,-19973,385351_6S.ENTER TS6_230,317149_6OPP_230,SOCO,AEC
AEC_SOCO,EI_Interface,317187_384628_115kV_1,1,19973,-19973,384628_3PERDIDO_115,317187_3ATMORE S_115,SOCO,AEC
AEC_SOCO,EI_Interface,317187_385113_115kV_1,1,19973,-19973,385113_3S ATMORE_115,317187_3ATMORE S_115,SOCO,AEC
AEC_SOCO,EI_Interface,317207_387861_115kV_1,1,19973,-19973,387861_3CALLAWAY3_115,317207_3GASKIN 3_115,SOCO,AEC
AEC_SOCO,EI_Interface,317212_387320_115kV_1,1,19973,-19973,387320_3NICEVLE_115,317212_3BLUEWTER_115,SOCO,AEC
AEC_SOCO,EI_Interface,317212_387783_115kV_1,1,19973,-19973,387783_3CRSTLBCH_115,317212_3BLUEWTER_115,SOCO,AEC
AEC_SOCO,EI_Interface,317213_384641_115kV_1,1,19973,-19973,384641_3SILVER 3 B2_115,317213_3SHILLAEC_115,SOCO,AEC
AEC_SOCO,EI_Interface,317216_387889_115kV_1,1,19973,-19973,387889_3G BCH TP_115,317216_3GRAY BCH_115,SOCO,AEC
AEC_SOCO,EI_Interface,317219_387773_115kV_1,1,19973,-19973,387773_3POWEL LK_115,317219_3E LAKE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317220_387775_115kV_1,1,19973,-19973,387775_3SNT ROSA_115,317220_3SROSABCH_115,SOCO,AEC
AEC_SOCO,EI_Interface,317220_387780_115kV_1,1,19973,-19973,387780_3MIRAMAR_115,317220_3SROSABCH_115,SOCO,AEC
AEC_SOCO,EI_Interface,317224_387889_115kV_1,1,19973,-19973,387889_3G BCH TP_115,317224_3PTWASHTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317231_387775_115kV_Z1,1,19973,-19973,387775_3SNT ROSA_115,317231_3S WALTON_115,SOCO,AEC
AEC_SOCO,EI_Interface,317243_384662_115kV_1,1,19973,-19973,384662_3FOLEY TP_115,317243_3TURKEY H_A_115,SOCO,AEC
AEC_SOCO,EI_Interface,317249_385240_115kV_1,1,19973,-19973,385240_3LOXLEYTP_115,317249_3LOXLEY_115,SOCO,AEC
AEC_SOCO,EI_Interface,317250_384663_115kV_1,1,19973,-19973,384663_3EMCBARN_115,317250_3TURKEY H_B_115,SOCO,AEC
AEC_SOCO,EI_Interface,317250_384883_115kV_1,1,19973,-19973,384883_3BARNWLTP_115,317250_3TURKEY H_B_115,SOCO,AEC
AEC_SOCO,EI_Interface,317258_384630_115kV_1,1,19973,-19973,384630_3BAYMINTS_115,317258_3S.BAYMIT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317264_384640_230kV_1,1,19973,-19973,384640_6SILVER 6_230,317264_6ELSNRSW6_230,SOCO,AEC
AEC_SOCO,EI_Interface,317264_385173_230kV_1,1,19973,-19973,385173_6SEMINOL6_230,317264_6ELSNRSW6_230,SOCO,AEC
AEC_SOCO,EI_Interface,317266_384883_115kV_1,1,19973,-19973,384883_3BARNWLTP_115,317266_3MAGNOLIA_AL_115,SOCO,AEC
AEC_SOCO,EI_Interface,317267_384876_115kV_1,1,19973,-19973,384876_3WETDS TP_115,317267_3PS_WETTP1_115,SOCO,AEC
AEC_SOCO,EI_Interface,317267_385075_115kV_1,1,19973,-19973,385075_3RUSSTAP2_115,317267_3PS_WETTP1_115,SOCO,AEC
AEC_SOCO,EI_Interface,317269_385369_115kV_Z1,1,19973,-19973,385369_3PS_WETTP2_115,317269_3PS_WETMPKA_115,SOCO,AEC
AEC_SOCO,EI_Interface,317271_384461_115kV_1,1,19973,-19973,384461_3DWNG_TP_115,317271_3WOODDRTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317277_385066_115kV_1,1,19973,-19973,385066_3WETUMPDS_115,317277_3REDLAND_115,SOCO,AEC
AEC_SOCO,EI_Interface,317279_385214_115kV_1,1,19973,-19973,385214_3ELMORETP_115,317279_3MILBRK_115,SOCO,AEC
AEC_SOCO,EI_Interface,317279_385898_115kV_1,1,19973,-19973,385898_3CO LINE3_115,317279_3MILBRK_115,SOCO,AEC
AEC_SOCO,EI_Interface,317280_384518_115kV_1,1,19973,-19973,384518_3ELMORE_115,317280_3SPGNTAP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317280_385214_115kV_1,1,19973,-19973,385214_3ELMORETP_115,317280_3SPGNTAP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317281_384742_115kV_1,1,19973,-19973,384742_3SABIC_115,317281_3BURKVILLE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317281_385211_115kV_1,1,19973,-19973,385211_3MOBIS_115,317281_3BURKVILLE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317311_387520_115kV_1,1,19973,-19973,387520_3CYPRESS_115,317311_3W GR RDG_115,SOCO,AEC
AEC_SOCO,EI_Interface,317311_387596_115kV_1,1,19973,-19973,387596_3RAT POND_115,317311_3W GR RDG_115,SOCO,AEC
AEC_SOCO,EI_Interface,317312_387528_115kV_1,1,19973,-19973,387528_3SINAI3_115,317312_3SNEADS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317312_387596_115kV_1,1,19973,-19973,387596_3RAT POND_115,317312_3SNEADS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317315_385085_115kV_1,1,19973,-19973,385085_3GENEVATP_115,317315_3PITTMAN_115,SOCO,AEC
AEC_SOCO,EI_Interface,317315_387545_115kV_1,1,19973,-19973,387545_3HOLMES C_115,317315_3PITTMAN_115,SOCO,AEC
AEC_SOCO,EI_Interface,317316_387500_115kV_1,1,19973,-19973,387500_3ALFORD T_115,317316_3ALFORD_115,SOCO,AEC
AEC_SOCO,EI_Interface,317317_387528_115kV_1,1,19973,-19973,387528_3SINAI3_115,317317_3ALTHA PS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317417_385090_115kV_1,1,19973,-19973,385090_3DEER CK_115,317417_3THORTNRD_115,SOCO,AEC
AEC_SOCO,EI_Interface,317419_384535_115kV_1,1,19973,-19973,384535_3MITLNETP_115,317419_3MITYLENE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317421_380604_115kV_1,1,19973,-19973,380604_3W PT DAM_115,317421_3ANDREWJT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317422_384116_115kV_1,1,19973,-19973,384116_3BEEHIVE_TP_115,317422_3BEE_HIVE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317423_384418_115kV_1,1,19973,-19973,384418_3MART DAM SB_115,317423_3FARMVIL AEC_115,SOCO,AEC
AEC_SOCO,EI_Interface,317423_385292_115kV_1,1,19973,-19973,385292_3FARMVIL RD_115,317423_3FARMVIL AEC_115,SOCO,AEC
AEC_SOCO,EI_Interface,317424_387120_115kV_1,1,19973,-19973,387120_3MUNSON_115,317424_3HOLT_GU_115,SOCO,AEC
AEC_SOCO,EI_Interface,317424_387332_115kV_1,1,19973,-19973,387332_3CRESTVW B2_115,317424_3HOLT_GU_115,SOCO,AEC
AEC_SOCO,EI_Interface,317426_384114_115kV_1,1,19973,-19973,384114_3OSWICHTP_115,317426_3OSWICHEE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317427_384115_115kV_1,1,19973,-19973,384115_3MMILLTP_115,317427_3MURPHYML_115,SOCO,AEC
AEC_SOCO,EI_Interface,317428_384462_115kV_1,1,19973,-19973,384462_3SEALE RD_115,317428_3FT_MITCH_115,SOCO,AEC
AEC_SOCO,EI_Interface,317428_384468_115kV_1,1,19973,-19973,384468_3FT MITCH_115,317428_3FT_MITCH_115,SOCO,AEC
AEC_SOCO,EI_Interface,317437_384499_115kV_1,1,19973,-19973,384499_3RF HENRY_115,317437_3TRICKEM_JCT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317550_384307_115kV_1,1,19973,-19973,384307_3NATCEMTP_115,317550_3COOSA RV_115,SOCO,AEC
AEC_SOCO,EI_Interface,317551_385309_115kV_1,1,19973,-19973,385309_3EBOGA TP_115,317551_3EASTBOGA_115,SOCO,AEC
AEC_SOCO,EI_Interface,317552_384302_115kV_1,1,19973,-19973,384302_3JAXSHOAL_115,317552_3EMBRY_115,SOCO,AEC
AEC_SOCO,EI_Interface,317552_385222_115kV_1,1,19973,-19973,385222_3COGSWLTP_115,317552_3EMBRY_115,SOCO,AEC
AEC_SOCO,EI_Interface,317553_384393_115kV_1,1,19973,-19973,384393_3TALLADEG_115,317553_3TALADEGA_115,SOCO,AEC
AEC_SOCO,EI_Interface,317553_384831_115kV_1,1,19973,-19973,384831_3NSYL TAP_115,317553_3TALADEGA_115,SOCO,AEC
AEC_SOCO,EI_Interface,317554_384302_115kV_1,1,19973,-19973,384302_3JAXSHOAL_115,317554_3PROVIDENCE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317554_384898_115kV_1,1,19973,-19973,384898_3WTALADEG_115,317554_3PROVIDENCE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317601_384507_115kV_1,1,19973,-19973,384507_3CLANT DS_115,317601_3AECCLNTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317601_385097_115kV_1,1,19973,-19973,385097_3PPLCLNTP_115,317601_3AECCLNTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317800_385332_115kV_1,1,19973,-19973,385332_3STATE TAP_115,317800_3STATESVILLE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317802_384502_115kV_1,1,19973,-19973,384502_3VIDA TS_115,317802_3KINGSTON TP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317803_384413_115kV_1,1,19973,-19973,384413_3RUSS TAP_115,317803_3RAY_115,SOCO,AEC
AEC_SOCO,EI_Interface,317803_384984_115kV_1,1,19973,-19973,384984_3COOSA TS_115,317803_3RAY_115,SOCO,AEC
AEC_SOCO,EI_Interface,317804_387775_115kV_1,1,19973,-19973,387775_3SNT ROSA_115,317804_3HEWETT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317804_387778_115kV_1,1,19973,-19973,387778_3SANDESTN_115,317804_3HEWETT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317980_385359_115kV_1,1,19973,-19973,385359_3SELMA_PS TP_115,317980_3SELMA_PS_115,SOCO,AEC
AEC_SOCO,EI_Interface,317986_385258_115kV_1,1,19973,-19973,385258_3THORSTP_115,317986_3AEC THOR_115,SOCO,AEC
AEC_SOCO,EI_Interface,317987_384549_115kV_1,1,19973,-19973,384549_3MERRY TP_115,317987_3CECIL TP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317987_384551_115kV_1,1,19973,-19973,384551_3ECICECIL_115,317987_3CECIL TP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317987_384552_115kV_1,1,19973,-19973,384552_3UNION SP_115,317987_3CECIL TP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317990_384631_115kV_1,1,19973,-19973,384631_3BAYMINDS_115,317990_3STEELWOD_115,SOCO,AEC
AEC_SOCO,EI_Interface,317991_384391_115kV_1,1,19973,-19973,384391_3CHILDERS_115,317991_3NEWCHLDT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317991_384392_115kV_1,1,19973,-19973,384392_3CEN HILL_115,317991_3NEWCHLDT_115,SOCO,AEC
AEC_SOCO,EI_Interface,317995_384552_115kV_1,1,19973,-19973,384552_3UNION SP_115,317995_3HARDWYTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317995_385257_115kV_1,1,19973,-19973,385257_3HALACLTP_115,317995_3HARDWYTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317996_384113_115kV_1,1,19973,-19973,384113_3FISH RV CAP_115,317996_3FISHRVTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317996_384641_115kV_1,1,19973,-19973,384641_3SILVER 3 B2_115,317996_3FISHRVTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317997_384503_115kV_1,1,19973,-19973,384503_3HOLTVILL_115,317997_3INTERSTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,317998_384388_115kV_1,1,19973,-19973,384388_3CPLSTIVS_115,317998_3GRASMERE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317998_384848_115kV_1,1,19973,-19973,384848_3STEPH PR_115,317998_3GRASMERE_115,SOCO,AEC
AEC_SOCO,EI_Interface,317999_385128_115kV_1,1,19973,-19973,385128_3S ROBERT_115,317999_3SUMMERTP_115,SOCO,AEC
AEC_SOCO,EI_Interface,384548_384549_115kV_1,1,19973,-19973,384549_3MERRY TP_115,384548_3ECI HALS_115,SOCO,AEC
AEC_SOCO,EI_Interface,384547_384548_115kV_1,-1,19973,-19973,384548_3ECI HALS_115,384547_3PINEDALE_115,SOCO,AEC
AEC_SOCO,EI_Interface,384882_385407_115kV_1,-1,19973,-19973,385407_3UCHEECK_115,384882_3MEADXRDS_115,SOCO,AEC
AECIZ_CBPC-NIPCO,EI_Interface,300097_652560_161kV_1,1,104,-104,652560_CRESTON5_161,300097_5MARYVL_161,CBPC-NIPCO,AECIZ
AECIZ_CSWS+,EI_Interface,300069_512648_161kV_1,1,7895,-7895,512648_MAID   5_161,300069_5CHOTEAU1_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300138_512749_138kV_1,1,7895,-7895,512749_PAWNSW4_138,300138_4CLEVLND_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300139_512749_138kV_1,1,7895,-7895,512749_PAWNSW4_138,300139_4FAIRFAX_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300140_512726_138kV_1,1,7895,-7895,512726_SILVCTYGR4_138,300140_4SILVCTY_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300141_512731_138kV_1,1,7895,-7895,512731_NORTHTP4_138,300141_4STILWTR_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300146_512649_138kV_1,1,7895,-7895,512649_SKIAEAS4_138,300146_4SKIAETP_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300146_512705_138kV_1,1,7895,-7895,512705_COLLINS4_138,300146_4SKIAETP_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300274_512648_161kV_1,1,7895,-7895,512648_MAID   5_161,300274_5LOCSTGV_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300644_512758_69kV_1,1,7895,-7895,512758_2GETTYTAP_69,300644_2GETTY_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300740_512650_345kV_1,1,7895,-7895,512650_GRDA1  7_345,300740_7SPORTSMAN_345,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300757_512720_69kV_1,1,7895,-7895,512720_JAY GR 2_69,300757_2SW CTY_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300766_512655_161kV_1,1,7895,-7895,512655_TAHLQH 5_161,300766_5BRIGGSTP_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300766_512704_161kV_1,1,7895,-7895,512704_STIWEL5_161,300766_5BRIGGSTP_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300795_510396_138kV_1,1,7895,-7895,510396_N.E.S.-4_138,300795_4OOLOGAH_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300795_512707_138kV_1,1,7895,-7895,512707_CLARMR 4_138,300795_4OOLOGAH_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300829_512672_69kV_1,1,7895,-7895,512672_EXPL TP2_69,300829_2J6_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300829_512673_69kV_1,1,7895,-7895,512673_VINEOTP2_69,300829_2J6_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300830_512636_69kV_1,1,7895,-7895,512636_MIAENEO2_69,300830_2SENECA_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300836_512674_69kV_1,1,7895,-7895,512674_CUSH GR2_69,300836_2CUSHING_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300837_512809_69kV_1,1,7895,-7895,512809_STILLWTR2_69,300837_2KASTLE_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300844_512712_138kV_1,1,7895,-7895,512712_19TH ST4_138,300844_4RAMSEY_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300847_512706_69kV_1,1,7895,-7895,512706_STROUDC2_69,300847_2STROUD_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300859_512652_69kV_1,1,7895,-7895,512652_SALSWGR2_69,300859_2BRUSHY_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300864_512644_69kV_1,1,7895,-7895,512644_GORE GR2_69,300864_2ILINOTP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300874_512657_69kV_1,1,7895,-7895,512657_SALICY22_69,300874_2SALISAW_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300874_512658_69kV_1,1,7895,-7895,512658_SALICY32_69,300874_2SALISAW_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300879_512644_69kV_1,1,7895,-7895,512644_GORE GR2_69,300879_2VIAN_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300879_512652_69kV_1,1,7895,-7895,512652_SALSWGR2_69,300879_2VIAN_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300880_512644_69kV_1,1,7895,-7895,512644_GORE GR2_69,300880_2WEBFALS_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300905_512646_69kV_1,1,7895,-7895,512646_OKAYGR 2_69,300905_2MUSK-SW_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300923_512641_69kV_1,1,7895,-7895,512641_MANFORD2_69,300923_2CEDARPT_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300929_512758_69kV_1,1,7895,-7895,512758_2GETTYTAP_69,300929_2FAIRFAX_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300936_512641_69kV_1,1,7895,-7895,512641_MANFORD2_69,300936_2MANFORD_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300939_512675_69kV_1,1,7895,-7895,512675_PAWNEGR2_69,300939_2PAWNEE_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300939_512758_69kV_1,1,7895,-7895,512758_2GETTYTAP_69,300939_2PAWNEE_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300948_510392_69kV_1,1,7895,-7895,510392_RAMONA 2_69,300948_2SFORKK_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300956_512646_69kV_1,1,7895,-7895,512646_OKAYGR 2_69,300956_2FTGIBSN_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300967_512647_69kV_1,1,7895,-7895,512647_TAHLQH 2_69,300967_2QUALSTP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300970_512646_69kV_1,1,7895,-7895,512646_OKAYGR 2_69,300970_2SWAGONR_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300970_512828_69kV_1,1,7895,-7895,512828_UNARCO 2_69,300970_2SWAGONR_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300971_512824_69kV_1,1,7895,-7895,512824_TAH14CT2_69,300971_2TAHLEQAW_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300972_512697_69kV_1,1,7895,-7895,512697_WAGNOR 2_69,300972_2WAGNERW_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300973_512690_69kV_1,1,7895,-7895,512690_WAGNRTP2_69,300973_2WHITETP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300973_512801_69kV_1,1,7895,-7895,512801_WAGCTY12_69,300973_2WHITETP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300980_512721_69kV_1,1,7895,-7895,512721_STLWLGR2_69,300980_2BALDOR_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300982_512721_69kV_1,1,7895,-7895,512721_STLWLGR2_69,300982_2NGREASY_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300986_512647_69kV_1,1,7895,-7895,512647_TAHLQH 2_69,300986_2TITANTP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300986_512721_69kV_1,1,7895,-7895,512721_STLWLGR2_69,300986_2TITANTP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300987_512715_69kV_1,1,7895,-7895,512715_KANSAS 2_69,300987_2WATTS_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300991_512723_69kV_Z1,1,7895,-7895,512723_CHILDRS2_69,300991_2CHILDRS_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300992_512676_69kV_Z1,1,7895,-7895,512676_COLNSGR2_69,300992_2COLINS_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300993_512627_161kV_1,1,7895,-7895,512627_COLINS 5_161,300993_5ELMCRK_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300993_512638_161kV_1,1,7895,-7895,512638_CATSAGR5_161,300993_5ELMCRK_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300997_512627_161kV_1,1,7895,-7895,512627_COLINS 5_161,300997_5KETONVL_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300997_512651_161kV_1,1,7895,-7895,512651_CLARMR 5_161,300997_5KETONVL_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300998_509791_69kV_1,1,7895,-7895,509791_DAWSON-2_69,300998_2OWASSO_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,300998_512676_69kV_1,1,7895,-7895,512676_COLNSGR2_69,300998_2OWASSO_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301000_512670_69kV_1,1,7895,-7895,512670_WMARTTP2_69,301000_2RAMONA K_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301001_512723_69kV_1,1,7895,-7895,512723_CHILDRS2_69,301001_2SCOFEYV_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301002_512679_69kV_1,1,7895,-7895,512679_CLARMR 2_69,301002_2SEQUOYA_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301002_512725_69kV_1,1,7895,-7895,512725_CHELSGR2_69,301002_2SEQUOYA_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301003_512702_69kV_1,1,7895,-7895,512702_SKIACGR2_69,301003_2SKIATOK_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301004_512676_69kV_1,1,7895,-7895,512676_COLNSGR2_69,301004_2SKIATTP_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301006_512676_69kV_1,1,7895,-7895,512676_COLNSGR2_69,301006_2VERA_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301307_512655_161kV_1,1,7895,-7895,512655_TAHLQH 5_161,301307_5PARK_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301344_512655_161kV_1,1,7895,-7895,512655_TAHLQH 5_161,301344_5CDRCRST_161,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301369_510403_138kV_1,1,7895,-7895,510403_SHIDLER4_138,301369_4REMNGTON_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301413_512809_69kV_1,1,7895,-7895,512809_STILLWTR2_69,301413_2WILLIAMS_69,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301425_512749_138kV_1,1,7895,-7895,512749_PAWNSW4_138,301425_4GLENCOE_138,CSWS+,AECIZ
AECIZ_CSWS+,EI_Interface,301433_512809_69kV_1,1,7895,-7895,512809_STILLWTR2_69,301433_2CIMARRON_69,CSWS+,AECIZ
