Generator,Category
Kyrene4_WI,CT_WI
Kyrene5_WI,CT_WI
Kyrene6_WI,CT_WI
Lake_L1_WI,CT_WI
LaLuzEnergyCenter1_WI,CT_WI
LaLuzEnergyCenter2_WI,CT_WI
Lambie_EC_WI,CT_WI
Lange_WI,CT_WI
LANL_TA_3_GT1_WI,CT_WI
Larkspur1_WI,CT_WI
Larkspur2_WI,CT_WI
Lassen1_WI,CT_WI
Lethbridge_EC_WI,CT_WI
Limon1_WI,CT_WI
Limon2_WI,CT_WI
LindeWilmingtn1_WI,CT_WI
Lithehipe_Agg_WI,CT_WI
LiveOakCogen_WI,CT_WI
Lodi_1_WI,CT_WI
LodiSTIG_WI,CT_WI
LoganCity1_WI,CT_WI
LoganCity2_WI,CT_WI
LoganCity3_WI,CT_WI
LongBeach_GT1_WI,CT_WI
LongBeach_GT2_WI,CT_WI
LongBeach_GT3_WI,CT_WI
LongBeach_GT4_WI,CT_WI
LONGLAKEG1-2_WI,CT_WI
LONGLAKEG2_1_WI,CT_WI
LONGLAKEGT3_1_WI,CT_WI
LONGLAKEGT4_1_WI,CT_WI
Lordsburg1_WI,CT_WI
Lordsburg2_WI,CT_WI
LosEsteros_GT1_WI,CT_WI
LosEsteros_GT2_WI,CT_WI
LosEsteros_GT3_WI,CT_WI
LosEsteros_GT4_WI,CT_WI
LostHillsCogen4_WI,CT_WI
LostHillsCogen5_WI,CT_WI
LostHillsCogen6_WI,CT_WI
Lowe1_1_WI,CT_WI
MACKAY1_1_WI,CT_WI
MAHKESESG1_1_WI,CT_WI
MAHKESESG2_2_WI,CT_WI
Manchief1_WI,CT_WI
Manchief2_WI,CT_WI
Mandalay_3_WI,CT_WI
Mariposa1_WI,CT_WI
Mariposa2_WI,CT_WI
Mariposa3_WI,CT_WI
Mariposa4_WI,CT_WI
MarshLanding1_WI,CT_WI
MarshLanding2_WI,CT_WI
MarshLanding3_WI,CT_WI
MarshLanding4_WI,CT_WI
Maxim_Burdett_WI,CT_WI
Maxim_Coaldale_WI,CT_WI
Maxim_FtMcLeod_WI,CT_WI
Maxim_Taber_WI,CT_WI
Mazeppa_1_WI,CT_WI
McClellan_1_WI,CT_WI
McClure_1_WI,CT_WI
McClure_2_WI,CT_WI
McGrathPeaker_WI,CT_WI
McKittrick_Ltd_WI,CT_WI
McKittrick1_RP_WI,CT_WI
McKittrick2_RP_WI,CT_WI
McMahon_1_WI,CT_WI
McMahon_2_WI,CT_WI
MedicineHat10_WI,CT_WI
MedicineHat11_WI,CT_WI
MedicineHat13_WI,CT_WI
MedicineHat15_WI,CT_WI
MEG_ChristinaLk_WI,CT_WI
MEG_ChristingLk_WI,CT_WI
Mexicali1_WI,CT_WI
Mexicali2_WI,CT_WI
Mexicali3_WI,CT_WI
Mid_Set_Cogen_WI,CT_WI
MidwaySunsetA_WI,CT_WI
MidwaySunsetB_WI,CT_WI
MidwaySunsetC_WI,CT_WI
MilagroCogenA_WI,CT_WI
MilagroCogenB_WI,CT_WI
MillcreekPwrGen1_WI,CT_WI
MillcreekPwrGen2_WI,CT_WI
Minnehik_1A_1_WI,CT_WI
Minnehik_1B_1_WI,CT_WI
Minnehik_2_1_WI,CT_WI
MiraLomaPeaker_WI,CT_WI
MiramarEnergy1_WI,CT_WI
MiramarEnergy2_WI,CT_WI
MMC-Escondido_WI,CT_WI
MMC-Escondido-Rpwr_WI,CT_WI
Montana_1_G1_WI,CT_WI
Montana_2_G2_WI,CT_WI
Montana_3_G3_WI,CT_WI
Montana_4_G4_WI,CT_WI
MoorePark_Agg_WI,CT_WI
MorrowPwrGT_WI,CT_WI
MurrayTurbine1_WI,CT_WI
MurrayTurbine2_WI,CT_WI
MurrayTurbine3_WI,CT_WI
MuskegG1_1_WI,CT_WI
MuskegG2_2_WI,CT_WI
NabiyeColdLake1_WI,CT_WI
NabiyeColdLake2_WI,CT_WI
NeilSimpson_GT1_WI,CT_WI
NeilSimpson_GT2_WI,CT_WI
Niland01_WI,CT_WI
Niland02_WI,CT_WI
Niland03_WI,CT_WI
Niland04_WI,CT_WI
Niland05_WI,CT_WI
Niland06_WI,CT_WI
Niland07_WI,CT_WI
Niland08_WI,CT_WI
Niland09_WI,CT_WI
Niland10_WI,CT_WI
North_Loop_1_WI,CT_WI
North_Loop_2_WI,CT_WI
North_Loop_3_WI,CT_WI
North_Loop_4_WI,CT_WI
Northeast_1_WI,CT_WI
Northeast_2_WI,CT_WI
NRG-EC-SanDiego_WI,CT_WI
NRGrnWndfallPwr_WI,CT_WI
Oakland_Pwr1_WI,CT_WI
Oakland_Pwr2_WI,CT_WI
Oakland_Pwr3_WI,CT_WI
Ocotillo_GT1_WI,CT_WI
Ocotillo_GT2_WI,CT_WI
Oildale_Energy_WI,CT_WI
OrangeGrove1_WI,CT_WI
OrangeGrove2_WI,CT_WI
OTCR-T1CISC-CT01_WI,CT_WI
OTCR-T1CISC-CT02_WI,CT_WI
OTCR-T1CISC-CT03_WI,CT_WI
OTCR-T1CISC-CT04_WI,CT_WI
OTCR-T1CISC-CT05_WI,CT_WI
OTCR-T1CISC-CT06_WI,CT_WI
OTCR-T1CISC-CT07_WI,CT_WI
OTCR-T1CISC-CT08_WI,CT_WI
OTCR-T1CISC-CT09_WI,CT_WI
OTCR-T1CISC-CT10_WI,CT_WI
OTCR-T1CISC-CT11_WI,CT_WI
OTCR-T1CISC-CT12_WI,CT_WI
OTCR-T4CISC-CT1_WI,CT_WI
OTCR-T4CISC-CT2_WI,CT_WI
OTCR-T4CISC-CT3_WI,CT_WI
OTCR-T4CISC-CT4_WI,CT_WI
Oxnard_GEN2_WI,CT_WI
OxnardPaperMill_WI,CT_WI
PalomarMC_WI,CT_WI
PanocheEC1_WI,CT_WI
PanocheEC2_WI,CT_WI
PanocheEC3_WI,CT_WI
PanocheEC4_WI,CT_WI
PanochePeakerCT_WI,CT_WI
PdteJuarez07_WI,CT_WI
PdteJuarezGT1_WI,CT_WI
PdteJuarezGT2_WI,CT_WI
PembinaRedwater_WI,CT_WI
Phillips_RodeoA_WI,CT_WI
Phillips_RodeoB_WI,CT_WI
Phillips_RodeoC_WI,CT_WI
PioPicoEnergyCenter1_WI,CT_WI
PioPicoEnergyCenter2_WI,CT_WI
PioPicoEnergyCenter3_WI,CT_WI
PitchesHnrRanch_WI,CT_WI
PNM_Generic_CT1_WI,CT_WI
PNM_Generic_CT2_WI,CT_WI
PNM_Generic_CT3_WI,CT_WI
PNM_Generic_CT4_WI,CT_WI
PNM_Generic_CT5_WI,CT_WI
Poplar_Hill_1_WI,CT_WI
Primrose_1_WI,CT_WI
Pueblo_IC1_WI,CT_WI
Pueblo_IC2_WI,CT_WI
Pueblo_IC3_WI,CT_WI
Pueblo_IC4_WI,CT_WI
Pueblo_IC5_WI,CT_WI
PuebloAP-1_WI,CT_WI
PuebloAP-2_WI,CT_WI
PuebloAP-GT_WI,CT_WI
Puget_Sound_WI,CT_WI
Pyramid_1_WI,CT_WI
Pyramid_2_WI,CT_WI
Pyramid_3_WI,CT_WI
Pyramid_4_WI,CT_WI
Queenstown_WI,CT_WI
Rainbow1_1_WI,CT_WI
Rainbow2_2_WI,CT_WI
Rainbow3_3_WI,CT_WI
Rainbow4_4_WI,CT_WI
Rainbow5_5_WI,CT_WI
Ralston_1_WI,CT_WI
Rapid_Response_WI,CT_WI
Rathdrum_1_WI,CT_WI
Rathdrum_2_WI,CT_WI
Rawhide_A_WI,CT_WI
Rawhide_B_WI,CT_WI
Rawhide_C_WI,CT_WI
Rawhide_D_WI,CT_WI
Rawhide_F_WI,CT_WI
Ray_D_Nixon_GT1_WI,CT_WI
Ray_D_Nixon_GT2_WI,CT_WI
ReddingPower1_WI,CT_WI
ReddingPower2_WI,CT_WI
ReddingPower3_WI,CT_WI
REDWATER_GT_1_WI,CT_WI
Reeves_3_WI,CT_WI
RioGrande9_WI,CT_WI
Ripon_Mill_GEN1_WI,CT_WI
Ripon1_WI,CT_WI
Ripon2_WI,CT_WI
RiversideERC1_WI,CT_WI
RiversideERC2_WI,CT_WI
RiversideERC3_WI,CT_WI
RiversideERC4_WI,CT_WI
Riverview_EC_WI,CT_WI
Rockwood_1_WI,CT_WI
Rockwood_2_WI,CT_WI
Rocky_Ford_IC1_WI,CT_WI
Rocky_Ford_IC2_WI,CT_WI
Rocky_Ford_IC3_WI,CT_WI
Rocky_Ford_IC4_WI,CT_WI
Rocky_Ford_IC5_WI,CT_WI
Roseville_1_WI,CT_WI
Roseville_2_WI,CT_WI
Rupert_GT_1_WI,CT_WI
Rupert_GT_2_WI,CT_WI
SaguaroAZ1_WI,CT_WI
SaguaroAZ2_WI,CT_WI
SaguaroCTG1_WI,CT_WI
SaguaroCTG2_WI,CT_WI
SaguaroCTG3_WI,CT_WI
SaguaroGE1_WI,CT_WI
SAIT_1_WI,CT_WI
SalinasRiverCgn_WI,CT_WI
SalkInstitute_WI,CT_WI
San_Gabriel_WI,CT_WI
San_Joaquin_Cgn_WI,CT_WI
SAN_JOAQUIN_WI,CT_WI
SanJoseCgn_WI,CT_WI
Santa_ClaraCgn1_WI,CT_WI
Santa_ClaraCgn2_WI,CT_WI
Santa_Maria_Cgn_WI,CT_WI
Sargent_Canyon_WI,CT_WI
SCACogen2GT_WI,CT_WI
Scattergood_4_WI,CT_WI
Scattergood_5_WI,CT_WI
Scattergood_6_WI,CT_WI
Scattergood_7_WI,CT_WI
Scattergood_8_WI,CT_WI
Scattergood_9_WI,CT_WI
SEKernRiverCgn1_WI,CT_WI
SEKernRiverCgn2_WI,CT_WI
SEKernRiverCgn3_WI,CT_WI
SentinelEnergyCTG1_WI,CT_WI
SentinelEnergyCTG2_WI,CT_WI
SentinelEnergyCTG3_WI,CT_WI
SentinelEnergyCTG4_WI,CT_WI
SentinelEnergyCTG5_WI,CT_WI
SentinelEnergyCTG6_WI,CT_WI
SentinelEnergyCTG7_WI,CT_WI
SentinelEnergyCTG8_WI,CT_WI
SHCG1-1_WI,CT_WI
Sherritt_2_2_WI,CT_WI
Sherritt_SOLAR3_WI,CT_WI
Sherritt1-1_WI,CT_WI
Shute_Creek021A_WI,CT_WI
Shute_Creek021B_WI,CT_WI
Shute_Creek021C_WI,CT_WI
SolarTurbinesInc_WI,CT_WI
SouthBelridge1_WI,CT_WI
SouthBelridge2_WI,CT_WI
SouthBelridge3_WI,CT_WI
Spindle_Hill1_WI,CT_WI
Spindle_Hill2_WI,CT_WI
Springs1_WI,CT_WI
Springs2_WI,CT_WI
Springs3_WI,CT_WI
Springs4_WI,CT_WI
Sprott_FortGT_2_WI,CT_WI
SRI_Int_Cgn_WI,CT_WI
SRP_Gas_Peaker1_WI,CT_WI
SRP_Gas_Peaker2_WI,CT_WI
SRP_Gas_Peaker3_WI,CT_WI
SRP_Gas_Peaker4_WI,CT_WI
St_George1_WI,CT_WI
St_George2_WI,CT_WI
STANDBY_AGG._3_WI,CT_WI
Starwood1_WI,CT_WI
Starwood2_WI,CT_WI
STURGEON_2_1_WI,CT_WI
STURGEON1-1_WI,CT_WI
SummitG1_WI,CT_WI
SummitG2_WI,CT_WI
SummitG3_WI,CT_WI
Suncor1_WI,CT_WI
Suncor2_WI,CT_WI
SundanceAZ01_WI,CT_WI
SundanceAZ02_WI,CT_WI
SundanceAZ03_WI,CT_WI
SundanceAZ04_WI,CT_WI
SundanceAZ05_WI,CT_WI
SundanceAZ06_WI,CT_WI
SundanceAZ07_WI,CT_WI
SundanceAZ08_WI,CT_WI
SundanceAZ09_WI,CT_WI
SundanceAZ10_WI,CT_WI
SunPeak5657_WI,CT_WI
SunPeak5658_WI,CT_WI
SunPeak5659_WI,CT_WI
SwanHillsSagCT_WI,CT_WI
Sycamore_CgnAB_WI,CT_WI
Sycamore_CgnBG_WI,CT_WI
Sycamore_CgnCG_WI,CT_WI
Sycamore_CgnDG_WI,CT_WI
Taft_Cgn1_WI,CT_WI
Taft_Cgn2_WI,CT_WI
Taft_Cgn3_WI,CT_WI
Taft_Cgn4_WI,CT_WI
TesoroCgn1_WI,CT_WI
TesoroCgn2_WI,CT_WI
TexacoExplorAgg_WI,CT_WI
THUMS_GEN1_WI,CT_WI
Total_Joslyn_1_WI,CT_WI
TracyPeaker1_WI,CT_WI
TracyPeaker2_WI,CT_WI
TriCntrNaniwa3_WI,CT_WI
TriCntrNaniwa4_WI,CT_WI
TriCntrNaniwa5_WI,CT_WI
TriCntrNaniwa6_WI,CT_WI
TRW-Plant_WI,CT_WI
Unidentified_WI,CT_WI
UnionTribunePublish_WI,CT_WI
University_QF_WI,CT_WI
UofA1_WI,CT_WI
UofA2_WI,CT_WI
UofC_Cgn1_WI,CT_WI
US_Borax_GEN1_WI,CT_WI
US_Magnesium1_WI,CT_WI
US_Magnesium2_WI,CT_WI
US_Magnesium3_WI,CT_WI
VacaDixonPeaker_WI,CT_WI
Valencia_GT1_WI,CT_WI
Valencia_GT2_WI,CT_WI
Valencia_GT3_WI,CT_WI
Valencia_GT4_WI,CT_WI
Valencia1_WI,CT_WI
ValeroCgn1_WI,CT_WI
Valley_5_WI,CT_WI
Valleyview1_1_WI,CT_WI
Valleyview2_1_WI,CT_WI
Valmont_6_WI,CT_WI
Valmont7_WI,CT_WI
Valmont8_WI,CT_WI
Walnut_1_WI,CT_WI
Walnut_2_WI,CT_WI
WalnutCreekEPark1_WI,CT_WI
WalnutCreekEPark2_WI,CT_WI
WalnutCreekEPark3_WI,CT_WI
WalnutCreekEPark4_WI,CT_WI
WalnutCreekEPark5_WI,CT_WI
WATERTON_2_2_WI,CT_WI
WATERTON1-1_WI,CT_WI
Wellhead_WI,CT_WI
Welport_Lease_WI,CT_WI
West_Valley1_WI,CT_WI
West_Valley2_WI,CT_WI
West_Valley3_WI,CT_WI
West_Valley4_WI,CT_WI
West_Valley5_WI,CT_WI
WestPhoenix_GT1_WI,CT_WI
WestPhoenix_GT2_WI,CT_WI
WEYERHAEUSER_CO_WI,CT_WI
Whitehorn_2_WI,CT_WI
Whitehorn_3_WI,CT_WI
Wolfskill_WI,CT_WI
Woodland1_WI,CT_WI
Yuba_City_Cogen_WI,CT_WI
Yuba_City_EC_WI,CT_WI
Yucca_GT1_WI,CT_WI
Yucca_GT2_WI,CT_WI
Yucca_GT21_WI,CT_WI
Yucca_GT3_WI,CT_WI
Yucca_GT4_WI,CT_WI
Yucca_GT5_WI,CT_WI
Yucca_GT6_WI,CT_WI
ACE-Cogen_WI,Coal_ST_WI
ApacheST2_WI,Coal_ST_WI
ApacheST3_WI,Coal_ST_WI
Argus_Cogen8_WI,Coal_ST_WI
Argus_Cogen9_WI,Coal_ST_WI
Battle_River_3_WI,Coal_ST_WI
Battle_River_4_WI,Coal_ST_WI
Battle_River_5_WI,Coal_ST_WI
BenFrenchST1_WI,Coal_ST_WI
Boardman_WI,Coal_ST_WI
Bonanza_WI,Coal_ST_WI
Castrvlle_QF_WI,Coal_ST_WI
Centralia1_WI,Coal_ST_WI
Centralia2_WI,Coal_ST_WI
Cherokee3_WI,Coal_ST_WI
Cherokee4_WI,Coal_ST_WI
Cholla_1_WI,Coal_ST_WI
Cholla_2_WI,Coal_ST_WI
Cholla_3_WI,Coal_ST_WI
Cholla_4_WI,Coal_ST_WI
Colstrip_1_WI,Coal_ST_WI
Colstrip_2_WI,Coal_ST_WI
Colstrip_3_WI,Coal_ST_WI
Colstrip_4_WI,Coal_ST_WI
Colstrip_Energy_WI,Coal_ST_WI
Comanche_1_WI,Coal_ST_WI
Comanche_2_WI,Coal_ST_WI
Comanche_3_WI,Coal_ST_WI
Coronado_CO1_WI,Coal_ST_WI
Coronado_CO2_WI,Coal_ST_WI
Coronado1-1_WI,Coal_ST_WI
Craig_1_WI,Coal_ST_WI
Craig_2_WI,Coal_ST_WI
Craig_3_WI,Coal_ST_WI
Dave_Johnston_1_WI,Coal_ST_WI
Dave_Johnston_2_WI,Coal_ST_WI
Dave_Johnston_3_WI,Coal_ST_WI
Dave_Johnston_4_WI,Coal_ST_WI
Dry_Fork_Sta_WI,Coal_ST_WI
Escalante_1_WI,Coal_ST_WI
Fellow_QF_WI,Coal_ST_WI
FourCorners4-Total_WI,Coal_ST_WI
FourCorners5-Total_WI,Coal_ST_WI
Genesee_2_2_WI,Coal_ST_WI
Genesee_3_3_WI,Coal_ST_WI
Genesee1-1_WI,Coal_ST_WI
Hardin_WI,Coal_ST_WI
Hayden_1_WI,Coal_ST_WI
Hayden_2_WI,Coal_ST_WI
HR_Milner_WI,Coal_ST_WI
Hunter_1_WI,Coal_ST_WI
Hunter_2_WI,Coal_ST_WI
Hunter_3_WI,Coal_ST_WI
Huntington_1_WI,Coal_ST_WI
Huntington_2_WI,Coal_ST_WI
HWilsonSundtST4_WI,Coal_ST_WI
Intermountain1_WI,Coal_ST_WI
Intermountain2_WI,Coal_ST_WI
J_E_Corette_WI,Coal_ST_WI
JacksonValley_WI,Coal_ST_WI
Jim_Bridger_1_WI,Coal_ST_WI
Jim_Bridger_2_WI,Coal_ST_WI
Jim_Bridger_3_WI,Coal_ST_WI
Jim_Bridger_4_WI,Coal_ST_WI
Keephills1_Exp_WI,Coal_ST_WI
Keephills1_WI,Coal_ST_WI
Keephills2_Exp_WI,Coal_ST_WI
Keephills2_WI,Coal_ST_WI
Keephills3_1_WI,Coal_ST_WI
KUCC-1_WI,Coal_ST_WI
KUCC-2_WI,Coal_ST_WI
KUCC-3_WI,Coal_ST_WI
KUCC-4_WI,Coal_ST_WI
Lamar_Plant_4_WI,Coal_ST_WI
Lamar_Plant_6_WI,Coal_ST_WI
LaramieRiver2_WI,Coal_ST_WI
LaramieRiver3_WI,Coal_ST_WI
Lassen_QF_WI,Coal_ST_WI
Martin_Drake_5_WI,Coal_ST_WI
Martin_Drake_6_WI,Coal_ST_WI
Martin_Drake_7_WI,Coal_ST_WI
MtPosoCogen_WI,Coal_ST_WI
Naughton1_WI,Coal_ST_WI
Naughton2_WI,Coal_ST_WI
Naughton3Coal_WI,Coal_ST_WI
Navajo_NAV1_WI,Coal_ST_WI
Navajo_NAV2_WI,Coal_ST_WI
Navajo_NAV3_WI,Coal_ST_WI
NeilSimpson_ST1_WI,Coal_ST_WI
NeilSimpson_ST2_WI,Coal_ST_WI
NorthValmy1_WI,Coal_ST_WI
NorthValmy2_WI,Coal_ST_WI
Nucla_1_WI,Coal_ST_WI
Nucla_2_WI,Coal_ST_WI
Nucla_3_WI,Coal_ST_WI
Nucla_ST4_WI,Coal_ST_WI
Osage_1_WI,Coal_ST_WI
Osage_2_WI,Coal_ST_WI
Osage_3_WI,Coal_ST_WI
Pawnee_1_WI,Coal_ST_WI
Phillips_Carbon_WI,Coal_ST_WI
PortlandCementColtn1_WI,Coal_ST_WI
PortlandCementColtn2_WI,Coal_ST_WI
PortofStocktonEF_WI,Coal_ST_WI
Rawhide_1_WI,Coal_ST_WI
Ray_D_Nixon_1_WI,Coal_ST_WI
Reid_Gardner_1_WI,Coal_ST_WI
Reid_Gardner_2_WI,Coal_ST_WI
Reid_Gardner_3_WI,Coal_ST_WI
Reid_Gardner_4_WI,Coal_ST_WI
RioBravo_Jasmin_WI,Coal_ST_WI
RioBravoPoso_WI,Coal_ST_WI
San_Juan_1_WI,Coal_ST_WI
San_Juan_2_WI,Coal_ST_WI
San_Juan_3_WI,Coal_ST_WI
San_Juan_4_WI,Coal_ST_WI
Sheerness_2_2_WI,Coal_ST_WI
Sheerness1-1_WI,Coal_ST_WI
Springerville_1_WI,Coal_ST_WI
Springerville_2_WI,Coal_ST_WI
Springerville_3_WI,Coal_ST_WI
Springerville_4_WI,Coal_ST_WI
StocktonCgn_WI,Coal_ST_WI
SundanceAB1_WI,Coal_ST_WI
SundanceAB2_WI,Coal_ST_WI
SundanceAB3_WI,Coal_ST_WI
SundanceAB4_WI,Coal_ST_WI
SundanceAB5_WI,Coal_ST_WI
SundanceAB6_WI,Coal_ST_WI
Sunnyside_Cgn_WI,Coal_ST_WI
TS_Pwr_Plant1_WI,Coal_ST_WI
Valmont_5_WI,Coal_ST_WI
W_N_Clark_1_WI,Coal_ST_WI
W_N_Clark_2_WI,Coal_ST_WI
Wygen1_WI,Coal_ST_WI
Wygen2_WI,Coal_ST_WI
Wygen3_WI,Coal_ST_WI
Wyodak_WI,Coal_ST_WI
Yellowstone_Eng_WI,Coal_ST_WI
AESO_Reserve_WI,Dummy_WI
WAUW_Reserve_WI,Dummy_WI
OTCR-T1-4CISC-EE1_WI,EE_WI
OTCR-T1-4CISC-EE2_WI,EE_WI
OTCR-T1-4CISC-EE3_WI,EE_WI
OTCR-T1-4CISC-EE4_WI,EE_WI
OTCR-T1-4CISC-EE5_WI,EE_WI
OTCR-T1-4CISC-EE6_WI,EE_WI
OTCR-T4CISD-EE01_WI,EE_WI
OTCR-T4CISD-EE02_WI,EE_WI
OTCR-T4CISD-EE03_WI,EE_WI
OTCR-T4CISD-EE04_WI,EE_WI
OTCR-T4CISD-EE05_WI,EE_WI
OTCR-T4CISD-EE06_WI,EE_WI
OTCR-T4CISD-EE07_WI,EE_WI
OTCR-T4CISD-EE08_WI,EE_WI
OTCR-T4CISD-EE09_WI,EE_WI
OTCR-T4CISD-EE10_WI,EE_WI
Aidlin_Geo1_WI,Geothermal_WI
Aidlin_Geo2_WI,Geothermal_WI
AmedeeWineagle1_WI,Geothermal_WI
AmedeeWineagle2_WI,Geothermal_WI
Bear_Canyon1_WI,Geothermal_WI
Bear_Canyon2_WI,Geothermal_WI
BeowawePower1_WI,Geothermal_WI
BeowawePower2_WI,Geothermal_WI
Blundell1_WI,Geothermal_WI
Blundell2_WI,Geothermal_WI
BottleRock_WI,Geothermal_WI
BradyHotSprings1_WI,Geothermal_WI
BradyHotSprings2_WI,Geothermal_WI
BradyHotSprings3_WI,Geothermal_WI
BradyHotSpringsOEC_WI,Geothermal_WI
CaithDixiVally1_WI,Geothermal_WI
CaithDixiVally2_WI,Geothermal_WI
CaithDixiVally3_WI,Geothermal_WI
CaithnessDixieValley_WI,Geothermal_WI
Calistoga1_WI,Geothermal_WI
Calistoga2_WI,Geothermal_WI
Calpine_Geo_WI,Geothermal_WI
CE-Leathers_WI,Geothermal_WI
CerroPrieto1-1_WI,Geothermal_WI
CerroPrieto1-2_WI,Geothermal_WI
CerroPrieto1-3_WI,Geothermal_WI
CerroPrieto1-4_WI,Geothermal_WI
CerroPrieto1-5_WI,Geothermal_WI
CerroPrieto2-1_WI,Geothermal_WI
CerroPrieto2-2_WI,Geothermal_WI
CerroPrieto3-1_WI,Geothermal_WI
CerroPrieto3-2_WI,Geothermal_WI
CerroPrieto4-1_WI,Geothermal_WI
CerroPrieto4-2_WI,Geothermal_WI
CerroPrieto4-3_WI,Geothermal_WI
CerroPrieto4-4_WI,Geothermal_WI
CerroPrieto5-1_WI,Geothermal_WI
Coso1_Navy1_WI,Geothermal_WI
Coso2_Navy1_WI,Geothermal_WI
Coso3_Navy1_WI,Geothermal_WI
Coso4_Navy2_WI,Geothermal_WI
Coso5_Navy2_WI,Geothermal_WI
Coso6_Navy2_WI,Geothermal_WI
Coso7_BLM_WI,Geothermal_WI
Coso8_BLM_WI,Geothermal_WI
Coso9_BLM_WI,Geothermal_WI
Cove_Fort_WI,Geothermal_WI
DelRanchCompany_WI,Geothermal_WI
Desert_Peak2_WI,Geothermal_WI
Desert_Peak3_WI,Geothermal_WI
ElmoreCompany_WI,Geothermal_WI
EnelCoveFort1-2_WI,Geothermal_WI
EnelCoveFort1-3_WI,Geothermal_WI
EnelCoveFort1-4_WI,Geothermal_WI
EnelStillwater2_WI,Geothermal_WI
EnelStillwater3_WI,Geothermal_WI
Faulkner_1_WI,Geothermal_WI
Galena2_1_WI,Geothermal_WI
Galena3_1_WI,Geothermal_WI
Galena3_2_WI,Geothermal_WI
GeoEastMesa2-1_WI,Geothermal_WI
GeoEastMesa3_1_WI,Geothermal_WI
GeoEastMesa3_2_WI,Geothermal_WI
GeoEnrgyPart_WI,Geothermal_WI
Geothermal_2_3_WI,Geothermal_WI
Geothermal_2_4_WI,Geothermal_WI
Geothermal1-1_WI,Geothermal_WI
Geothermal1-2_WI,Geothermal_WI
Geysers05_WI,Geothermal_WI
Geysers06_WI,Geothermal_WI
Geysers07_WI,Geothermal_WI
Geysers08_WI,Geothermal_WI
Geysers11_WI,Geothermal_WI
Geysers12_WI,Geothermal_WI
Geysers13_WI,Geothermal_WI
Geysers14_WI,Geothermal_WI
Geysers16_WI,Geothermal_WI
Geysers17_WI,Geothermal_WI
Geysers18_WI,Geothermal_WI
Geysers20_WI,Geothermal_WI
Heber HGC_WI,Geothermal_WI
HeberGeo1_WI,Geothermal_WI
HeberGeo2_WI,Geothermal_WI
HeberGeo3_WI,Geothermal_WI
HudsonRanchPwr2_WI,Geothermal_WI
JerseyValley1_WI,Geothermal_WI
JerseyValley2_WI,Geothermal_WI
JohnFeathrstone_WI,Geothermal_WI
MamthPacfc1_1_WI,Geothermal_WI
MamthPacfc1-2_WI,Geothermal_WI
MamthPacfc2_1_WI,Geothermal_WI
MamthPacfc2_2_WI,Geothermal_WI
MamthPacfc2_3_WI,Geothermal_WI
MamthPacfc2_T1_WI,Geothermal_WI
MamthPacfc2_T2_WI,Geothermal_WI
MamthPacfc2_T3_WI,Geothermal_WI
McGinnessHills1_WI,Geothermal_WI
McGinnessHills2_WI,Geothermal_WI
McGinnessHills3_WI,Geothermal_WI
NealHotSprings1_WI,Geothermal_WI
NealHotSprings2_WI,Geothermal_WI
NealHotSprings3_WI,Geothermal_WI
NGP_BlueMtn1_WI,Geothermal_WI
NGP_BlueMtn2_WI,Geothermal_WI
NGP_BlueMtn3_WI,Geothermal_WI
Ormesa_I_ITLU1_WI,Geothermal_WI
Ormesa_I_ITLU2_WI,Geothermal_WI
Ormesa_I_OE11_WI,Geothermal_WI
Ormesa_I_OE12_WI,Geothermal_WI
Ormesa_I_OE14_WI,Geothermal_WI
Ormesa_I_OE15_WI,Geothermal_WI
Ormesa_I_OE21_WI,Geothermal_WI
Ormesa_I_OE22_WI,Geothermal_WI
Ormesa_I_OE24_WI,Geothermal_WI
Ormesa_I_OE25_WI,Geothermal_WI
Ormesa_I_OE31_WI,Geothermal_WI
Ormesa_I_OE32_WI,Geothermal_WI
Ormesa_IH_OE11_WI,Geothermal_WI
Ormesa_IH_OE12_WI,Geothermal_WI
Ormesa_IH_OE13_WI,Geothermal_WI
Ormesa_IH_OE14_WI,Geothermal_WI
Ormesa_IH_OE15_WI,Geothermal_WI
Ormesa_IH_OE16_WI,Geothermal_WI
Ormesa_IH_OE21_WI,Geothermal_WI
Ormesa_IH_OE22_WI,Geothermal_WI
Ormesa_IH_OE23_WI,Geothermal_WI
Ormesa_IH_OE24_WI,Geothermal_WI
Ormesa_IH_OE25_WI,Geothermal_WI
Ormesa_IH_OE26_WI,Geothermal_WI
Ormesa2_21_WI,Geothermal_WI
Ormesa2_22_WI,Geothermal_WI
Patua1A1_WI,Geothermal_WI
Patua1A2_WI,Geothermal_WI
Patua1A3_WI,Geothermal_WI
Patua1A4_WI,Geothermal_WI
Patua1A5_WI,Geothermal_WI
Patua1A6_WI,Geothermal_WI
Ples_I_T101_WI,Geothermal_WI
Ples_I_T102_WI,Geothermal_WI
Ples_I_T103_WI,Geothermal_WI
Raft_River1_WI,Geothermal_WI
RichardBurdete1_WI,Geothermal_WI
RichardBurdete2_WI,Geothermal_WI
RpsCA-0035_WI,Geothermal_WI
RpsCA-0067_WI,Geothermal_WI
RpsCA-0068_WI,Geothermal_WI
RpsCA-0080_WI,Geothermal_WI
RpsCA-0942_WI,Geothermal_WI
RpsCA-0950_WI,Geothermal_WI
RpsCA-0956_WI,Geothermal_WI
RpsCA-0957_WI,Geothermal_WI
RpsCA-0958_WI,Geothermal_WI
