Generator,Node,Property,value,V1,V2,Band,V3,V4,Timeslice,Action,V5,Scenario,V6,Category
1_Des Joachims,153622_D_JOACH_GS-4_13.8,Generation Participation Factor,0.125,,-,1,,,,=,,,,ONTE
1_Des Joachims,153623_D_JOACH_GS-5_13.8,Generation Participation Factor,0.125,,-,1,,,,=,,,,ONTE
1_Des Joachims,153624_D_JOACH_GS-6_13.8,Generation Participation Factor,0.125,,-,1,,,,=,,,,ONTE
1_Des Joachims,153625_D_JOACH_GS-7_13.8,Generation Participation Factor,0.125,,-,1,,,,=,,,,ONTE
1_Des Joachims,153626_D_JOACH_GS-8_13.8,Generation Participation Factor,0.125,,-,1,,,,=,,,,ONTE
1_Dickie Brook,199082_24C-DICKIEBR_25,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Dix Dam,324014_1DIXD 1_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,LGEE
1_Dodge Falls Associates,109070_DODGE FALLS_4.25,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Dolgeville Hydro,137281_DOLGEVIL_46,Generation Participation Factor,0.46784141,,-,1,,,,=,,,,MHK VL
1_Dolgeville Hydro,137403_INGH HYD_2.4,Generation Participation Factor,0.53215859,,-,1,,,,=,,,,MHK VL
1_Douglas Dam,364435_1DOUGLAS H1_13.8,Generation Participation Factor,0.25,,-,1,,,,=,,,,TVAZ
1_Douglas Dam,364436_1DOUGLAS H2_13.8,Generation Participation Factor,0.25,,-,1,,,,=,,,,TVAZ
1_Douglas Dam,364437_1DOUGLAS H3_13.8,Generation Participation Factor,0.25,,-,1,,,,=,,,,TVAZ
1_Douglas Dam,364438_1DOUGLAS H4_13.8,Generation Participation Factor,0.25,,-,1,,,,=,,,,TVAZ
1_Dufferin Falls Power Statio,180051_DUF_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_E J West,137880_EJW+STWB_115,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
1_E.B. Campbell,672330_EBCAMP1G_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,SPC
1_Eagle,137162_EAGLEGEN_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Ear Falls,151736_EAR_FALLS_GS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
1_Ear Falls II,151763_LACSEUL_1234_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
1_East Norfolk,137176_E NORFOK_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Eastmain-1,180075_EM1_13.8,Generation Participation Factor,0.285716146,,-,1,,,,=,,,,Quebec
1_Eastmain-1,180175_E1A_13.8,Generation Participation Factor,0.714283854,,-,1,,,,=,,,,Quebec
1_Eastman Falls,105324_EASTMAN FALS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Edenville,256484_EDENVIL    H_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Edison Sault,699737_ESHDR1_4.16,Generation Participation Factor,0.220723684,,-,1,,,,=,,,,ATC
1_Edison Sault,699738_ESHDR2_4.16,Generation Participation Factor,0.220723684,,-,1,,,,=,,,,ATC
1_Edison Sault,699739_ESHDR3_4.16,Generation Participation Factor,0.279276316,,-,1,,,,=,,,,ATC
1_Edison Sault,699740_ESHDR4_4.16,Generation Participation Factor,0.279276316,,-,1,,,,=,,,,ATC
1_Ellis Hydro,503905_ELLIS_U1  1_4.16,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,CSWS+
1_Ellis Hydro,503906_ELLIS_U2  1_4.16,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,CSWS+
1_Ellis Hydro,503907_ELLIS_U3  1_4.16,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,CSWS+
1_Ellsworth Hydro Station,103079_ELLSWRTH HYD_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Essex Junction 19,108990_ESSEX HYDRO_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,VT
1_Eufaula Dam,505576_EUF #1 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
1_Fairfax Falls,109228_FAIRFLD FALS_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,VT
1_Falls Village,122196_FALLS VILLGE_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,CT
1_Feeder Dam Hydro Plant,137979_FDR DAM_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
1_Fishing Creek,307861_1FISHNG C_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
1_Five Channels,256483_FIVE CHAN  H_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Five Falls,137154_FIV FL G_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Flambeau Hydroelectric Stat,680334_FLAMBEAU_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Flat Rock,136771_FLAT RCK_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Flint River,383538_1FLINT HYDRO_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Fond Du Lac,608666_FONDULAC_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-NE
1_Fontana Dam,364439_1FONTANA H1_13.8,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,TVAZ
1_Fontana Dam,364440_1FONTANA H2_13.8,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,TVAZ
1_Fontana Dam,364441_1FONTANA H3_13.8,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,TVAZ
1_Foote,256461_FOOTE     3H_4.8,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Forestport,137289_FORSTPHY_46,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Fort Gibson,505562_FTG1&2 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
1_Fort Loudoun,364442_1FTLOUD H1_13.8,Generation Participation Factor,0.5,,-,1,,,,=,,,,TVAZ
1_Fort Loudoun,364444_1FTLOUD H2_13.8,Generation Participation Factor,0.5,,-,1,,,,=,,,,TVAZ
1_Fort Patrick Henry,364446_1FT PAT H1-2_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
1_Fort Randall,652546_FTRDL12G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
1_Fourth Lake,199373_91V-FOURTH_L_4.2,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Fowler No 7 Mill,137015_FOWLER_23,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Francis H. Clergue,152847_CLERGUE_G1_4.2,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,ONTE
1_Francis H. Clergue,152848_CLERGUE_G2_4.2,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,ONTE
1_Francis H. Clergue,152849_CLERGUE_G3_4.2,Generation Participation Factor,0.333333333,,-,1,,,,=,,,,ONTE
1_French Landing Dam,264506_19HURHY_41.57,Generation Participation Factor,1,,-,1,,,,=,,,,DECO
1_Fulton Hydro,136399_FULTN HY_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CENTRL
1_G.W. Rayner,152769_RAYNER_CGS_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Gage,109251_GAGE_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Gardners Falls,116583_CUMBERLAND_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
1_Garrison,652457_GARISN1G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
1_Gartshore Falls,152827_GARTSHORE_G1_12,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Garvins Falls,105374_GARVINS HYD_11,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Gaston,315139_1GASTONA_14.4,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
1_Gaston Shoals,307466_1GAST HY_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
1_Gavins Point,652575_GAVINS1G_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,WAPA_DK
1_General Mills Inc,135514_GENMLS61_1_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,WEST
1_Glen,109051_GLEN HYDRO_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,VT
1_Glen Park Hydroelectric Pro,136773_GLEN PRK_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Glovers Mill,135371_SRANDOLP_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,WEST
1_Goodyear Lake Plant,131667_GOODYR $_46,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Gorge 18,108891_GORGE GT_13.8,Generation Participation Factor,0.386666667,,-,1,,,,=,,,,VT
1_Gorge 18,108986_GORGE_HYDRO_4.16,Generation Participation Factor,0.613333333,,-,1,,,,=,,,,VT
1_Gouverneur,136789_N GOUVNR_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Grahamsville,126149_E DEL-GN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,HUD VL
1_Granby,136443_GRANB HY_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CENTRL
1_Grand Falls,190468_GRFLGH_6.9,Generation Participation Factor,0.5,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Grand Falls,190469_GRFLGL_6.9,Generation Participation Factor,0.5,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Grand Rapids,693896_GR RAPD1_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Grand Rapids (MH),669774_GRSTCG#1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Grandfather Falls,693784_GRFTHR F G1_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Grand-Mere,180014_GRM1-3_6.6,Generation Participation Factor,0.225324855,,-,1,,,,=,,,,Quebec
1_Grand-Mere,180015_GRM4-6_6.6,Generation Participation Factor,0.225324855,,-,1,,,,=,,,,Quebec
1_Grand-Mere,180016_GRM7-9_6.6,Generation Participation Factor,0.225324855,,-,1,,,,=,,,,Quebec
1_Grand-Mere,180116_RDGRM1_13.8,Generation Participation Factor,0.108008478,,-,1,,,,=,,,,Quebec
1_Grand-Mere,180117_RDGRM2_13.8,Generation Participation Factor,0.108008478,,-,1,,,,=,,,,Quebec
1_Grand-Mere,180118_RDGRM3_13.8,Generation Participation Factor,0.108008478,,-,1,,,,=,,,,Quebec
1_Granite Falls,605053_GRNFLCY8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Great Falls (MH),669784_GRTFAL1G_11,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Great Falls (SC),307702_1GTFALLS_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
1_Great Falls (TN),364447_1GFALLS H1-2_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
1_Great Falls Hydro Project,216901_ATHENIA_3_138,Generation Participation Factor,1,,-,1,,,,=,,,,EMAAC
1_Great Lakes Hydro America -,103119_WELDON GEN12_6.9,Generation Participation Factor,0.309752747,,-,1,,,,=,,,,NE-ME
1_Great Lakes Hydro America -,103133_MCKAY GEN1_6.9,Generation Participation Factor,0.690247253,,-,1,,,,=,,,,NE-ME
1_Great Works Hydro,103077_OLD TOWN HYD_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Greenup Hydro,342948_1LOVE HYDRO_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
1_Greers Ferry Lake,505424_GF #1  1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
1_Gregg Falls,105672_GREGGS_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Gulch,199365_13V-GULCH_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Gulf Island,100485_GULF ISL G1_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Gull (Keeyask) Generating S,669742_KEEYAS1G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Guntersville,364448_1GUNTERSV H1_13.8,Generation Participation Factor,0.239087137,,-,1,,,,=,,,,TVAZ
1_Guntersville,364449_1GUNTERSV H2_13.8,Generation Participation Factor,0.253858921,,-,1,,,,=,,,,TVAZ
1_Guntersville,364450_1GUNTERSV H3_13.8,Generation Participation Factor,0.247634855,,-,1,,,,=,,,,TVAZ
1_Guntersville,364451_1GUNTERSV H4_13.8,Generation Participation Factor,0.259419087,,-,1,,,,=,,,,TVAZ
1_H Neely Henry Dam,386501_1HENRYGEN_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Hadley Falls,116452_HADLEY FALLS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
1_Hailesboro 4 Plant,137025_HAILSBOR_23,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Hannawa,137163_HANNAWA_4.8,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Hardy,256455_HARDY      H_7.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Harmon,152753_HARMON_GS_13.8,Generation Participation Factor,0.468097575,,-,1,,,,=,,,,ONTE
1_Harmon,152926_HARMON_G3_13.8,Generation Participation Factor,0.531902425,,-,1,,,,=,,,,ONTE
1_Harmony,199262_7W-HARMONY_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Harriman,109505_HARRIMAN G1_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
1_Harris (GLP),152817_HARRIS_GS_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Harris Dam,386531_1HARISGEN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Harris Hydro,100356_HARRIS HY T1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Hart Jaune,180029_HARJAU_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_Hartwell Lake,339087_HARTWL12_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Hastings City Hydroelectric,605264_HASTING8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Hatfield,605308_HATFLD 8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Hayward Hydro,605435_HAYWAR G_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Healey Falls,155746_HEALEY_FG1_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Hemlock Falls,699024_HEM HG1_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Herkimer,137297_HERKM HY_46,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Heuvelton,137028_HEUVELTO_23,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_High Dam,136300_HIGH DAM_46,Generation Participation Factor,1,,-,1,,,,=,,,,CENTRL
1_High Falls - Saranac NY,131778_HIGHFL46_46,Generation Participation Factor,1,,-,1,,,,=,,,,NORTH
1_High Falls (WI),693593_HIGH FLS HG_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_High Falls Power Station,180148_HIFLSA_13.2,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_High Rock Hydro,339003_HIGH RCK_100,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
1_Highgate Falls,109275_SWANTON_H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,VT
1_Higley,136775_HIGLEY_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Hiram,100449_HIRAM HYDRO_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Hodenpyl,256460_HODENPYL   H_7.2,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Hogg,152828_HOGG_GS_G1_12,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Holcombe,600129_HOLCOMB G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Hollingsworth Falls,152805_HOLINGSWORTH_12,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Hollow Bridge,199331_6V-HOLLOW_B_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Hollow Dam Power Partnershi,137031_HOLOW DM_23,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Holt Dam,384355_1HOLT GEN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Hooksett,105375_HOOKSET HYD_11,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Hound Chute,152673_HOUND_CHUTEG_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_Hudson Falls Hydroelectric,137992_M+S+EV+D_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
1_Hydraulic Race,135818_HYDLRACE_12,Generation Participation Factor,1,,-,1,,,,=,,,,WEST
1_Hydro Kennebec Project,100410_HYD KENNEBEC_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Indian Falls,137032_INDIAN F_23,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Indian Orchard,116433_ORCHARD_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,WCMASS
1_Inghams,137886_INGHAM-E_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_International Falls Power,608757_IMTRA-2G_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,MN-NE
1_International Paper Jay Hyd,100428_VERJAY JAYHY_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_International Paper Livermo,100427_VERJAY LVRHY_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_International Paper Riley H,100359_VERJAY RILEY_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NE-ME
1_Irving,256479_IRVING     C_2.5,Generation Participation Factor,1,,-,1,,,,=,,,,CONS
1_Island Falls,152621_AP_ILD_FLS34_12.5,Generation Participation Factor,0.294195251,,-,1,,,,=,,,,ONTE
1_Island Falls,152629_AP_ILD_FLS12_12.5,Generation Participation Factor,0.294195251,,-,1,,,,=,,,,ONTE
1_Island Falls,672360_ISLAND1G_6.6,Generation Participation Factor,0.411609499,,-,1,,,,=,,,,SPC
1_Isle-Maligne,180032_MLIGNE_13.2,Generation Participation Factor,0.151697531,,-,1,,,,=,,,,Quebec
1_Isle-Maligne,180232_MALIG2_13.2,Generation Participation Factor,0.161882716,,-,1,,,,=,,,,Quebec
1_Isle-Maligne,180233_MALIG3_13.2,Generation Participation Factor,0.161882716,,-,1,,,,=,,,,Quebec
1_Isle-Maligne,180234_MALIG4_13.2,Generation Participation Factor,0.174845679,,-,1,,,,=,,,,Quebec
1_Isle-Maligne,180235_MALIG5_13.2,Generation Participation Factor,0.174845679,,-,1,,,,=,,,,Quebec
1_Isle-Maligne,180236_MALIG6_13.2,Generation Participation Factor,0.174845679,,-,1,,,,=,,,,Quebec
1_J P Priest,364619_1PERCY PR H1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,TVAZ
1_J Strom Thurmond,339151_12JSTSC4_13.8,Generation Participation Factor,0.287292818,,-,1,,,,=,,,,SOCO
1_J Strom Thurmond,339152_12JSTSC6_13.8,Generation Participation Factor,0.287292818,,-,1,,,,=,,,,SOCO
1_J Strom Thurmond,339154_12JSTGA1_13.8,Generation Participation Factor,0.138121547,,-,1,,,,=,,,,SOCO
1_J Strom Thurmond,339155_12JSTGA2_13.8,Generation Participation Factor,0.287292818,,-,1,,,,=,,,,SOCO
1_J Woodruff,402990_WOODRUFF DAM_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,FLA
1_Jackman,105726_JACKMAN HYD_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,NH
1_Jarvis (Hinckley),147786_JARVIS_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Jean-Lesage (Manic 2),180039_MA2_13.8,Generation Participation Factor,0.22479476,,-,1,,,,=,,,,Quebec
1_Jean-Lesage (Manic 2),180159_MANIC2-1_13.8,Generation Participation Factor,0.22479476,,-,1,,,,=,,,,Quebec
1_Jean-Lesage (Manic 2),180160_MANIC2-2_13.8,Generation Participation Factor,0.27520524,,-,1,,,,=,,,,Quebec
1_Jean-Lesage (Manic 2),180161_MANIC2-3_13.8,Generation Participation Factor,0.27520524,,-,1,,,,=,,,,Quebec
1_Jefferies,311466_13JEFFH1_13.8,Generation Participation Factor,0.228515625,,-,1,,,,=,,,,SC
1_Jefferies,311467_13JEFFH2_13.8,Generation Participation Factor,0.228515625,,-,1,,,,=,,,,SC
1_Jefferies,311468_13JEFFH3_13.8,Generation Participation Factor,0.228515625,,-,1,,,,=,,,,SC
1_Jefferies,311469_13JEFFH4_13.8,Generation Participation Factor,0.228515625,,-,1,,,,=,,,,SC
1_Jefferies,311470_13JEFFH6_13.8,Generation Participation Factor,0.0859375,,-,1,,,,=,,,,SC
1_Jeffrey,640013_JEFFREYG_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,NPPD
1_Jenpeg,669768_JENPEG1G_4,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Jim Falls,603156_JIMFLS 7_115,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_John H Kerr,315158_1KERR  1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DOM
1_Johnson 1,640014_JOHN.1 G_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,NPPD
1_Johnson Falls,698617_JOF G_2.4,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Johnsonville Dam,137988_JVL+VLYF_34.5,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
1_Jones Bluff,385401_1RF HENRY 13_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Jordan Dam,386561_1JORD1GEN_12,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Kakabeka Falls,151668_MURILLO_DSB2_24.9,Generation Participation Factor,1,,-,1,,,,=,,,,ONTW
1_Kamargo,137182_KAMARGO_2.3,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Kansas River Project,533264_6TH ST 3_115,Generation Participation Factor,1,,-,1,,,,=,,,,WR
1_Kaw Hydro,529252_OMKAWH_69,Generation Participation Factor,1,,-,1,,,,=,,,,CSWS+
1_Kelsey,669750_KELSEY1G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Kensico,147791_KENSICO_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DUNWOD
1_Kent Falls,131786_KENTSF46_46,Generation Participation Factor,1,,-,1,,,,=,,,,NORTH
1_Kentucky Dam,364456_1KY HYDRO H1_13.8,Generation Participation Factor,0.198973983,,-,1,,,,=,,,,TVAZ
1_Kentucky Dam,364457_1KY HYDRO H2_13.8,Generation Participation Factor,0.199248809,,-,1,,,,=,,,,TVAZ
1_Kentucky Dam,364458_1KY HYDRO H3_13.8,Generation Participation Factor,0.199065592,,-,1,,,,=,,,,TVAZ
1_Kentucky Dam,364459_1KY HYDRO H4_13.8,Generation Participation Factor,0.205661414,,-,1,,,,=,,,,TVAZ
1_Kentucky Dam,364460_1KY HYDRO H5_13.8,Generation Participation Factor,0.197050202,,-,1,,,,=,,,,TVAZ
1_Keokuk,344861_1KEOK 1-4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MISO-MO
1_Keowee,307195_1KEOWEE_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,DUK
1_Kettle,669730_KETTLE1G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,MH
1_Keystone Dam,505612_KEY1&2 1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SPA+
1_Kilbourn,698301_KIL G1_4,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Kings Falls Hydroelectric,136788_N CARTHG_115,Generation Participation Factor,1,,-,1,,,,=,,,,MHK VL
1_Kingsford,699109_KIN HG_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,ATC
1_Kingsley,640016_KINGSLYG_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,NPPD
1_Kinneytown New Old,121073_BEACON FALLS_115,Generation Participation Factor,1,,-,1,,,,=,,,,CT
1_Kipling,152758_KIPLING_GS_13.8,Generation Participation Factor,0.495246897,,-,1,,,,=,,,,ONTE
1_Kipling,152928_KIPLING_G3_13.8,Generation Participation Factor,0.504753103,,-,1,,,,=,,,,ONTE
1_La Gabelle,180017_GAB_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Grande 1,180061_LG1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Grande 2A,180049_LG2_13.8,Generation Participation Factor,0.509804023,,-,1,,,,=,,,,Quebec
1_La Grande 2A,180249_LG2ABT_13.8,Generation Participation Factor,0.490195977,,-,1,,,,=,,,,Quebec
1_La Grande 3,180050_LG3_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Grande 4,180064_LG4_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Romaine I,180121_ROM1-BTA_13.8,Generation Participation Factor,0.5,,-,1,,,,=,,,,Quebec
1_La Romaine I,180211_ROM1-BTB_13.8,Generation Participation Factor,0.5,,-,1,,,,=,,,,Quebec
1_La Romaine II,180122_ROM2-BT_18,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Romaine III,180123_ROM3-BT_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_La Sarre-1,152783_LSR_CGS_1234_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,ONTE
1_La Tuque,180022_TUQ_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_LAC Courte Oreilles Hydroel,605469_NCENTRL8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Lachute Hydro Lower,137910_TICN+OTN_115,Generation Participation Factor,1,,-,1,,,,=,,,,CAPITL
1_Ladysmith Dam,605534_DOUGHTY8_69,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Laforge 1 [LA 1],180065_LA1_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_Laforge 2 [LA 2],180066_LA2_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_Lake Lynn Hydro Station,235570_01LAKEL1_11,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-E
1_Lake Zumbro-RPU,625425_ZUMBRO R_161,Generation Participation Factor,1,,-,1,,,,=,,,,MN-SE
1_Laurel Dam,342945_1LAUREL 1G_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
1_Lawrence Hydroelectric Asso,114067_LAWRENCE HYD_4.16,Generation Participation Factor,1,,-,1,,,,=,,,,NEMASSBOST
1_Lay Dam,386541_1LAY1-3GN_11.5,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Leesville,247284_05LEESVG_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,PJM-C
1_Lequille,199349_12V-LEQUILLE_6.9,Generation Participation Factor,1,,-,1,,,,=,,,,NEW_BRUNSWICK
1_Les Cedres,180906_CEDRES_6.6,Generation Participation Factor,1,,-,1,,,,=,,,,Quebec
1_Lewis Smith Dam,384142_1SMITH GN_13.8,Generation Participation Factor,1,,-,1,,,,=,,,,SOCO
1_Lighthouse Hill,136712_L.HILL-1_12,Generation Participation Factor,0.106157793,,-,1,,,,=,,,,CENTRL
