Node,Voltage
34260_SJNO2_WI,70
34261_SJNO3_WI,70
34262_CASSIDY_WI,70
34263_SANDDRAG_WI,12
34264_EL PECO_WI,70
34265_AVENAL P_WI,12
34266_FIREBAGH_WI,115
34267_TOMATAK_WI,115
34268_MENDOTA_WI,70
34269_BIOMSJCT_WI,70
34270_BIOMASS_WI,70
34271_WSTLDJCT_WI,70
34272_WRGHT PP_WI,70
34273_CALRENEW_WI,70
34278_PCHCO PP_WI,70
34280_INTL TUR_WI,70
34281_DOUBLECJ_WI,115
34282_ONLL PMP_WI,69
34283_BDGRCRKJ_WI,115
34285_HIGHSRA_WI,115
34287_BDGRCRKP_WI,115
34301_CHOWCOGN_WI,13.80000019
34302_L.BANS T_WI,13.80000019
34305_CHWCHLA2_WI,13.80000019
34306_EXCHQUER_WI,13.80000019
34308_KERCKHOF_WI,13.80000019
34310_PNCHE 1T_WI,13.19999981
34312_MERCED T_WI,12.47000027
34316_ONEILPMP_WI,9.109999657
34320_MCSWAIN_WI,9.109999657
34321_MCSWAINJ_WI,70
34322_MERCEDFL_WI,9.109999657
34326_PANO_BS1_WI,13.80000019
34327_PANO_BS2_WI,13.80000019
34328_STAR_GT1_WI,13.80000019
34329_STAR_GT2_WI,13.80000019
34330_ELNIDO_WI,13.80000019
34332_JRWCOGEN_WI,9.109999657
34334_BIO PWR_WI,9.109999657
34339_CALRENEW_WI,12.5
34342_INT.TURB_WI,9.109999657
34344_KERCKHOF_WI,6.599999905
34346_SAXNCK L_WI,4.159999847
34348_SHEPHERD_WI,115
34350_KAMM_WI,115
34352_CANTUA_WI,115
34354_SCHINDLR_WI,115
34355_AIRWAYS2_WI,115
34356_KERCKHF1_WI,115
34357_AIRWAYJ1_WI,115
34358_KERCKHF2_WI,115
34359_AIRWAYJ2_WI,115
34360_WWARD JT_WI,115
34361_AIRWAYS_WI,115
34362_CLOVIS-1_WI,115
34363_CLOVISJ1_WI,115
34364_CLOVIS-2_WI,115
34365_CLOVISJ2_WI,115
34366_SANGER_WI,115
34368_LASPALMS_WI,115
34370_MC CALL_WI,115
34371_SCWAX_WI,115
34372_MALAGA_WI,115
34373_SCWAXJCT_WI,115
34374_RANCHRS_WI,115
34375_ULTPWRJ_WI,115
34376_PPG_WI,115
34377_AIRPROD_WI,115
34378_GATES_WI,115
34379_MALAGATP_WI,115
34380_REEDLEY_WI,115
34381_KRCDP_WI,115
34382_WAHTOKE_WI,115
34385_KINGS J1_WI,115
34386_KNGSCOGN_WI,115
34387_SUNMAID_WI,115
34388_RAINBW_WI,115
34389_RAINBWTP_WI,115
34390_DANISHCM_WI,115
34391_QUEBECTP_WI,115
34392_QUEBEC_WI,115
34394_PIEDRA 1_WI,115
34396_PIEDRA 2_WI,115
34398_BALCH_WI,115
34400_KNGSRVR1_WI,115
34402_CAL AVE_WI,115
34404_WST FRSO_WI,115
34408_BARTON_WI,115
34409_PNDLJ2_WI,115
34410_MANCHSTR_WI,115
34411_PNDLJ1_WI,115
34412_HERNDON_WI,115
34413_PNEDLE_WI,115
34414_WOODWARD_WI,115
34415_PNEDLE2_WI,115
34416_BULLARD_WI,115
34417_KINGS J2_WI,115
34418_KINGSBRG_WI,115
34420_CORCORAN_WI,115
34421_GAURD J2_WI,115
34422_CHLDHOSP_WI,115
34423_GAURD J1_WI,115
34424_GRDN GLS_WI,115
34425_KCOGNJCT_WI,115
34426_ALPAUGH_WI,115
34427_GRDNGLS2_WI,115
34428_CONTADNA_WI,115
34429_GWF_HEP_WI,115
34430_HENRETTA_WI,115
34431_GWF_HEP1_WI,13.80000019
34432_WESTLNDS_WI,115
34433_GWF_HEP2_WI,13.80000019
34434_TAPP1004_WI,115
34435_RPSP1004_WI,115
34452SHON_WI,70
34454_RIVERROC_WI,70
34456_HRDWK TP_WI,70
34458_HARDWICK_WI,70
34460_GUERNSEY_WI,70
34462_GUR3TPT_WI,70
34464_COPPRMNE_WI,70
34466_BIOLA_WI,70
34468_BOWLES_WI,70
34469_GFFNJCT_WI,70
34470_GIFFEN_WI,70
34471_SNJQJCT_WI,70
34472_SAN JOQN_WI,70
34473_SNJQTP_WI,70
34474_HELM_WI,70
34475_AGRCJCT_WI,70
34476_AGRICO_WI,70
34478_TVY VLLY_WI,70
34480_KEARNEY_WI,70
34481_FRWWTAP_WI,70
34482_OLDKERN_WI,70
34483_FRESNOWW_WI,70
34484_KERMAN_WI,70
34485_FRESNOWW_WI,12.47000027
34487_SNGRJCT_WI,115
34489_SNGRCOGN_WI,115
34490_PARLIER_WI,115
34491_AUBRYTP_WI,70
34492_REEDLEY_WI,70
34493_AUBERRY_WI,70
34494_DUNLAP_WI,70
34495_SANDCRK_WI,70
34496_STCRRL J_WI,70
34497_DNUBAJCT_WI,70
34498_STONCRRL_WI,70
34499_DNUBAEGY_WI,70
34500_DINUBA_WI,70
34502_OROSI_WI,70
34508_CAMDEN_WI,70
34510_CMDN JCT_WI,70
34511_LMOR_TAP_WI,70
34512_CARUTHRS_WI,70
34514_LEMORNAS_WI,70
34516_LEPRINO_WI,70
34518_LEMOORE_WI,70
34519_LPRN JCT_WI,115
34520_LPRNO TP_WI,70
34521_LEPRNOFD_WI,115
34522_HNFRD SW_WI,70
34524_CANDLEWK_WI,70
34526_ORSI JCT_WI,70
34528_CORCORAN_WI,70
34530_BSWLL TP_WI,70
34531_JGBSWLL_WI,70
34532_ARMSTRNG_WI,70
34534_RESERVE_WI,70
34536_ANGIOLA_WI,70
34537_GWF_HENR_WI,70
34538_BOSWELL_WI,70
34539_GWF_GT1_WI,13.80000019
34540_HENRITTA_WI,70
34541_GWF_GT2_WI,13.80000019
34542_JCBSCRNR_WI,70
34543_RPSP1005_WI,70
34544_TLRE LKE_WI,70
34545_RPSP1006_WI,70
34546_AVENAL_WI,70
34547_RPSP1007_WI,70
34548_KETTLEMN_WI,70
34550_CHEVPLIN_WI,70
34552_GATES_WI,70
34553_WHD_GAT2_WI,13.80000019
34554_AMSTG SW_WI,70
34556_STRD JCT_WI,70
34558_HURON_WI,70
34559_HURONJ_WI,70
34560_CALFLAX_WI,70
34562_SCHLNDLR_WI,70
34564_STROUD_WI,70
34566_PLSNTVLY_WI,70
34570_COLNGA 2_WI,70
34571_DERRICK_WI,70
34572_TORNADO_WI,70
34574_COLNGA 1_WI,70
34576_KNGLOBUS_WI,70
34578_JACALITO_WI,70
34580_BDGR HLL_WI,70
34582_ARCO_WI,70
34584_DEVLS DN_WI,70
34600_HELMS 1_WI,18
34601_JGBSWL12_WI,12.47000027
34602_HELMS 2_WI,18
34603_JGBSWLT_WI,12.47000027
34604_HELMS 3_WI,18
34605_JGBSWLM_WI,12.47000027
34606_GATES11T_WI,13.80000019
34607_GATES11M_WI,13.80000019
34608_AGRICO_WI,13.80000019
34609_WOODCHUK_WI,70
34610_HAAS_WI,13.80000019
34611_HAAS_70_WI,70
34612_BLCH 2-2_WI,13.80000019
34614_BLCH 2-3_WI,13.80000019
34616_KINGSRIV_WI,13.80000019
34618_MCCALL1T_WI,13.19999981
34620_MCCALL2T_WI,13.19999981
34621_MCCALL3T_WI,13.19999981
34622_GATES 1T_WI,13.19999981
34624_BALCH 1_WI,13.19999981
34630_HERNDN1T_WI,13.19999981
34631_SJ2GEN_WI,9.109999657
34632_HERNDN2T_WI,13.19999981
34633_SJ3GEN_WI,9.109999657
34634_CRANEVLY_WI,12
34636_FRIANTDM_WI,6.599999905
34638_FRANTDM_WI,70
34640_ULTR.PWR_WI,9.109999657
34642_KINGSBUR_WI,9.109999657
34646_SANGERCO_WI,9.109999657
34648_DINUBA E_WI,13.80000019
34650_GWF-PWR._WI,13.80000019
34652_CHV.COAL_WI,9.109999657
34654_COLNGAGN_WI,9.109999657
34658SHON_WI,2.299999952
34671_KRCDPCT1_WI,13.80000019
34672_KRCDPCT2_WI,13.80000019
34673_RPSP1005_WI,0.479999989
34674_RPSP1006_WI,0.479999989
34675_RPSP1007_WI,0.479999989
34691_GWF_ST1_WI,13.80000019
34692_GWF_SL1_WI,34.5
34696_RPSP1004_WI,21
34700_SMYRNA_WI,115
34701_SEMI_TAP_WI,115
34702_GOSE LKE_WI,115
34703_SMTRPCWS_WI,115
34704_SEMITRPC_WI,115
34705_WSCOPRSN_WI,115
34706_WESTPARK_WI,115
34707_TAPP1018_WI,115
34708_MCKIBBEN_WI,115
34709_7STNDRD_WI,115
34710_CHARKA_WI,115
34711_RPSP1018_WI,115
34712_FAMOSO_WI,115
34713_OGLE TAP_WI,115
34714_LERDO_WI,115
34715_OGLE JCT_WI,115
34716_LRDO JCT_WI,115
34717_DEXZEL_WI,115
34718_KERN OIL_WI,115
34719_POSOMTJT_WI,115
34720_DSCVRYTP_WI,115
34721_RASMSNTP_WI,115
34722_RASMUSEN_WI,115
34723_DISCOVER_WI,115
34724_KRN OL J_WI,115
34725_RPSP1019_WI,115
34726_PTRL JCT_WI,115
34727_RPSP1003_WI,115
34728_LIVE OAK_WI,115
34729_CALWATER_WI,115
34730_PSE-3_WI,115
34731_CALWTRTP_WI,115
34732_COLUMBUS_WI,115
34733_BEAR MTN_WI,115
34734_BEAR TAP_WI,115
34735_MAGUDN J_WI,115
34736_MAGUNDEN_WI,115
34737_GRIMWAYJ_WI,115
34738_BOLTHSE_WI,115
34739_GRIMWAY_WI,115
34740_STOCKDLE_WI,115
34741_STCKDLJ_WI,115
34742_SEMITRPJ_WI,115
34744_GODN_BER_WI,115
34745_TAPP1020_WI,115
34746_GANSO_WI,115
34747_RPSP1020_WI,115
34749_TPMNTP1_WI,115
34750_TUPMAN_WI,115
34751_TPMNTP2_WI,115
34752_KERN PWR_WI,115
34753_TEVISJ1_WI,115
34754_TEVIS_WI,115
34755_TEVISJ2_WI,115
34756_WHEELER_WI,115
34757_TEVIS2_WI,115
34758_LAMONT_WI,115
34760_RIO BRVO_WI,115
34761_RNFROTP1_WI,115
34762_RENFRO_WI,115
34763_RNFROTP2_WI,115
34766_SHAFTER_WI,115
34767_RENFRO2_WI,115
34768_KERN1 M_WI,13.19999981
34770_KERN2 M_WI,13.19999981
34774_MIDWAY_WI,115
34775_RENFRJCT_WI,115
34776_TAFT_WI,115
34777_FELLOWSG_WI,115
34778_FELLOWS_WI,21
34779_MIDSUN_WI,115
34780_CYMRIC_WI,115
34781_TEXCO_NM_WI,115
34782_KRNFRNTT_WI,115
34783_TEXCO_NM_WI,9.109999657
34784_CAWELO C_WI,115
34785_KERNFRNT_WI,115
34786_UNIVRSTY_WI,115
34787_NORCO_TA_WI,115
34788_NORCO_WI,115
34790_INERGY_WI,115
34792_KERNRDGE_WI,115
34793_TX-LOST_WI,69
34794_TEMBLOR_WI,115
34796_CARRIZO_WI,115
34798_KERNWATR_WI,115
34800_MORGAN_WI,115
34802_MIDSET_WI,115
34804_BELRIDGE_WI,115
34805_ARVINJ1_WI,115
34806_ARVIN_ED_WI,115
34807_ARVINJ2_WI,115
34808_ROSEDAL_WI,115
34809_TX_ROSDL_WI,115
34810_POSO MT_WI,115
34811_RIOBRVTM_WI,115
34812_VEDDER_WI,115
34813_FRTLYTP_WI,115
34814_FRITO LY_WI,115
34815_WESTPLAT_WI,115
34817_OXY_230_WI,230
34850_BLACKWLL_WI,70
34851_DEVLDNPP_WI,70
34852_CARNERAS_WI,70
34853_BLUSTNPP_WI,70
34854_MCKTTRCK_WI,70
34855_POLPASPP_WI,70
34856_NORTHMWY_WI,70
34858_MDWY_P_S_WI,70
34859_PRMTFMTP_WI,70
34860_TAFT A_WI,70
34861_TAFT A_J_WI,70
34862_MARICOPA_WI,70
34863_MOCO_JCT_WI,70
34864_GARDNER_WI,70
34865_BRY_PTLM_WI,70
34866_BSCL_PLD_WI,70
34867_GARDNR T_WI,70
34868_COPUS_WI,70
34869_RPSP1022_WI,70
34870_TEMBLOR_WI,70
34871_RPSP1024_WI,70
34872_LAKEVIEW_WI,70
34874_WHEELER_WI,70
34876_TEJON_WI,70
34880_SN BRNRD_WI,70
34882_SAN EMDO_WI,70
34886_MAGNDN J_WI,70
34888_ARVIN_WI,70
34890_WEEDPTCH_WI,70
34894_KRN CNYN_WI,70
34896_RIOBRVQF_WI,70
34897_FRUITTAP_WI,70
34898_BAKRSFLD_WI,70
34899_EISENTP_WI,70
34900_EISEN_WI,70
34902_MAGUNDEN_WI,70
34904_OLD RIVR_WI,70
34905_UNIONJCT_WI,70
34906_PANAMA_WI,70
34908_CARNATIO_WI,70
34909_GRMWY_SM_WI,70
34910_WELLFILD_WI,70
34911_FRUITVLE_WI,70
34914_KERN PW1_WI,70
34915_MOCO_WI,70
34916_CADET_WI,70
34918_KERN PW2_WI,70
34919_TX_BV_HL_WI,70
34920_ELK HLLS_WI,70
34922_KRN OL J_WI,70
34926_FAMOSO_WI,70
34928_CAWELO B_WI,70
34930_MC FRLND_WI,70
34932_WASCO_WI,70
34934_SEMITRPC_WI,70
34935_CUYAMA2_WI,70
34936_CUYAMA_WI,70
34938_3EMIDIO_WI,70
34939_VALPREDO_WI,70
34940_ROSE_WI,70
34941_PACI_PIP_WI,70
34942_LST HLLS_WI,70
34943_TAPP1023_WI,70
34944_TECUYA_WI,70
34945_RPSP1023_WI,70
34946_KNG_ELIS_WI,70
34947_CELERON_WI,70
34948_GRAPEVNE_WI,70
34950_STALLION_WI,70
34951_STALIONJ_WI,70
34952_LEBEC_WI,70
34954_EMDO JCT_WI,70
34956_CASTAC_WI,70
34958_KELLEY_WI,70
34962_BRRNDA C_WI,70
34964_BRRNDA A_WI,70
34965_ANTLP JC_WI,70
34966_ANTELOPE_WI,70
34968_TWISSLMN_WI,70
34970_TX_LOSHL_WI,70
34971_NTPTRL_WI,70
34972_CHEVLHLS_WI,70
34973_RPSP1017_WI,4.159999847
35000_RPSP1003_WI,21
35001_RPSP1018_WI,21
35002_MDWY 11T_WI,13.80000019
35003_MDWY 11M_WI,13.80000019
35004_SUNSET G_WI,13.80000019
35005_MDWY 13T_WI,13.80000019
35006_KERN1 T_WI,13.19999981
35007_MDWY 13M_WI,13.80000019
35008_KERN2 T_WI,13.19999981
35011_RPSP1023_WI,34.5
35012_RPSP1019_WI,21
35013_RPSP1020_WI,21
35014_RPSP1021_WI,21
35018_KERNCNYN_WI,9.109999657
35020_RIOBRAVO_WI,9.109999657
35023_DOUBLE C_WI,13.80000019
35024_DEXEL +_WI,13.80000019
35026_KERNFRNT_WI,9.109999657
35027_HISIERRA_WI,13.80000019
35028_OILDALE_WI,9.109999657
35029_BADGERCK_WI,13.80000019
35032_CHV-CYMR_WI,9.109999657
35034_MIDSUN +_WI,13.80000019
35035_ULTR PWR_WI,13.19999981
35036_MT POSO_WI,13.80000019
35037_UNIVRSTY_WI,9.109999657
35038_CHLKCLF+_WI,9.109999657
35040_KERNRDGE_WI,9.109999657
35044_TX MIDST_WI,9.109999657
35046_SEKR_WI,9.109999657
35048_FRITOLAY_WI,9.109999657
35050_SLR-TANN_WI,9.109999657
35051_SLR_TANH_WI,70
35052_CHEV.USA_WI,9.109999657
35056_TX-LOSTH_WI,4.159999847
35058_PSE-LVOK_WI,9.109999657
35060_PSEMCKIT_WI,9.109999657
35062_DISCOVRY_WI,13.80000019
35064_NAVY 35R_WI,9.109999657
35066_PSE-BEAR_WI,9.109999657
35067_PRMTFARM_WI,21
35068_RPSP1022_WI,34.5
35069_RPSP1024_WI,34.5
35070_LAPLM_G1_WI,21
35071_LAPLM_G2_WI,21
35072_LAPLM_G3_WI,21
35073_LAPLM_G4_WI,21
35074_TEXSUN1G_WI,18
35075_TEXSUN2G_WI,18
35076_ELKHIL1G_WI,18
35077_ELKHIL2G_WI,18
35078_ELKHIL3G_WI,18
35079_TEXSUNST_WI,18
35310_LFC FIN+_WI,9.109999657
35901_GRN VLY1_WI,115
35905_CMP EVRS_WI,115
35907_PAUL SWT_WI,115
35908_ROB ROY_WI,115
35909_HOLLISTR_WI,115
35910_CRZY_HRS_WI,115
35913_NTVD SW2_WI,115
35914_NTVD SW1_WI,115
35915_PRNDL J1_WI,115
35916_PRUNEDLE_WI,115
35917_PRNDL J2_WI,115
35919_SOLEDAD_WI,115
35920_SALINAS_WI,115
35921_MOSLND E_WI,115
35922_MOSLND D_WI,115
35923_CSTRVLJ2_WI,115
35924_CSTRVLLE_WI,115
35925_CSTRVLJ1_WI,115
35926_DOLAN RD_WI,115
35927_DOLAN J1_WI,115
35928_DOLAN J2_WI,115
35929_DEL MNTE_WI,115
35936_SRGNT JT_WI,115
35940_HOLST D_WI,115
35945_SNBENITO_WI,115
35950_ERTA_WI,115
35951_CIC JCT_WI,115
35952_WTSNVLLE_WI,115
35953_ERTA JCT_WI,115
35954_GRANT JT_WI,115
35955_GRANT RK_WI,115
35956_AGRILINK_WI,115
35958_BRIGTANO_WI,115
36000_BIG BASN_WI,60
36001_BURNS J1_WI,60
36002_BURNS_WI,60
36003_BURNS J2_WI,60
36004_LONE STR_WI,60
36005_PT.MRT J_WI,60
36006_PT MRTTI_WI,60
36007_CRUSHER_WI,60
36010_CRYHSE60_WI,60
36020_LGNTS J1_WI,60
36022_LGNSTAP_WI,60
36023_GABILAN_WI,60
36024_FTORD J1_WI,60
36025_SALINAS2_WI,60
36026_FTORD J2_WI,60
36027_SALINAS1_WI,60
36028_BRNDA J1_WI,60
36029_BORONDA_WI,60
36030_BRNDA J2_WI,60
36031_FORT ORD_WI,60
36032_MZNTA J2_WI,60
36033_MANZANTA_WI,60
36034_MZNTA J1_WI,60
36035_DEL MNTE_WI,60
36036_MONTEREY_WI,60
36037_NVY SCHL_WI,60
36038_VIEJO_WI,60
36039_HATTON_WI,60
36040_VIEJO JT_WI,60
36041_NAVY LAB_WI,60
36042_LAURLS J_WI,60
36043_RSVTN RD_WI,60
36044_LAURELES_WI,60
36045_OTTER_WI,60
36046_FREXP JT_WI,60
36047_FRSHXPRS_WI,60
36048_B.VSTA J_WI,60
36049_BNA VSTA_WI,60
36050_FIRESTNE_WI,60
36051_SPNCE J1_WI,60
36052_SPNCE J2_WI,60
36053_SPENCE_WI,60
36054_SNBRN JT_WI,60
36055_IND.ACRE_WI,60
36056_9 ST JCT_WI,60
36059_CMPHR J1_WI,60
36060_GONZALES_WI,60
36061_GNZLSJCT_WI,60
36062_CAMPHORA_WI,60
36063_CMPHR J2_WI,60
36064_SOLEDAD_WI,60
36065_SEF TAP_WI,60
36066_LOS CCHS_WI,60
36067_LCCHS J1_WI,60
36069_LOS OSTS_WI,60
36070_LCCHS J2_WI,60
36071_COBRN J1_WI,60
36072_COBRN J2_WI,60
36073_KING CTY_WI,60
36074_JOLON_WI,60
36075_COBURN_WI,60
36076_BA FOOD1_WI,60
36077_BA FOOD2_WI,60
36078_JOLON TP_WI,60
36079_S ARDOJ1_WI,60
36080_S ARDOJ2_WI,60
36081_TEXCO J1_WI,60
36082_SAN ARDO_WI,60
36083_TEXCO J2_WI,60
36084_OILFLDS_WI,60
36085_TEXACO_WI,60
36086_TEXCO J3_WI,60
36087_SARG CYN_WI,60
36088_SALN RVR_WI,60
36089_KCTY_TAP_WI,60
36200_SARGCN G_WI,13.80000019
36201_SALNR GN_WI,13.80000019
36202_BAF COG1_WI,13.80000019
36203_BAF COG2_WI,13.80000019
36207_KCTYPKER_WI,13.80000019
36209_SLD ENRG_WI,12.47000027
36217_PSWTSTCM_WI,8
36218_M_WI,115
36221_DUKMOSS1_WI,18
36222_DUKMOSS2_WI,18
36223_DUKMOSS3_WI,18
36224_DUKMOSS4_WI,18
36225_DUKMOSS5_WI,18
36226_DUKMOSS6_WI,18
36250_FOOTHILL_WI,115
36251_FTHILTP2_WI,115
36252_MORRO BY_WI,115
36253_FTHILTP1_WI,115
36254_SN LS OB_WI,115
36256_MESA_PGE_WI,115
36258_S.M.ASSO_WI,115
36260_SISQUOC_WI,115
36262_GAREY_WI,115
36264_S.YNZ JT_WI,115
36266_SNTA MRA_WI,115
36267_SNTAMRTP_WI,115
36268_DIVVIDE_WI,115
36269_FRWAYTP_WI,115
36270_FAIRWAY_WI,115
36274_BUELLTON_WI,115
36276_LOMPCJ2_WI,115
36278_OCEANO_WI,115
36280_UNION OL_WI,115
36282_SURF JCT_WI,115
36284_SURF_WI,115
36286_PALMR_WI,115
36288_ZACA_WI,115
36290_SNTA YNZ_WI,115
36292_MANVILLE_WI,115
36294_CABRILLO_WI,115
36296_PURSMAJ1_WI,115
36298_PURISIMA_WI,115
36300_PURSMAJ2_WI,115
36301_RPSP1013_WI,115
36302_GOLDTREE_WI,115
36303_GLDTRJC1_WI,115
36304_GLDTRJC2_WI,115
36305_TAPP1013_WI,115
36310_TEMPLT7_WI,70
36315_TEMPL J_WI,70
36316_TEMPL J2_WI,70
36350_CHOLAME_WI,70
36352_CHLME JT_WI,70
36354_SAN MIGL_WI,70
36356_PSA RBLS_WI,70
36358_ATASCDRO_WI,70
36360_CACOS J1_WI,70
36362_CACOS J2_WI,70
36364_CAYUCOS_WI,70
36366_PERRY_WI,70
36368_CAMBRIA_WI,70
36370_BAYWOOD_WI,70
36372_MUSTNG J_WI,70
36374_MUSTANG_WI,70
36376_SN LS OB_WI,70
36378_DIVIDE_WI,70
36380_VAFB SSA_WI,70
36382_VAFB SSB_WI,70
36384_VAFB A-N_WI,70
36405_MOSSLND6_WI,22
36406_MOSSLND7_WI,22
36407_MORRO 1_WI,18
36408_MORRO 2_WI,18
36409_MORRO 3_WI,18
36410_MORRO 4_WI,18
36411_DIABLO 1_WI,25
36412_DIABLO 2_WI,25
36413_UNION OL_WI,13.80000019
36414_SO VAFB_WI,12.47000027
36416_ST MARIA_WI,9.109999657
36418_GAREY_WI,4
36429_RPSP1034_WI,34.5
36430_RPSP1034_WI,0.324000001
36431_RPSP1035_WI,34.5
36432_RPSP1035_WI,0.324000001
36433_RPSP1036_WI,34.5
36434_RPSP1036_WI,0.324000001
36435_RPSP1037_WI,34.5
36436_RPSP1037_WI,0.324000001
36934N&AMDE_WI,9.109999657
36936_JELD-WN_WI,9.109999657
36938_HONEYLKE_WI,9.109999657
36940_SPI_WI,2.400000095
36950_INTAKE_WI,230
36960_MOCASIN_WI,230
36961_MOCCASN_WI,13.80000019
36962_MOCCASIN_WI,115
36964_WRNRVLLE_WI,115
36965_KIRKWOOD_WI,13.80000019
36966_HOLM_WI,13.80000019
36967_RB_TAP3_WI,115
36968_MID_TAP3_WI,115
36969_MID_TAP4_WI,115
36970_CAL_TAP3_WI,115
36971_CAL_TAP4_WI,115
36972_CALEVRAS_WI,115
36973_MOC_TAP5_WI,230
36974_MOC_TAP6_WI,230
36975_RB_TAP8_WI,115
36976_RIVRBANK_WI,115
36980_KIRKWD 1_WI,13.80000019
36981_KPH1_9_WI,230
36982_KIRKWD 2_WI,13.80000019
36983_KPH2_10_WI,230
36984_KIRKWD 3_WI,13.80000019
36985_KPH3_11_WI,230
36986_HOLM 1_WI,13.80000019
36987_HPH1_1_WI,230
36988_HOLM 2_WI,13.80000019
36989_HPH2_2_WI,230
36990_MCSN CK1_WI,13.80000019
36992_MCSN CK2_WI,13.80000019
36998_HW_TAP_WI,115
37530_WHISKEYT_WI,4.159999847
37531_WHISKEYF 230_WI,230
37563_MELONES_WI,230
37568_FIDDYMNT_WI,230
37572_ROSEVLL1_WI,60
37573_ROSEVLL2_WI,60
37574_FIDDYMNT_WI,60
37600_REP_WI,60
37601_REP1_WI,13.80000019
37602_REP2_WI,13.80000019
37603_REP3_WI,13.80000019
37648_KNAUF_WI,115
37901_AIRPORTW_WI,115
37902_AIRPORTR_WI,115
37905_AIRPORT1_WI,12.47000027
37906_AIRPORT2_WI,12.47000027
37907_BELTLINE_WI,115
37908_BELT1_WI,12.47000027
37909_BELT2_WI,12.47000027
37910_CANBY_WI,115
37912_CANBY2_WI,12.47000027
37913_CANBY3_WI,12.47000027
37914_CLEAR CR_WI,115
37915_CLEAR1_WI,12.47000027
37916_COLLEGE V_WI,115
37917_COLLEGE1_WI,12.47000027
37918_COLLEGE2_WI,12.47000027
37919_EAST RDG_WI,115
37920_EASTRDG1_WI,12.47000027
37921_EASTRDG2_WI,12.47000027
37922_EUREKA W_WI,115
37923_EUREKA1_WI,12.47000027
37924_EUREKA2_WI,12.47000027
37925_GOODWAT_WI,115
37926_GOODWAT1_WI,12.47000027
37927_GOODWAT2_WI,12.47000027
37928_MOORE_WI,115
37929_MOORE1_WI,12.47000027
37930_MOORE2_WI,12.47000027
37931_OASIS RD_WI,115
37932_OASIS1_WI,12.47000027
37933_OASIS2_WI,12.47000027
37934_OREGON_WI,115
37935_OREGON1_WI,12.47000027
37936_OREGON2_WI,12.47000027
37937_QUARTZ H_WI,115
37938_QUARTZ1_WI,12.47000027
37939_QUARTZ2_WI,12.47000027
37940_RDGCT 1_WI,13.80000019
37941_RDGCT 2_WI,13.80000019
37942_RDGCT 3_WI,13.80000019
37943_RDGPOWER_WI,115
37944_RDGSTEAM_WI,13.80000019
37945_STILLWAT_WI,115
37946_STILLW1_WI,12.47000027
37947_SULP CRK_WI,115
37948_SULP JCT_WI,115
37949_SULP1_WI,12.47000027
37950_SULP2_WI,12.47000027
37951_TEXASSPR_WI,115
37952_TEXASSP1_WI,12.47000027
37953_TIERRA O_WI,115
37954_TIERRA1_WI,12.47000027
37955_WALDON_WI,115
37956_WALDON1_WI,12.47000027
37957_WALDON2_WI,12.47000027
37958_RDGCT 4_WI,13.80000019
37959_CANBY4_WI,12.47000027
37961_BSNS P1_WI,115
37962_BSNS P2_WI,115
37963_RDGCT 6_WI,13.80000019
38000_LODI_WI,230
38020_CITY UKH_WI,115
38030_LMPC-CTY_WI,115
38031_LOMPCJ1_WI,115
38050_HELDSBRG_WI,60
38052_BIGGS_WI,60
38054_GRIDLEY_WI,60
38056_PLMS-SRA_WI,60
38057_PSIERRA_WI,60
38058_ROSEVLCT_WI,60
38060_INDUSTRL_WI,60
38100_SPICER_WI,21
38102_COLLRVL1_WI,13.80000019
38104_COLLRVL2_WI,13.80000019
38106_NCPA1GY1_WI,13.80000019
38108_NCPA1GY2_WI,13.80000019
38110_NCPA2GY1_WI,13.80000019
38112_NCPA2GY2_WI,13.80000019
38114_STIG CC_WI,13.80000019
38116_ROSEVCT1_WI,13.80000019
38117_ROSEVCT2_WI,13.80000019
38120_LODI25CT_WI,9.109999657
38131_PSQIUNCY_WI,69
38132_MOHAWK_WI,69
38133_GRAEGL_WI,69
38134_GRAEGL69_WI,69
38135_SIERVLTP_WI,69
38136_MARBLE_WI,69
38137_SIERVL69_WI,69
38138_BCKWRTH_WI,69
38139_CHILCT_WI,69
38140_HERLNG_WI,69
38141_HRLNG12_WI,69
38142_PRISON_WI,69
38143_NUPRISON_WI,69
38144_MILFORD_WI,69
38145_EDGMNT_WI,69
38146_LEAVIT1_WI,69
38147_LEAVIT2_WI,69
38148_NCPAGEN_WI,69
38149_MILFDREG_WI,69
38150_LEAVITGN_WI,13.80000019
38206_COTTLE_WI,230
38209_MCHPV_2A_WI,69
38365_N.HGN DM_WI,12
38600_BUENAVJ1_WI,230
38601_BUENAVT1_WI,230
38605_BUENAVJ2_WI,230
38606_BUENAVT2_WI,230
38610_DELTAPMP_WI,230
38615_DS AMIGO_WI,230
38620_HYATT_WI,230
38621_HYATT2_WI,230
38622_HYATT3_WI,230
38623_THM JCT2_WI,230
38625_SN LS PP_WI,230
38630_THERMLTO_WI,230
38635_THM JCT_WI,230
38640_WHLR RJ1_WI,230
38641_WHLR RT1_WI,230
38645_WHLR RJ2_WI,230
38646_WHLR RT2_WI,230
38650_WND GPJ1_WI,230
38651_WND GPT1_WI,230
38655_WND GPJ2_WI,230
38656_WND GPT2_WI,230
38700_THERMLT1_WI,13.80000019
38705_THERMLT2_WI,13.80000019
38710_THERMLT3_WI,13.80000019
38715_THERMLT4_WI,13.80000019
38720_PINE FLT_WI,13.80000019
