Node,Voltage
630487_MASONRC8_69,69
630488_MAYTAG 8_69,69
630489_NWVIENR8_69,69
630490_PFEILRT8_69,69
630491_PFEILRE8_69,69
630492_HOPREC8_69,69
630493_SANDSPR8_69,69
630494_FULTON_69,69
630495_PL PRAIR_69,69
630496_DONAHUE_69,69
630497_PARKVIEW_69,69
630498_BUFFALO_69,69
630499_PL PRAR_69,69
630500_SWTLD TP_69,69
630501_SWEETLND_69,69
630502_MUSCAT T_69,69
630503_NICHOLS_69,69
630504_NICH TAP_69,69
630505_ZENON_69,69
630506_WEST LIB_69,69
630507_SALS TAP_69,69
630508_PIKE TAP_69,69
630509_SALSBURY_69,69
630510_PIKE_69,69
630511_L TREE R_69,69
630512_IOWA JCT_69,69
630513_SHARON T_69,69
630514_SHARON R_69,69
630515_HASKINSR_69,69
630516_HSKNS TP_69,69
630517_BUFFALO8_69,69
630518_LINNJCT8_69,69
630519_LINNJRC8_69,69
630520_SEMINOL8_69,69
630521_E AVE 8_69,69
630522_V CORNER_69,69
630523_CORN SWE_69,69
630524_BFC TAP_69,69
630525_SE G MLS_69,69
630526_BFC GEN_69,69
630527_CS JCT_69,69
630528_26TH JCT_69,69
630529_SO WESTD_69,69
630530_WESTDALE_69,69
630531_WESTDALT_69,69
630532_CLINTNTP_69,69
630533_TWIN TOW_69,69
630534_DELANY_69,69
630535_GEN M JC_69,69
630537_SWISH RC_69,69
630538_CROZIER_69,69
630539_AMANA T_69,69
630540_ORCHARD_69,69
630541_WELL FLD_69,69
630542_STONEY P_69,69
630543_GEN MILL_69,69
630544_PCI EAST_69,69
630545_GENENCRW_69,69
630546_GENENCRE_69,69
630547_OAKRIDGE_69,69
630548_KIRKWOOD_69,69
630549_NO LIB R_69,69
630550_KTTYHWK8_69,69
630551_SWISHER_69,69
630552_LOUISA_69,69
630553_SPERRY R_69,69
630554_MEDIAPLS_69,69
630555_BURLRECT_69,69
630556_US GYPM_69,69
630557_NLONDN T_69,69
630558_WAPELLO_69,69
630559_OAKVILLE_69,69
630560_OAKVL RC_69,69
630561_KNGSTN R_69,69
630562_LAZEWELL_69,69
630563_LAZEWELT_69,69
630564_N BURL 8_69,69
630565_CAIRO RC_69,69
630566_CAIRO RE_69,69
630567_WINF TP_69,69
630568_WINFIELD_69,69
630569_IBP TAP_69,69
630570_COLUMBUS_69,69
630571_IBP_69,69
630572_BROWNS_69,69
630573_BROWN CO_69,69
630574_S CRNE T_69,69
630575_KALONA T_69,69
630576_KALONA R_69,69
630577_GLADWIN_69,69
630578_LETTS_69,69
630579_FRUITLAN_69,69
630580_ROCKW JC_69,69
630581_ROCKWELL_69,69
630582_NW FFLD_69,69
630583_BATAVIA_69,69
630584_MAGMET T_69,69
630585_WASH STR_69,69
630586_SE FAIRF_69,69
630587_COLLEGET_69,69
630588_COLLEGE_69,69
630589_WEST TAP_69,69
630590_WEST FF_69,69
630591_MALL TAP_69,69
630592_MALLEABL_69,69
630593_MAGNIMET_69,69
630594_PERLEE_69,69
630595_WILTON_69,69
630596_WILTON J_69,69
630597_ROCHSTER_69,69
630598_BENNETT_69,69
630599_CLARNCR8_69,69
630600_TIPTON R_69,69
630601_DIXON JC_69,69
630602_DIXON_69,69
630603_DOME TAP_69,69
630604_DOME_69,69
630605_AFTON WEST8_69,69
630606_INDEP WEST8_69,69
630607_DELMAR R_69,69
630608_DELMAR J_69,69
630609_BLIERDOR_69,69
630610_L NATION_69,69
630611_NBURL T_69,69
630612_BURL REC_69,69
630613_FL RVR R_69,69
630614_N LONDON_69,69
630615_4TH ST 8_69,69
630616_S BURL 8_69,69
630617_ARMYAMMO_69,69
630618_CRANE_69,69
630619_N CRNE T_69,69
630620_WAYLAND_69,69
630621_COPPOCK_69,69
630622_PLSNTPLN_69,69
630623_WELMN TP_69,69
630624_WELLMAN_69,69
630625_KEOTA TP_69,69
630626_WEBST RC_69,69
630627_WEBS TP_69,69
630628_KEOTA_69,69
630629_SIGOURN_69,69
630630_DELTA_69,69
630631_HAYESV T_69,69
630632_HEDRICK_69,69
630633_HAYESV R_69,69
630634_OLIVE TA_69,69
630635_DEWITT R_69,69
630636_MALONE_69,69
630637_OLIVE_69,69
630638_MALONE T_69,69
630639_ELVIRA_69,69
630640_CAMANREC_69,69
630641_NO LIBER_69,69
630642_HOLIDAY_69,69
630643_CVLE TAP_69,69
630644_CORALV R_69,69
630645_HRTLNDTP_69,69
630646_HERTLAND_69,69
630647_TIFFIN R_69,69
630648_IARECT_69,69
630649_TIFFIN_69,69
630650_OXFORD R_69,69
630651_HMSTD JT_69,69
630652_HOMESTEA_69,69
630653_AMANA_69,69
630654_IA REC_69,69
630655_MONTPELI_69,69
630657_BLGRSSRT_69,69
630659_IAAP TAP_69,69
630660_IAAP_69,69
630661_BLUFF_69,69
630662_MESS TAP_69,69
630663_DIAL TAP_69,69
630664_DIAL_69,69
630665_KSC TAP_69,69
630666_KEO STL_69,69
630667_GRFN WHL_69,69
630668_CRYTCHJ8_69,69
630669_CRYOTECH_69,69
630670_CRYTCHT8_69,69
630671_DCREEK 8_69,69
630672_CLIMAX 8_69,69
630673_ALLNDRF_69,69
630674_SIBLEY_69,69
630675_NATIONT8_69,69
630676_FAIRBANK_69,69
630677_NURSRYR8_69,69
630678_FAIRBNKRECT8_69,69
630679_ALTWTIF8_69,69
630680_ADM69KV8_69,69
630681_BEV T4_69,69
630683_DONLSON8_69,69
630684_WEST PT8_69,69
630686_WOSCTAP_69,69
630687_FLYCLD 8_69,69
630688_PORTLND8_69,69
630689_SEIPLRD8_69,69
630690_HOUGHTN8_69,69
630691_MILTON 8_69,69
630692_BONPRT18_69,69
630693_BOYSON8_69,69
630694_HIAWATHA_69,69
630695_LOUISA8_69,69
630696_NBPL TAP_69,69
630697_NBPL_69,69
630698_NBLT_TAP_69,69
630699_BRR_69,69
630700_BRR TAP_69,69
630701_KM_TAP_69,69
630702_CORNPLUS_69,69
630703_CHAPPEL_69,69
630704_NBLONETR_69,69
630705_KINDERMO_69,69
630710_FERNALD8_69,69
630711_DEKALB_69,69
630712_LUTHER_69,69
630713_MADRID 8_69,69
630714_MADRID R_69,69
630715_BIGCREKR_69,69
630717_ALMN RC_69,69
630718_HUXLEY 8_69,69
630719_CAMBR RE_69,69
630720_MAXWELL8_69,69
630721_NEV19TH_69,69
630722_NEVADA R_69,69
630723_NEVREC T_69,69
630724_NO NEVAD_69,69
630725_DYETHNL8_69,69
630726_DYLIBT8_69,69
630729_FAIRBANKREC8_69,69
630732_BETHEL 8_69,69
630733_G947_WF9_34.5,34.5
630734_PEOSTAWEST8_69,69
630736_STARK TP8_69,69
630737_STARK RC8_69,69
630738_W KNOX RC8_69,69
630739_KNOLT RC8_69,69
630746_FLYCLD WF_34.5,34.5
630747_RADIO8_69,69
630748_RADIO9_34.5,34.5
630754_MNTGMYJ8_69,69
630763_SANDRDG J2 8_69,69
630811_KNSASR8_69,69
630812_CLEARFLDTP8_69,69
630813_TIPTONM8_69,69
630816_ANKENYR8_69,69
630817_MALCOM_8_69,69
630818_G375_WF8_69,69
630819_G330_WF8_69,69
630822_WILL_RUR_69,69
630823_RIVERTON8_69,69
630827_HOWL TP8_69,69
630829_SUMNRRT8_69,69
630830_SUMNERR8_69,69
630831_MENLOTP8_69,69
630832_MENLOR 8_69,69
630833_HAWKYER8_69,69
630834_BVRROCK8_69,69
630835_HOWL RE8_69,69
630836_PEORIAR8_69,69
630837_RICHLND8_69,69
630838_GRNFLDR8_69,69
630839_OTTERCREEK8_69,69
630840_HUBBRDRURAL8_69,69
630841_ELDORA8_69,69
630842_HUBBRDPUMPT8_69,69
630843_MONT_IND8_69,69
630844_MEDORA REC8_69,69
630845_WHITE OAK R8_69,69
630846_WILDER2J8_69,69
630847_OAKDALE8_69,69
630848_MTAYRRE8_69,69
630849_MTAYRTP8_69,69
630850_BACKBNETP8_69,69
630851_BACKBNERE8_69,69
630852_CLEARFLDRC8_69,69
630853_I35TAP_69,69
630854_I35REC_69,69
630856_MANCHSTERTP8_69,69
630857_MANCHESTRR8_69,69
630859_ALDNBUCKEYE8_69,69
630860_DIKEMORRISN8_69,69
630861_REINBECK8_69,69
630862_WELSBRGDIST8_69,69
630863_MOSCOWT8_69,69
630864_NEWLIBERTYT8_69,69
630865_WINTROPR TP8_69,69
630866_WINTHROP RE8_69,69
630867_WINTHROP8_69,69
630868_QUASQ REC8_69,69
630870_QUASQ8_69,69
630871_ROWLEY8_69,69
630872_ROWLEY SW8_69,69
630873_ROWLEY REC8_69,69
630874_SHADY GR RE8_69,69
630875_SP CRK TP8_69,69
630876_SP CRK REC8_69,69
630877_BRANDON8_69,69
630878_HARISON RE8_69,69
630879_KARR REC8_69,69
630880_TROY MIL8_69,69
630881_WALKER8_69,69
630882_NUMAC TP8_69,69
630883_NUMAC8_69,69
630884_WALKER REC8_69,69
630885_KGAN8_69,69
630886_URBANA8_69,69
630887_BECCA REC8_69,69
630888_CENTER P8_69,69
630889_LFY TP8_69,69
630890_LFYT REC8_69,69
630891_MIDWAY8_69,69
630892_TROY MIL RE8_69,69
630893_LAFAYETT8_69,69
630894_ROBINS REC8_69,69
630895_VINTON MUNI8_69,69
630896_LINDALE TP8_69,69
630897_LINDALE REC8_69,69
630898_SHLBG TP8_69,69
630899_SHLBG REC8_69,69
630900_SHELLSBURG8_69,69
630901_PALO8_69,69
630902_VINTON 8_69,69
630903_TODVILLE RE8_69,69
630904_PLEASCR JCT8_69,69
630905_ERNSTRECTAP8_69,69
630906_ERNST REC8_69,69
630907_GRAHAM_69,69
630908_GREENVIEW R8_69,69
630909_HOOVERTAP8_69,69
630910_HOOVER 8_69,69
630911_TIPTONRECTP8_69,69
630912_MIDAMPUMPTN8_69,69
630913_MIDAMPUMP N8_69,69
630914_MIDAMPUMP S8_69,69
630915_MIDAMPUMPTS8_69,69
630916_OASIS 8_69,69
630917_MOSCOW8_69,69
630918_NEWLIBERTY8_69,69
630919_WASHTONBUS28_69,69
630920_WASHTONBUS18_69,69
630921_UNION_CB8_69,69
630922_UNION8_69,69
630923_CONRAD8_69,69
630925_GREENMNTN8_69,69
630927_G741_TAP8_69,69
630928_G741_8_69,69
630929_FLETCHER 8_69,69
630934_QUARTZAVE8_69,69
630938_CLEARLAKRCT8_69,69
630939_CLEARLAKRC8_69,69
630940_GILBERTREC8_69,69
630941_SQWVALRECT8_69,69
630942_SQWVALREC8_69,69
630943_GILBERT8_69,69
630944_AMES698_69,69
630956_AMESMINE8_69,69
630957_AMESMINETAP8_69,69
630959_COLOREC 8_69,69
630960_COLO 8_69,69
630961_STATECENTER8_69,69
630962_LAMOILLEREC8_69,69
630963_TIMBERCREEK8_69,69
630971_LAUREL JCT8_69,69
630972_PLAZA 5_161,161
630977_FLETCHER2 8_69,69
631000_ABBOTT 5_161,161
631001_TOLEDO 5_161,161
631004_M-TOWN 7_115,115
631008_WELSBRG5_161,161
631012_BL.PLN.5_161,161
631013_BLRSTWN7_115,115
631014_WILMSBG7_115,115
631015_STON PT7_115,115
631016_6 ST   7_115,115
631017_PRAR CK7_115,115
631018_HIAWATA7_115,115
631019_MARION 7_115,115
631020_BERTRAM7_115,115
631021_W.BRCH 7_115,115
631022_SUTLIFF7_115,115
631023_CALAMUS7_115,115
631024_E CALMS7_115,115
631027_SWAMPFX7_115,115
631029_IAFINDP5_161,161
631030_BNE HARISON5_161,161
631031_DRYCREK7_115,115
631032_SQUARED7_115,115
631033_ALBANY 6_138,138
631034_ROSEHLW5_161,161
631035_OSCEOLA_WF5_161,161
631036_NIW    5_161,161
631037_MPWSPLIT_161,161
631038_MAGNLIA5_161,161
631039_ELK    5_161,161
631040_HRN LK 5_161,161
631041_LAKEFLD5_161,161
631042_FOX LK 5_161,161
631044_HAYWD#25_161,161
631045_HUNTLEY5_161,161
631046_ADAMS  5_161,161
631047_LIME CK5_161,161
631048_EMERY  5_161,161
631049_CGORDO_5_161,161
631050_HAZLTON5_161,161
631051_HAZL S 5_161,161
631052_LANSINGW_161,161
631053_LANSING5_161,161
631054_ASBURY 5_161,161
631055_CNTRGRV5_161,161
631056_LORE   5_161,161
631057_SALEM N5_161,161
631058_SO.GVW.5_161,161
631059_8TH ST.5_161,161
631060_TRK RIV5_161,161
631061_SALEM S5_161,161
631062_ROCKCKW5_161,161
631063_ROCK CK5_161,161
631064_BVR CH 5_161,161
631065_BVR CH65_161,161
631066_SAVANNA5_161,161
631067_ALBANY 5_161,161
631068_YORK   5_161,161
631069_ANTA TP5_161,161
631070_ANITA  5_161,161
631071_SCRANTN5_161,161
631072_GU CTR 5_161,161
631073_MT VERN5_161,161
631074_GR JCT 5_161,161
631075_CARBIDE5_161,161
631076_TRIVERS5_161,161
631077_PERRY  5_161,161
631078_WNTRST 5_161,161
631079_BNE JCT5_161,161
631080_STON PT5_161,161
631081_M-TOWN 5_161,161
631082_TIMBRCK5_161,161
631083_TRAER  5_161,161
631084_VIELE  5_161,161
631085_PARNEL 5_161,161
631086_DYSART 5_161,161
631087_VINTON 5_161,161
631088_ARNOLD 5_161,161
631089_HIAWATA5_161,161
631090_PCI    5_161,161
631091_BEVERLY5_161,161
631092_BERTRAM5_161,161
631093_HILLSIE5_161,161
631094_FAIRFAX5_161,161
631095_E CALMS5_161,161
631096_GR MND 5_161,161
631097_DEWITT 5_161,161
631098_MQOKETA5_161,161
631099_WYOMING5_161,161
631100_LIBERTY5_161,161
631101_DUNDEE 5_161,161
631102_TRIBOJI5_161,161
631103_HANCOCK5_161,161
631104_EIC    5_161,161
631106_HENRYCO5_161,161
631107_JASPER 5_161,161
631108_DENMARK5_161,161
631109_BRLGTN 5_161,161
631110_WAPELLO5_161,161
631111_JEFF   5_161,161
631112_APANOSE5_161,161
631113_POWESHK5_161,161
631114_NEWPORT5_161,161
631115_OTTUMWA5_161,161
631116_BRDGPRT5_161,161
631117_REASNOR5_161,161
631118_LUCAS  5_161,161
631119_NEWTON 5_161,161
631120_JULIAN 5_161,161
631122_ADAMS_N5_161,161
631123_ADAMS_S5_161,161
631124_DKSN_CO5_161,161
631125_KERPER 5_161,161
631127_HAYWD#15_161,161
631128_M-TOWN_W5_161,161
631129_HUXLEY 5_161,161
631130_PERRY DIST5_161,161
631134_TRICNTY5_161,161
631138_LAKEFLD3_345,345
631139_HAZLTON3_345,345
631140_SALEM  3_345,345
631141_ROCK CK3_345,345
631142_ARNOLD 3_345,345
631143_OTTUMWA3_345,345
631144_MITCHLCO3_345,345
631146_COFFEY7_115,115
631147_COFFEY5_161,161
631148_MORGANV3_345,345
631150_G540_WF5_34.5,34.5
631151_G548_WF5_34.5,34.5
631152_G595_WF9_34.5,34.5
631153_G612_WF9_34.5,34.5
631154_BARTON5_161,161
631155_CRYSTLK5_161,161
631156_STRY_CO5_161,161
631157_G172_G1_34.5,34.5
631158_G172_G2_34.5,34.5
631159_HCKRYCK5_161,161
631163_FARIBLT5_161,161
631164_G298_WF5_161,161
631166_NUTHTCH5_161,161
631167_OLDSETTLERS7_115,115
631168_SAINTS RUN7_115,115
631169_CRYSTLKII5_161,161
631171_WHISWIL5_161,161
631172_G573_WFA9_34.5,34.5
631173_G573_WFB9_34.5,34.5
631174_GLENWRTH5_161,161
631175_FERNALD5_161,161
631176_HIPRAR_WF5_161,161
631177_PRARSTR_WF5_161,161
631178_AMES 5_161,161
631180_FREEBORN5_161,161
631181_G870_TAP5_161,161
631183_CAYLER5_161,161
631184_G612_WF7_161,161
631185_G798_WF7_161,161
631186_LAUREL_5_161,161
631188_DWNTWN IND5_161,161
631189_RIVER RUN5_161,161
631190_DEER RUN5_161,161
631191_HCKRYCK3_345,345
631193_HUNTLEY3_345,345
631196_KARMA 5_161,161
631197_LEDYARD3_345,345
631198_COLBY3_345,345
631199_KILLDEER3_345,345
631201_DOUD 5_161,161
631202_COLBY5_161,161
631203_SALE5_161,161
631209_COGGON 5_161,161
631210_JACKSON_161,161
631211_G330_34.5,34.5
631212_NIW_1_34.5,34.5
631213_NIW_2_34.5,34.5
631214_TIPTON WF_12,12
631215_BROOKE WF_34.5,34.5
631219_MEDIAPLST8_69,69
631220_CLKREACT5_161,161
631221_BEVERLY3_345,345
631222_NORLIB5_161,161
633008_MPW   8G_13.8,13.8
633009_MPW   9G_20,20
633209_9 SUB  5_161,161
633241_HWY61  5_161,161
633261_KPECKTP5_161,161
633301_SO.SUB 5_161,161
633321_WEST   5_161,161
633408_MPW GEN8_69,69
633409_9 SUB1 8_69,69
633410_9 SUBSTR_1,1
633421_CEDAR  8_69,69
633440_GRANDTP8_69,69
633451_ISETT  8_69,69
633481_PINE ST8_69,69
633501_SO.SUB 8_69,69
633502_SO.SUSTR_1,1
633503_SO.SUSTR_1,1
633511_WIGGINS8_69,69
633521_WEST   8_69,69
633522_WEST STR_1,1
633601_SO.SUB 9_13.8,13.8
633602_SO.SUB2 9_13.8,13.8
633609_9 SUB1 9_13.8,13.8
633621_WEST   9_13.8,13.8
635880_PLSNT CRNR 5_161,161
343501_2DALMAN 32_69,69
343502_4DALLMAN_138,138
343503_2LAKESID 7_69,69
343504_2REYNOLD 10_69,69
343505_4INTERSTA_138,138
343506_2EASTDAL 14_69,69
343507_4EASTDAL 32_138,138
343508_2TAINTOR_69,69
343509_4TAINTOR_138,138
343510_2PALOMINO_69,69
343511_4PALOMINO_138,138
343512_2WESTCHES_69,69
343513_4WESTCHES_138,138
343514_4SPALDING_138,138
343515_4CHTM MN_138,138
343516_2FACTORY_69,69
343517_2FACT TP_69,69
343518_2_JACKSN S_69,69
343519_2AMOS_69,69
343520_2GRANDVIE_69,69
343521_2WHITE OA_69,69
343522_2KLIEN E_69,69
343523_2OLD JAX_69,69
343524_2OJR TP E_69,69
343525_2OJR TP W_69,69
343526_2FRKLN PRK_69,69
343527_2MADISON_69,69
343528_2LAKE PAR_69,69
343530_2STEVENSO_69,69
343531_2_CORNELL_69,69
343532_2JEROME_69,69
343534_4WASHINGT_138,138
343535_2DURKIN_69,69
343536_2CULVER_69,69
343537_2MACARTHU_69,69
343538_2TANSEY_69,69
343539_4_PORTER_138,138
343540_2JEROME T_69,69
343541_4CHTM IND_138,138
343542_2_JACKSN N_69,69
343543_2LAKESID 6_69,69
343544_2DALMAN 31_69,69
343545_2KLEIN W_69,69
343546_2REYNOLD 11_69,69
343547_2EASTDAL 12_69,69
343548_4EASTDAL 98_138,138
343549_1DALMAN 31_13.2,13.2
343550_1DALMAN 32_13.2,13.2
343551_1DALMAN 33_19,19
343552_1DALMAN 41_18,18
343553_1INTSTA CT_13.8,13.8
343554_1REYNOLD CT_13.2,13.2
343555_1FACTORY CT_13.2,13.2
346508_7ALBION_345,345
346509_4ALBION R_138,138
346510_4ALBION_138,138
346515_4BOGART_138,138
346518_2AMOCO_69,69
346555_4AUBURN N_138,138
346571_4AVENA_138,138
346572_4AVENA TP_138,138
346573_2AVENA_69,69
346619_4BENTON_138,138
346662_4BLUFF AM_138,138
346665_4BOC GASS_138,138
346713_6CAHOKIA_230,230
346714_7CAHOKIA_345,345
346715_4CAHOK  1_138,138
346716_4CAHOK  3_138,138
346717_4CAHOK  5_138,138
346718_4CAHOK  2_138,138
346719_4CAHOK  4_138,138
346749_7CAMBEL T_345,345
346774_4CANTON_138,138
346791_4CARBD NE_138,138
346792_4CARBD NW_138,138
346809_7CASEY_345,345
346834_4CHARLSTN_138,138
346851_4CHSTERVL_138,138
346869_4CLAY JCT_138,138
346886_7COFFEN-N_345,345
346887_4COFFEN-N_138,138
346895_7COFFEEN_345,345
346896_1COFFEN 1_22,22
346897_1COFFEN 2_24,24
346900_4MARTINSVLE_138,138
346931_4CRAB ORH_138,138
346939_4CROSSVL_138,138
346992_7E W FKFT_345,345
347000_4E.QUINCY_S_138,138
347002_4E.QUNCY_204_138,138
347010_7HERLEMAN_345,345
347016_4EFFGHMNW_138,138
347024_4EFFINGHM_138,138
347080_4HERLEMAN_138,138
347084_4FREDERCK_138,138
347112_1GIBSN G1_13.8,13.8
347113_1GIBSN G2_13.8,13.8
347114_4GIBSON C_138,138
347115_4GIBSONCP_138,138
347122_4GILMAN_138,138
347166_4GRAND TW_138,138
347167_2GTWR MPT_69,69
347168_1GRTW   3_13.8,13.8
347169_1GRTW   4_13.8,13.8
347170_1GRTW   1_18,18
347171_1GRTW   2_18,18
347172_1GRTWSTR_1,1
347173_1GRTWSTR_1,1
347193_4HAMLTNAM_138,138
347194_2HAMIL CP_69,69
347195_2HAMLTNAM_69,69
347204_4HARCO_138,138
347212_4HAVANA S_138,138
347228_4HERRIN_138,138
347229_1HOLLANDU1_18,18
347230_1HOLLANDU2_18,18
347231_1HOLLANDU3_18,18
347236_4HOOPESTN_138,138
347237_4ROSSVIL_138,138
347238_4HOOPWND_138,138
347239_1HOOPWND_34.5,34.5
347240_1HOOPWD G_0.69,0.69
347244_4HULL_138,138
347270_4HUTSONVL_138,138
347280_4INA_138,138
347288_7IPAVA_S_345,345
347289_4IPAVA_S_138,138
347297_4JACKSNVL_138,138
347322_4JERSEYVL_138,138
347325_7JOPPA TS_345,345
347330_6JOPPA_230,230
347331_2JOPPA_69,69
347332_2JOPPA S_69,69
347334_5JOPPA S T1_161,161
347335_5JOPPA T123_161,161
347340_7KANSAS_345,345
347341_4KANSAS_138,138
347378_4KINMUNDY_138,138
347405_4LACLED 2_138,138
347406_4LACLED 1_138,138
347431_4LAWRNCVL_138,138
347466_4LOUISVL_138,138
347490_4MACOMB W_138,138
347491_4MACOMBNE_138,138
347499_4MAKANDA_138,138
347510_4MARTHN T_138,138
347511_4MARTHN N1_138,138
347512_4MARTHN N2_138,138
347515_4MARBHD N_138,138
347516_5MARBLE N_161,161
347523_5MARION S_161,161
347525_4MARION N_138,138
347526_4MARIONSA_138,138
347554_4MASON CY_138,138
347562_4MATOON E_138,138
347563_4MATOON W_138,138
347614_4MEPPEN T_138,138
347680_4MEREDOSA_138,138
347681_2MEREDOSA_69,69
347686_4FISHHOOK_138,138
347688_7MEREDOSIA_345,345
347711_4MISS_138,138
347712_4MISS T 1_138,138
347713_4MISS T 3_138,138
347748_5MOUND CY_161,161
347750_5LAFARGTP_161,161
347751_5LAFARG_161,161
347756_4MOWEAQUA_138,138
347781_4MT CARML_138,138
347783_4MTC DVST_138,138
347789_4MUDDY_138,138
347797_4MURDOCK_138,138
347813_2NAUVOO_69,69
347815_4SHELBYCO_138,138
347819_1SHELBYCO_U1_13.8,13.8
347820_6N COULTR_230,230
347821_7NEOGA_345,345
347822_4NEOGA_138,138
347823_1SHELBYCO_U2_13.8,13.8
347824_1SHELBYCO_U3_13.8,13.8
347825_1SHELBYCO_U4_13.8,13.8
347826_1SHELBYCO_U5_13.8,13.8
347827_1SHELBYCO_U6_13.8,13.8
347828_1SHELBYCO_U7_13.8,13.8
347829_1SHELBYCO_U8_13.8,13.8
347830_7NEWTON_345,345
347831_4NEWTON_138,138
347832_1NEWTON 1_24,24
347833_1NEWTON 2_24,24
347840_5NIOTA_161,161
347841_4NIOTA_138,138
347842_2NIOTA_69,69
347850_7NORRIS_345,345
347851_4NORRIS_138,138
347867_4OLNEY_138,138
347883_4ORDILL_138,138
347945_7PANA_345,345
347946_4PANA_N_138,138
347947_4PANA_138,138
347954_4PARIS AM_138,138
347955_7AUSTIN_345,345
347956_4AUSTIN_138,138
347963_4PAWNEE_138,138
347971_4PAXTON_138,138
347972_4PAXTON E_138,138
347973_4PIONEER_138,138
347974_1PIONR 1_34.5,34.5
347975_1PIONR 2_34.5,34.5
347976_1PIONR G1_0.69,0.69
347977_1PIONR G2_0.69,0.69
347978_4PAXTON E N_138,138
348000_6PICKNYVL_230,230
348050_4QNCY 3&J_138,138
348058_4E.QUINCY_N_138,138
348059_4S.QUINCY_S_138,138
348067_7RAMSEY_345,345
348068_4RAMSEY CIPS_138,138
348076_4RANTOUL_138,138
348084_4REEDS_138,138
348092_4RIDGE_138,138
348118_4GIFFORD_138,138
348126_4ROBNSNAM_138,138
348143_4ROODHSE_138,138
348151_7ROXFORD_345,345
348152_4ROXFORD1_138,138
348153_4ROXFORD2_138,138
348155_4ROXFORD3_138,138
348190_4STTLRSTRL_138,138
348191_1STLRSTRL1_34.5,34.5
348192_1STLRSTRL2_34.5,34.5
348193_1STTLR G1_0.69,0.69
348194_1STTLR G2_0.69,0.69
348198_4S.QUINCY_N_138,138
348231_4SHELBYVL_138,138
348232_4SHELDONS_138,138
348239_4SIDNY2_138,138
348267_4ST.ANTH_TAP_138,138
348285_6STJOHNAM_230,230
348286_6STJOHN TAP_230,230
348306_4TAYLORVL_138,138
348307_4TAYLR NE_138,138
348349_4TUSCL NE_138,138
348350_4TUSCOL W_138,138
348370_4VALMTAP_138,138
348376_4VENICE 1_138,138
348377_4VENICE 2_138,138
348378_2VENICE_69,69
348379_2VENICE T_69,69
348380_1VENICE1_13.8,13.8
348381_1VENICE2_13.8,13.8
348408_4VIRDEN_138,138
348416_4W FKFT E_138,138
348424_6W.FRKFT_230,230
348425_4W.FRKFT_138,138
348458_4WATSEKA_138,138
348491_7HOLLAND_345,345
348493_7XENIA_345,345
348494_7CONSTULN_345,345
348611_4S BELL E TT_138,138
348711_4S BELLEVL E_138,138
348712_4CENTERVILLE_138,138
348713_417THST JCT_138,138
348714_4BLV 17TH ST_138,138
348715_4VALMEYER_138,138
348716_4HIGHLD TAP_138,138
348717_4HIGHLD MUNI_138,138
348718_4MRYVLREA TP_138,138
348722_4CANTEEN_138,138
348727_4MTVERNW 2_138,138
348728_4MTVERNW 3_138,138
348729_4WRLDCLR TAP_138,138
348730_4MIDWAY E_138,138
348731_4HOOKDALE_138,138
348742_4DIAMSTR TP2_138,138
348743_4DIAMSTAR T2_138,138
348744_4DIAMSTAR T1_138,138
348745_4DIAMSTR TP1_138,138
348768_4BLMINGTN T7_138,138
348770_7GOOS_CRK_345,345
348773_7PR STATE_345,345
348774_7BALDWIN_345,345
348775_4BALDWIN_138,138
348776_7TURKEY HILL_345,345
348777_4TURKEY HILL_138,138
348778_7STALLINGS_345,345
348779_4STALLINGS S_138,138
348780_4STALLINGS N_138,138
348781_4AVISTON_138,138
348782_4ALBERS_138,138
348783_4LITCHFLD TP_138,138
348784_4SPARTA TAP_138,138
348785_4ARCH CO TAP_138,138
348786_4TILDEN JCT_138,138
348787_4WOODRIVR SW_138,138
348788_4SCHRAMCY TP_138,138
348789_4WOODRIVR NE_138,138
348790_4LACLEDE STP_138,138
348791_4LACLEDE NTP_138,138
348792_4COTTAGE HLS_138,138
348793_4CAMPBHL JCT_138,138
348794_4WANDA_138,138
348795_4GILLESPIE_138,138
348796_4N STAUNTON_138,138
348797_4LITCHFIELD_138,138
348798_4GILESPIE TP_138,138
348799_4GC23RD ST_138,138
348800_4GC23RD JCT_138,138
348801_4MADSN INDUS_138,138
348802_4MADSN ST TP_138,138
348803_4MADSN STATE_138,138
348804_4AMRCN STEEL_138,138
348805_4MARIGOLD TP_138,138
348806_4DUPO FERRY_138,138
348807_4E BELLEVLLE_138,138
348808_4PORTER ROAD_138,138
348809_4COLLINSVLLE_138,138
348810_4CENTERVL TP_138,138
348811_4S BELLEVL W_138,138
348812_4FAYET N JCT_138,138
348813_4FAYETTEVLLE_138,138
348814_4FAYET S JCT_138,138
348815_4TILDEN_138,138
348816_4N COULTERVL_138,138
348817_4AM STEEL TP_138,138
348818_4STEELEVLE S_138,138
348819_4SPARTA_138,138
348820_4STEELEVLE N_138,138
348821_4BALDWIN TAP_138,138
348822_4DUTCH HILL_138,138
348823_4PEABODY CO_138,138
348824_4MASCOUTAH_138,138
348825_4AVISTON TP_138,138
348826_4N NASHVILLE_138,138
348827_7W MT VERNON_345,345
348828_4MTVERNW 1_138,138
348829_442ND STREET_138,138
348830_4MIDWAY WBUS_138,138
348831_4SCHRAM CITY_138,138
