Collection,Parent Name,Child Name,Parent Category,Child Category
Generator.Start Fuels,SecondImp11_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp12_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp13_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp14_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp2_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp3_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp4_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp5_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp6_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp7_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp8_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SecondImp9_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake11_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake12_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake13_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake21_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake3_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake4_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake5_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SodaLake6_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SonomaCaliforniaGeo_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat1A-31_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat1A-32_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat2-1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat2-2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat3-1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Steamboat3-2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SteamboatHillsBin_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,SteamboatHillsSin_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Stillwater1_1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Stillwater1-2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Stillwater2_1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Stillwater2_2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,TGP_1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,ThermoNo1-2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Tuscarora_G9200_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Tuscarora_G9201_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Unidentified_1_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Vulcan1_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Vulcan2_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Wabuska_1_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Wabuska_2_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Wabuska_3_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,West_Ford_Flat1_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,West_Ford_Flat2_WI,Geothermal_CA_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,Wild_Rose_WI,Geothermal_WI,Geothermal_WI,Other_WI
Generator.Start Fuels,BasinCreek1_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek2_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek3_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek4_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek5_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek6_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek7_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek8_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BasinCreek9_WI,NG_MT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BloomingtonPwr1_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BloomingtonPwr2_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BloomingtonPwr3_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BloomingtonPwr4_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BloomingtonPwr5_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BloomingtonPwr6_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,BoulderPark1_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BoulderPark2_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BoulderPark3_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BoulderPark4_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BoulderPark5_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BoulderPark6_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,BountifulCity8_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_01_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_02_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_03_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_04_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_05_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_06_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_07_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_08_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_09_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_10_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_11_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_12_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_13_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_14_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_15_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Chowchilla2_16_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC01_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC02_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC03_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC04_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC05_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC06_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC07_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC08_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC09_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HumboldtBayIC10_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,HurricaneCityPwr1_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,HurricaneCityPwr2_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,HurricaneCityPwr3_WI,Oil_DistillateFuel_2_WI,IC_WI,Other Fossil_WI
Generator.Start Fuels,KyoceraInternational_WI,NG_CA SDGE_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen1_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen2_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen3_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen4_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen5_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen6_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,OrovilleCogen7_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Payson_86_1_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Payson_86_2_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Payson_86_3_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Payson_86_4_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE10_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE11_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE12_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE13_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE14_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE15_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE16_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE17_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE18_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE19_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GE20_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN1_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN2_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN3_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN4_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN5_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN6_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN7_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN8_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End_GEN9_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G01_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G02_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G03_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G04_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G05_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G06_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G07_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G08_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G09_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G10_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G11_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G12_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G13_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Plains_End2G14_WI,NG_CO_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-01_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-02_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-03_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-04_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-05_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-06_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-07_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-08_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-09_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-10_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-11_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,PortWestwrd2-12_WI,NG_OR_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC1_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC10_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC11_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC12_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC13_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC14_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC15_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC16_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC2_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC3_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC4_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC5_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC6_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC7_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC8_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Red_Bluff_IC9_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,TesoroICs_WI,NG_WA_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_A101_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_B102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_B202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_C102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_C202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_D101_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_E102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_E202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_F102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_F202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_G102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_G202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_H102_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Western_H202_WI,NG_NV North_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Whitehead_K1_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Whitehead_K2_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Whitehead_K3_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Whitehead_K4_WI,NG_UT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3A_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3B_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3C_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3D_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3E_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,Woodland3F_WI,NG_CA PGaE LT_WI,IC_WI,Natural Gas_WI
Generator.Start Fuels,AguaFria1_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,AguaFria2_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,AguaFria3_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos4_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos5_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Alamitos6_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Broadway3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal1_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal2_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal3_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal4_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal5_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,BurrardThermal6_WI,NG_BC_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,CMH_3_3_WI,NG_AB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Coolwater_1_WI,NG_CA SoCalB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Coolwater_2_WI,NG_CA SoCalB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Dinuba_1_WI,NG_CA SJ Valley_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Douglas_1_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,El_Centro_3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,El_Centro_4_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,ElSegundoPwr3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,ElSegundoPwr4_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Encina_2_WI,NG_CA SDGE_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Encina_3_WI,NG_CA SDGE_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Encina_4_WI,NG_CA SDGE_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Encina_5_WI,NG_CA SDGE_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Encina_ST1_WI,NG_CA SDGE_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Etiwanda3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Etiwanda4_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Fort_Churchill1_WI,NG_NV North_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Fort_Churchill2_WI,NG_NV North_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Gadsby_1_WI,NG_UT_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Gadsby_2_WI,NG_UT_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Gadsby_3_WI,NG_UT_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,GeorgeBirdsall1_WI,NG_CO_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,GeorgeBirdsall2_WI,NG_CO_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,GeorgeBirdsall3_WI,NG_CO_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Grayson_3_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Grayson_4_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Grayson_5_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Haynes_1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Haynes_2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Haynes_5_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Haynes_6_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,HuntingtonBeach1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,HuntingtonBeach2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,HWilsonSundtST1_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,HWilsonSundtST2_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,HWilsonSundtST3_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Kyrene1_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Kyrene2_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,LA_Wilmington2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,LANL_TA_3_1_WI,NG_NM North_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,LANL_TA_3_2_WI,NG_NM North_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,LANL_TA_3_3_WI,NG_NM North_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Mandalay_1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Mandalay_2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,MedicineHat12_WI,NG_AB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,MorroBay3_WI,NG_CA PGaE BB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,MorroBay4_WI,NG_CA PGaE BB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,MossLanding6_WI,NG_CA PGaE BB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,MossLanding7_WI,NG_CA PGaE BB_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Naughton3Gas_WI,NG_WY_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Newman_1_WI,NG_TX West_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Newman_2_WI,NG_TX West_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Newman_3_WI,NG_TX West_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Ocotillo_1_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Ocotillo_2_WI,NG_AZ South_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Olive_O1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Olive_O2_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
Generator.Start Fuels,Ormond_Beach_1_WI,NG_CA SoCalGas_WI,NG_ST_WI,Natural Gas_WI
