"Interface","intercept","slope","x","xend","y","yend"
"NYISO - ISO-NE",-7.58219048487842,0.0113439418334775,-4559.27359503742,16145.5720194925,-59.3023249498926,175.572239372466
"PJM - MISO",2.165627222297,0.000892107976680483,-7502.94263210012,6397.26029674389,-4.52780774837557,7.87267416192358
"PJM - NYISO",27.3121628711762,-0.000864105479989575,-5331.16006484501,45985.2766678411,31.9188474979104,-12.4239666963421
